Target	BaitCovg	in100nt	in300nt	in500nt
WeinellEntry2734	1	1	1	1
WeinellEntry2736	1	1	1	1
WeinellEntry2737	1	1	1	1
WeinellEntry2738	1	1	1	1
WeinellEntry2739	1	1	1	1
WeinellEntry2740	1	1	1	1
WeinellEntry2741	1	1	1	1
WeinellEntry2743	1	1	1	1
WeinellEntry2744	1	1	1	1
WeinellEntry2745	1	1	1	1
WeinellEntry2746	1	1	1	1
WeinellEntry2747	0.7453	1	1	1
WeinellEntry2748	1	1	1	1
WeinellEntry2749	1	1	1	1
WeinellEntry2751	1	1	1	1
WeinellEntry2753	1	1	1	1
WeinellEntry2754	1	1	1	1
WeinellEntry2755	1	1	1	1
WeinellEntry2757	1	1	1	1
WeinellEntry2758	1	1	1	1
WeinellEntry2759	1	1	1	1
WeinellEntry2760	0.7453	1	1	1
WeinellEntry2761	1	1	1	1
WeinellEntry2762	1	1	1	1
WeinellEntry2763	1	1	1	1
WeinellEntry2764	1	1	1	1
WeinellEntry2766	1	1	1	1
WeinellEntry2767	1	1	1	1
WeinellEntry2768	1	1	1	1
WeinellEntry2769	1	1	1	1
WeinellEntry2770	1	1	1	1
WeinellEntry2771	1	1	1	1
WeinellEntry2772	1	1	1	1
WeinellEntry2773	0.7453	1	1	1
WeinellEntry2774	1	1	1	1
WeinellEntry2775	1	1	1	1
WeinellEntry2776	1	1	1	1
WeinellEntry2777	1	1	1	1
WeinellEntry2779	1	1	1	1
WeinellEntry2780	1	1	1	1
WeinellEntry2781	1	1	1	1
WeinellEntry2782	1	1	1	1
WeinellEntry2783	1	1	1	1
WeinellEntry2784	1	1	1	1
WeinellEntry2785	0.7453	1	1	1
WeinellEntry2786	1	1	1	1
WeinellEntry2787	1	1	1	1
WeinellEntry2788	1	1	1	1
WeinellEntry2789	1	1	1	1
WeinellEntry2790	1	1	1	1
WeinellEntry2791	1	1	1	1
WeinellEntry2792	0.7453	1	1	1
WeinellEntry2793	1	1	1	1
WeinellEntry2794	0.7453	1	1	1
WeinellEntry2795	1	1	1	1
WeinellEntry2796	1	1	1	1
WeinellEntry2797	1	1	1	1
WeinellEntry2798	1	1	1	1
WeinellEntry2799	1	1	1	1
WeinellEntry2800	1	1	1	1
WeinellEntry2801	1	1	1	1
WeinellEntry2802	1	1	1	1
WeinellEntry2803	1	1	1	1
WeinellEntry2804	0.7453	1	1	1
WeinellEntry2806	1	1	1	1
WeinellEntry2807	1	1	1	1
WeinellEntry2808	1	1	1	1
WeinellEntry2809	1	1	1	1
WeinellEntry2810	1	1	1	1
WeinellEntry2811	0.7453	1	1	1
WeinellEntry2812	1	1	1	1
WeinellEntry2813	1	1	1	1
WeinellEntry2814	1	1	1	1
WeinellEntry2815	1	1	1	1
WeinellEntry2816	1	1	1	1
WeinellEntry2817	1	1	1	1
WeinellEntry2819	1	1	1	1
WeinellEntry2820	1	1	1	1
WeinellEntry2821	1	1	1	1
WeinellEntry2822	1	1	1	1
WeinellEntry2823	1	1	1	1
WeinellEntry2824	1	1	1	1
WeinellEntry2826	1	1	1	1
WeinellEntry2827	1	1	1	1
WeinellEntry2828	1	1	1	1
WeinellEntry2829	1	1	1	1
WeinellEntry2830	1	1	1	1
WeinellEntry2831	1	1	1	1
WeinellEntry2832	1	1	1	1
WeinellEntry2833	1	1	1	1
WeinellEntry2834	1	1	1	1
WeinellEntry2835	1	1	1	1
WeinellEntry2836	1	1	1	1
WeinellEntry2837	1	1	1	1
WeinellEntry2838	1	1	1	1
WeinellEntry2839	1	1	1	1
WeinellEntry2840	1	1	1	1
WeinellEntry2841	1	1	1	1
WeinellEntry2842	1	1	1	1
WeinellEntry2844	1	1	1	1
WeinellEntry2845	1	1	1	1
WeinellEntry2846	1	1	1	1
WeinellEntry2847	0.7453	1	1	1
WeinellEntry2848	1	1	1	1
WeinellEntry2849	1	1	1	1
WeinellEntry2850	1	1	1	1
WeinellEntry2851	1	1	1	1
WeinellEntry2852	1	1	1	1
WeinellEntry2853	1	1	1	1
WeinellEntry2854	1	1	1	1
WeinellEntry2855	1	1	1	1
WeinellEntry2856	1	1	1	1
WeinellEntry2857	1	1	1	1
WeinellEntry2858	1	1	1	1
WeinellEntry2859	0.7453	1	1	1
WeinellEntry2860	1	1	1	1
WeinellEntry2862	1	1	1	1
WeinellEntry2863	1	1	1	1
WeinellEntry2864	1	1	1	1
WeinellEntry2865	1	1	1	1
WeinellEntry2866	0.7453	1	1	1
WeinellEntry2867	0.7453	1	1	1
WeinellEntry2868	1	1	1	1
WeinellEntry2869	1	1	1	1
WeinellEntry2870	1	1	1	1
WeinellEntry2871	1	1	1	1
WeinellEntry2873	1	1	1	1
WeinellEntry2874	1	1	1	1
WeinellEntry2875	1	1	1	1
WeinellEntry2876	1	1	1	1
WeinellEntry2877	1	1	1	1
WeinellEntry2878	1	1	1	1
WeinellEntry2879	1	1	1	1
WeinellEntry2880	1	1	1	1
WeinellEntry2881	0.7453	1	1	1
WeinellEntry2882	1	1	1	1
WeinellEntry2883	1	1	1	1
WeinellEntry2885	1	1	1	1
WeinellEntry2886	1	1	1	1
WeinellEntry2887	1	1	1	1
WeinellEntry2888	1	1	1	1
WeinellEntry2889	1	1	1	1
WeinellEntry2890	1	1	1	1
WeinellEntry2891	1	1	1	1
WeinellEntry2892	1	1	1	1
WeinellEntry2894	0.7453	1	1	1
WeinellEntry2895	1	1	1	1
WeinellEntry2896	0.7453	1	1	1
WeinellEntry2897	1	1	1	1
WeinellEntry2898	1	1	1	1
WeinellEntry2899	1	1	1	1
WeinellEntry2900	1	1	1	1
WeinellEntry2901	1	1	1	1
WeinellEntry2903	1	1	1	1
WeinellEntry2904	1	1	1	1
WeinellEntry2905	1	1	1	1
WeinellEntry2906	1	1	1	1
WeinellEntry2907	1	1	1	1
WeinellEntry2908	1	1	1	1
WeinellEntry2909	1	1	1	1
WeinellEntry2910	1	1	1	1
WeinellEntry2911	1	1	1	1
WeinellEntry2912	1	1	1	1
WeinellEntry2913	1	1	1	1
WeinellEntry2915	1	1	1	1
WeinellEntry2916	0.7453	1	1	1
WeinellEntry2917	1	1	1	1
WeinellEntry2918	1	1	1	1
WeinellEntry2919	1	1	1	1
WeinellEntry2921	1	1	1	1
WeinellEntry2922	1	1	1	1
WeinellEntry2923	0.7453	1	1	1
WeinellEntry2924	1	1	1	1
WeinellEntry2925	1	1	1	1
WeinellEntry2927	0.7453	1	1	1
WeinellEntry2928	1	1	1	1
WeinellEntry2929	1	1	1	1
WeinellEntry2930	1	1	1	1
WeinellEntry2931	0.7453	1	1	1
WeinellEntry2932	1	1	1	1
WeinellEntry2933	1	1	1	1
WeinellEntry2934	1	1	1	1
WeinellEntry2936	1	1	1	1
WeinellEntry2937	0.7453	1	1	1
WeinellEntry2938	1	1	1	1
WeinellEntry2939	1	1	1	1
WeinellEntry2940	1	1	1	1
WeinellEntry2941	1	1	1	1
WeinellEntry2942	1	1	1	1
WeinellEntry2943	1	1	1	1
WeinellEntry2944	1	1	1	1
WeinellEntry2945	1	1	1	1
WeinellEntry2946	0.7453	1	1	1
WeinellEntry2947	1	1	1	1
WeinellEntry2948	1	1	1	1
WeinellEntry2949	1	1	1	1
WeinellEntry2950	1	1	1	1
WeinellEntry2951	1	1	1	1
WeinellEntry2952	1	1	1	1
WeinellEntry2953	0.7453	1	1	1
WeinellEntry2954	1	1	1	1
WeinellEntry2955	1	1	1	1
WeinellEntry2956	1	1	1	1
WeinellEntry2957	1	1	1	1
WeinellEntry2958	1	1	1	1
WeinellEntry2959	1	1	1	1
WeinellEntry2960	1	1	1	1
WeinellEntry2961	1	1	1	1
WeinellEntry2962	1	1	1	1
WeinellEntry2963	1	1	1	1
WeinellEntry2964	1	1	1	1
WeinellEntry2965	1	1	1	1
WeinellEntry2966	1	1	1	1
WeinellEntry2967	1	1	1	1
WeinellEntry2968	1	1	1	1
WeinellEntry2969	1	1	1	1
WeinellEntry2971	1	1	1	1
WeinellEntry2972	1	1	1	1
WeinellEntry2973	1	1	1	1
WeinellEntry2974	1	1	1	1
WeinellEntry2975	1	1	1	1
WeinellEntry2976	1	1	1	1
WeinellEntry2977	1	1	1	1
WeinellEntry2978	1	1	1	1
WeinellEntry2979	1	1	1	1
WeinellEntry2980	1	1	1	1
WeinellEntry2981	1	1	1	1
WeinellEntry2982	1	1	1	1
WeinellEntry2983	1	1	1	1
WeinellEntry2984	1	1	1	1
WeinellEntry2985	1	1	1	1
WeinellEntry2986	1	1	1	1
WeinellEntry2987	1	1	1	1
WeinellEntry2988	1	1	1	1
WeinellEntry2989	1	1	1	1
WeinellEntry2990	0.7453	1	1	1
WeinellEntry2991	1	1	1	1
WeinellEntry2992	1	1	1	1
WeinellEntry2993	1	1	1	1
WeinellEntry2994	1	1	1	1
WeinellEntry2995	1	1	1	1
WeinellEntry2996	1	1	1	1
WeinellEntry2997	0.7453	1	1	1
WeinellEntry2998	1	1	1	1
WeinellEntry2999	1	1	1	1
WeinellEntry3000	1	1	1	1
WeinellEntry3001	1	1	1	1
WeinellEntry3002	1	1	1	1
WeinellEntry3003	1	1	1	1
WeinellEntry3005	0.7453	1	1	1
WeinellEntry3006	1	1	1	1
WeinellEntry3007	1	1	1	1
WeinellEntry3008	1	1	1	1
WeinellEntry3009	1	1	1	1
WeinellEntry3010	1	1	1	1
WeinellEntry3011	1	1	1	1
WeinellEntry3012	1	1	1	1
WeinellEntry3013	0.7453	1	1	1
WeinellEntry3014	1	1	1	1
WeinellEntry3015	1	1	1	1
WeinellEntry3016	1	1	1	1
WeinellEntry3017	1	1	1	1
WeinellEntry3018	1	1	1	1
WeinellEntry3019	1	1	1	1
WeinellEntry3020	1	1	1	1
WeinellEntry3021	1	1	1	1
WeinellEntry3022	1	1	1	1
WeinellEntry3023	1	1	1	1
WeinellEntry3024	1	1	1	1
WeinellEntry3025	1	1	1	1
WeinellEntry3026	1	1	1	1
WeinellEntry3027	1	1	1	1
WeinellEntry3028	0.7453	1	1	1
WeinellEntry3030	1	1	1	1
WeinellEntry3031	1	1	1	1
WeinellEntry3032	1	1	1	1
WeinellEntry3034	1	1	1	1
WeinellEntry3035	1	1	1	1
WeinellEntry3037	1	1	1	1
WeinellEntry3038	1	1	1	1
WeinellEntry3039	1	1	1	1
WeinellEntry3040	0.7453	1	1	1
WeinellEntry3042	0.7453	1	1	1
WeinellEntry3043	1	1	1	1
WeinellEntry3045	1	1	1	1
WeinellEntry3046	1	1	1	1
WeinellEntry3047	1	1	1	1
WeinellEntry3048	1	1	1	1
WeinellEntry3049	1	1	1	1
WeinellEntry3050	1	1	1	1
WeinellEntry3051	1	1	1	1
WeinellEntry3052	1	1	1	1
WeinellEntry3053	1	1	1	1
WeinellEntry3055	1	1	1	1
WeinellEntry3056	1	1	1	1
WeinellEntry3057	1	1	1	1
WeinellEntry3058	1	1	1	1
WeinellEntry3059	1	1	1	1
WeinellEntry3060	0.7453	1	1	1
WeinellEntry3061	1	1	1	1
WeinellEntry3062	1	1	1	1
WeinellEntry3063	1	1	1	1
WeinellEntry3064	1	1	1	1
WeinellEntry3065	1	1	1	1
WeinellEntry3066	0.7453	1	1	1
WeinellEntry3067	1	1	1	1
WeinellEntry3068	1	1	1	1
WeinellEntry3069	1	1	1	1
WeinellEntry3070	0.7453	1	1	1
WeinellEntry3071	1	1	1	1
WeinellEntry3072	1	1	1	1
WeinellEntry3073	0.7453	1	1	1
WeinellEntry3075	1	1	1	1
WeinellEntry3076	1	1	1	1
WeinellEntry3077	1	1	1	1
WeinellEntry3078	1	1	1	1
WeinellEntry3080	1	1	1	1
WeinellEntry3081	1	1	1	1
WeinellEntry3082	1	1	1	1
WeinellEntry3083	1	1	1	1
WeinellEntry3084	1	1	1	1
WeinellEntry3085	1	1	1	1
WeinellEntry3086	0.7453	1	1	1
WeinellEntry3087	1	1	1	1
WeinellEntry3088	1	1	1	1
WeinellEntry3089	1	1	1	1
WeinellEntry3090	1	1	1	1
WeinellEntry3091	1	1	1	1
WeinellEntry3092	0.7453	1	1	1
WeinellEntry3093	1	1	1	1
WeinellEntry3094	1	1	1	1
WeinellEntry3095	1	1	1	1
WeinellEntry3096	1	1	1	1
WeinellEntry3098	1	1	1	1
WeinellEntry3099	1	1	1	1
WeinellEntry3100	1	1	1	1
WeinellEntry3101	1	1	1	1
WeinellEntry3102	1	1	1	1
WeinellEntry3103	1	1	1	1
WeinellEntry3105	1	1	1	1
WeinellEntry3106	1	1	1	1
WeinellEntry3107	1	1	1	1
WeinellEntry3108	1	1	1	1
WeinellEntry3109	1	1	1	1
WeinellEntry3110	1	1	1	1
WeinellEntry3111	1	1	1	1
WeinellEntry3112	1	1	1	1
WeinellEntry3114	1	1	1	1
WeinellEntry3115	1	1	1	1
WeinellEntry3116	0.7453	1	1	1
WeinellEntry3117	1	1	1	1
WeinellEntry3118	1	1	1	1
WeinellEntry3119	0.7453	1	1	1
WeinellEntry3120	1	1	1	1
WeinellEntry3121	1	1	1	1
WeinellEntry3122	1	1	1	1
WeinellEntry3123	1	1	1	1
WeinellEntry3124	1	1	1	1
WeinellEntry3125	1	1	1	1
WeinellEntry3126	1	1	1	1
WeinellEntry3127	1	1	1	1
WeinellEntry3128	1	1	1	1
WeinellEntry3129	1	1	1	1
WeinellEntry3130	1	1	1	1
WeinellEntry3131	1	1	1	1
WeinellEntry3133	1	1	1	1
WeinellEntry3134	1	1	1	1
WeinellEntry3135	1	1	1	1
WeinellEntry3136	1	1	1	1
WeinellEntry3137	1	1	1	1
WeinellEntry3138	1	1	1	1
WeinellEntry3139	1	1	1	1
WeinellEntry3140	1	1	1	1
WeinellEntry3141	1	1	1	1
WeinellEntry3142	1	1	1	1
WeinellEntry3143	1	1	1	1
WeinellEntry3144	1	1	1	1
WeinellEntry3145	1	1	1	1
WeinellEntry3150	1	1	1	1
WeinellEntry3152	1	1	1	1
WeinellEntry5178	0.3869	0.7502	1	1
WeinellEntry5179	0.3869	0.6503	0.8529	1
WeinellEntry5180	1	1	1	1
WeinellEntry5181	0.9873	1	1	1
WeinellEntry5182	1	1	1	1
WeinellEntry5183	0.9292	1	1	1
WeinellEntry5184	0.554	0.7357	1	1
WeinellEntry5185	0.9292	1	1	1
WeinellEntry5186	0.8774	1	1	1
WeinellEntry5187	0.2888	0.4314	0.6131	0.7947
WeinellEntry5188	0.5068	0.8111	1	1
WeinellEntry5189	1	1	1	1
WeinellEntry5190	0.7003	0.7911	0.9728	1
WeinellEntry5191	0.5928	0.757	1	1
WeinellEntry5192	0.6294	0.8111	1	1
WeinellEntry5193	0.4087	0.5904	0.7929	0.9746
WeinellEntry5194	0.9373	1	1	1
WeinellEntry5195	0.6942	0.9676	1	1
WeinellEntry5196	0.8065	1	1	1
WeinellEntry5197	0.7384	0.931	1	1
WeinellEntry5198	0.9074	1	1	1
WeinellEntry5199	0.2901	0.4726	0.8376	1
WeinellEntry5201	0.4387	0.7511	1	1
WeinellEntry5202	0.6707	1	1	1
WeinellEntry5203	0.5177	0.7902	1	1
WeinellEntry5204	0.5785	0.8183	1	1
WeinellEntry5205	0.2779	0.6104	1	1
WeinellEntry5206	0.8283	0.9192	1	1
WeinellEntry5207	0.6267	0.8592	1	1
WeinellEntry5209	0.4841	0.7487	1	1
WeinellEntry5210	0.4496	0.7221	0.9955	1
WeinellEntry5211	0.6894	0.871	1	1
WeinellEntry5212	0.5777	0.8501	1	1
WeinellEntry5213	1	1	1	1
WeinellEntry5214	0.9891	1	1	1
WeinellEntry5215	0.9831	1	1	1
WeinellEntry5216	0.9264	1	1	1
WeinellEntry5217	0.5722	0.7598	1	1
WeinellEntry5218	1	1	1	1
WeinellEntry5219	0.6947	0.9132	1	1
WeinellEntry5220	0.9891	1	1	1
WeinellEntry5221	0.6639	0.8492	1	1
WeinellEntry5222	0.9891	1	1	1
WeinellEntry5223	0.6294	0.9019	1	1
WeinellEntry5224	0.4578	0.782	1	1
WeinellEntry5225	0.7967	1	1	1
WeinellEntry5226	0.5164	0.8346	1	1
WeinellEntry5227	0.653	0.8937	1	1
WeinellEntry5229	0.8171	1	1	1
WeinellEntry5230	0.9183	1	1	1
WeinellEntry5231	0.9292	1	1	1
WeinellEntry5232	0.9482	1	1	1
WeinellEntry5233	0.8692	1	1	1
WeinellEntry5234	0.9891	1	1	1
WeinellEntry5235	0.8093	0.9909	1	1
WeinellEntry5236	0.9891	1	1	1
WeinellEntry5237	0.6417	0.7365	0.9261	1
WeinellEntry5238	0.6594	0.8665	1	1
WeinellEntry5239	0.7384	0.911	1	1
WeinellEntry5240	0.8877	1	1	1
WeinellEntry5241	0.9183	1	1	1
WeinellEntry5242	0.8692	1	1	1
WeinellEntry5243	0.9673	1	1	1
WeinellEntry5244	0.3896	0.5713	0.9346	1
WeinellEntry5245	0.5684	0.8042	1	1
WeinellEntry5246	0.6725	0.9649	1	1
WeinellEntry5247	0.6294	0.8111	1	1
WeinellEntry5248	0.7984	0.9709	1	1
WeinellEntry5249	1	1	1	1
WeinellEntry5250	0.9891	1	1	1
WeinellEntry5251	0.9891	1	1	1
WeinellEntry5252	0.5481	0.7951	1	1
WeinellEntry5253	0.6785	0.931	1	1
WeinellEntry5254	0.6785	0.931	1	1
WeinellEntry5255	0.5427	0.6951	1	1
WeinellEntry5256	0.4809	0.7747	1	1
WeinellEntry5257	0.7984	0.9909	1	1
WeinellEntry5258	0.6267	0.871	1	1
WeinellEntry5259	0.7493	0.9909	1	1
WeinellEntry5260	1	1	1	1
WeinellEntry5261	0.4986	0.8111	1	1
WeinellEntry5262	1	1	1	1
WeinellEntry5263	1	1	1	1
WeinellEntry5264	0.7984	1	1	1
WeinellEntry5265	0.763	1	1	1
WeinellEntry5266	1	1	1	1
WeinellEntry5267	1	1	1	1
WeinellEntry5268	1	1	1	1
WeinellEntry5269	1	1	1	1
WeinellEntry5270	0.6975	0.9391	1	1
WeinellEntry5271	0.9292	1	1	1
WeinellEntry5272	1	1	1	1
WeinellEntry5273	0.9401	1	1	1
WeinellEntry5274	1	1	1	1
WeinellEntry5275	1	1	1	1
WeinellEntry5276	1	1	1	1
WeinellEntry5277	1	1	1	1
WeinellEntry5278	1	1	1	1
WeinellEntry5280	0.7407	1	1	1
WeinellEntry5281	1	1	1	1
WeinellEntry5282	1	1	1	1
WeinellEntry5283	1	1	1	1
WeinellEntry5284	1	1	1	1
WeinellEntry5285	1	1	1	1
WeinellEntry5286	1	1	1	1
WeinellEntry5287	1	1	1	1
WeinellEntry5288	1	1	1	1
WeinellEntry5289	1	1	1	1
WeinellEntry5290	1	1	1	1
WeinellEntry5291	1	1	1	1
WeinellEntry5292	1	1	1	1
WeinellEntry5293	1	1	1	1
WeinellEntry5294	1	1	1	1
WeinellEntry5295	1	1	1	1
WeinellEntry5296	1	1	1	1
WeinellEntry5297	1	1	1	1
WeinellEntry5298	1	1	1	1
WeinellEntry5299	1	1	1	1
WeinellEntry5300	1	1	1	1
WeinellEntry5302	1	1	1	1
WeinellEntry5303	1	1	1	1
WeinellEntry5304	0.7453	1	1	1
WeinellEntry5305	1	1	1	1
WeinellEntry5306	1	1	1	1
WeinellEntry5307	1	1	1	1
WeinellEntry5308	1	1	1	1
WeinellEntry5309	1	1	1	1
WeinellEntry5310	1	1	1	1
WeinellEntry5311	1	1	1	1
WeinellEntry5312	1	1	1	1
WeinellEntry5314	1	1	1	1
WeinellEntry5315	1	1	1	1
WeinellEntry5316	1	1	1	1
WeinellEntry5317	1	1	1	1
WeinellEntry5318	0.7453	1	1	1
WeinellEntry5319	1	1	1	1
WeinellEntry5320	1	1	1	1
WeinellEntry5321	1	1	1	1
WeinellEntry5324	1	1	1	1
WeinellEntry5325	1	1	1	1
WeinellEntry5327	1	1	1	1
WeinellEntry5328	1	1	1	1
WeinellEntry5329	1	1	1	1
WeinellEntry5330	1	1	1	1
WeinellEntry5331	1	1	1	1
WeinellEntry5332	1	1	1	1
WeinellEntry5333	1	1	1	1
WeinellEntry5334	1	1	1	1
WeinellEntry5335	1	1	1	1
WeinellEntry5336	1	1	1	1
WeinellEntry5337	1	1	1	1
WeinellEntry5338	1	1	1	1
WeinellEntry5339	1	1	1	1
WeinellEntry5340	1	1	1	1
WeinellEntry5341	1	1	1	1
WeinellEntry5342	1	1	1	1
WeinellEntry5343	1	1	1	1
WeinellEntry5344	1	1	1	1
WeinellEntry5345	1	1	1	1
WeinellEntry5346	1	1	1	1
WeinellEntry5347	1	1	1	1
WeinellEntry5348	1	1	1	1
WeinellEntry5349	1	1	1	1
WeinellEntry5350	1	1	1	1
WeinellEntry5351	1	1	1	1
WeinellEntry5352	1	1	1	1
WeinellEntry5353	1	1	1	1
WeinellEntry5354	1	1	1	1
WeinellEntry5355	0.7453	1	1	1
WeinellEntry5356	1	1	1	1
WeinellEntry5357	0.7407	1	1	1
WeinellEntry5358	1	1	1	1
WeinellEntry5359	1	1	1	1
WeinellEntry5360	1	1	1	1
WeinellEntry5361	1	1	1	1
WeinellEntry5362	1	1	1	1
WeinellEntry5363	1	1	1	1
WeinellEntry5365	1	1	1	1
WeinellEntry5366	1	1	1	1
WeinellEntry5367	1	1	1	1
WeinellEntry5368	1	1	1	1
WeinellEntry5369	1	1	1	1
WeinellEntry5371	1	1	1	1
WeinellEntry5372	1	1	1	1
WeinellEntry5373	1	1	1	1
WeinellEntry5375	0.7453	1	1	1
WeinellEntry5376	1	1	1	1
WeinellEntry5377	1	1	1	1
WeinellEntry5378	1	1	1	1
WeinellEntry5379	0.75	1	1	1
WeinellEntry5380	1	1	1	1
WeinellEntry5381	1	1	1	1
WeinellEntry5382	1	1	1	1
WeinellEntry5383	1	1	1	1
WeinellEntry5385	1	1	1	1
WeinellEntry5386	1	1	1	1
WeinellEntry5387	1	1	1	1
WeinellEntry5388	1	1	1	1
WeinellEntry5389	1	1	1	1
WeinellEntry5390	1	1	1	1
WeinellEntry5391	1	1	1	1
WeinellEntry5392	0.7317	1	1	1
WeinellEntry5393	1	1	1	1
WeinellEntry5394	1	1	1	1
WeinellEntry5396	1	1	1	1
WeinellEntry5397	1	1	1	1
WeinellEntry5399	1	1	1	1
WeinellEntry5400	1	1	1	1
WeinellEntry5401	1	1	1	1
WeinellEntry5402	1	1	1	1
WeinellEntry5403	1	1	1	1
WeinellEntry5405	1	1	1	1
WeinellEntry5406	1	1	1	1
WeinellEntry5407	1	1	1	1
WeinellEntry5408	0.6597	0.8429	1	1
WeinellEntry5409	0.9949	1	1	1
WeinellEntry5410	1	1	1	1
WeinellEntry5411	1	1	1	1
WeinellEntry5412	0.9916	1	1	1
WeinellEntry5413	0.9936	1	1	1
WeinellEntry5414	0.7431	1	1	1
WeinellEntry5415	0.7973	0.8997	1	1
WeinellEntry5416	0.6577	0.9679	1	1
WeinellEntry5417	0.736	1	1	1
WeinellEntry5418	1	1	1	1
WeinellEntry5419	0.8022	1	1	1
WeinellEntry5420	0.8647	0.9704	1	1
WeinellEntry5421	0.6186	0.8537	1	1
WeinellEntry5422	0.7884	0.9699	1	1
WeinellEntry5423	0.8291	1	1	1
WeinellEntry5424	0.9959	1	1	1
WeinellEntry5425	0.9305	1	1	1
WeinellEntry5426	0.8274	1	1	1
WeinellEntry5427	0.7083	0.8188	1	1
WeinellEntry5428	1	1	1	1
WeinellEntry5429	0.9214	1	1	1
WeinellEntry5430	1	1	1	1
WeinellEntry5431	0.9325	1	1	1
WeinellEntry5432	0.931	1	1	1
WeinellEntry5433	0.7194	0.9702	1	1
WeinellEntry5434	0.8476	1	1	1
WeinellEntry5435	1	1	1	1
WeinellEntry5436	0.7277	0.9686	1	1
WeinellEntry5437	0.9254	1	1	1
WeinellEntry5438	1	1	1	1
WeinellEntry5439	1	1	1	1
WeinellEntry5440	0.6006	0.7038	0.9102	1
WeinellEntry5441	0.7544	1	1	1
WeinellEntry5442	0.8449	1	1	1
WeinellEntry5443	0.8659	1	1	1
WeinellEntry5444	0.9368	1	1	1
WeinellEntry5445	0.8601	1	1	1
WeinellEntry5446	0.9226	1	1	1
WeinellEntry5447	0.9957	1	1	1
WeinellEntry5448	0.8468	0.9702	1	1
WeinellEntry5449	0.9006	1	1	1
WeinellEntry5450	0.9279	1	1	1
WeinellEntry5451	0.9868	1	1	1
WeinellEntry5452	0.8647	0.9688	1	1
WeinellEntry5453	1	1	1	1
WeinellEntry5454	0.7267	0.9436	1	1
WeinellEntry5455	0.9218	1	1	1
WeinellEntry5456	0.9263	1	1	1
WeinellEntry5457	0.9916	1	1	1
WeinellEntry5458	0.8397	1	1	1
WeinellEntry5459	0.7223	0.9376	1	1
WeinellEntry5460	0.9913	1	1	1
WeinellEntry5461	1	1	1	1
WeinellEntry5462	1	1	1	1
WeinellEntry5463	0.7941	0.977	1	1
WeinellEntry5464	1	1	1	1
WeinellEntry5465	0.8556	1	1	1
WeinellEntry5466	0.6292	0.8411	1	1
WeinellEntry5467	0.9956	1	1	1
WeinellEntry5468	1	1	1	1
WeinellEntry5469	0.8387	1	1	1
WeinellEntry5470	0.9287	1	1	1
WeinellEntry5471	1	1	1	1
WeinellEntry5472	0.933	1	1	1
WeinellEntry5473	1	1	1	1
WeinellEntry5474	1	1	1	1
WeinellEntry5475	1	1	1	1
WeinellEntry5476	0.9142	1	1	1
WeinellEntry5477	0.6609	0.9438	1	1
WeinellEntry5478	0.9199	1	1	1
WeinellEntry5479	1	1	1	1
WeinellEntry5480	0.9279	1	1	1
WeinellEntry5481	0.9244	1	1	1
WeinellEntry5482	0.9307	1	1	1
WeinellEntry5483	0.9009	1	1	1
WeinellEntry5484	0.9228	1	1	1
WeinellEntry5485	0.8565	1	1	1
WeinellEntry5486	0.7208	0.974	1	1
WeinellEntry5487	0.9867	1	1	1
WeinellEntry5488	0.7932	1	1	1
WeinellEntry5489	0.518	0.913	1	1
WeinellEntry5490	0.8046	1	1	1
WeinellEntry5491	0.6812	0.9127	1	1
WeinellEntry5492	0.9238	1	1	1
WeinellEntry5493	0.933	1	1	1
WeinellEntry5494	1	1	1	1
WeinellEntry5495	0.6452	0.8377	1	1
WeinellEntry5496	0.7924	1	1	1
WeinellEntry5497	0.8735	0.9739	1	1
WeinellEntry5498	0.8618	1	1	1
WeinellEntry5499	0.9248	1	1	1
WeinellEntry5500	1	1	1	1
WeinellEntry5501	0.8612	1	1	1
WeinellEntry5502	0.9195	1	1	1
WeinellEntry5503	0.9957	1	1	1
WeinellEntry5504	0.901	1	1	1
WeinellEntry5505	0.6187	0.787	0.9899	1
WeinellEntry5506	0.8163	0.9167	1	1
WeinellEntry5507	0.8564	1	1	1
WeinellEntry5508	0.677	1	1	1
WeinellEntry5509	0.9957	1	1	1
WeinellEntry5510	0.3865	0.6725	1	1
WeinellEntry5511	0.8636	0.9669	1	1
WeinellEntry5512	0.811	0.9167	1	1
WeinellEntry5513	0.8701	1	1	1
WeinellEntry5514	0.8648	0.9801	1	1
WeinellEntry5515	0.872	0.9778	1	1
WeinellEntry5516	1	1	1	1
WeinellEntry5517	0.996	1	1	1
WeinellEntry5518	0.8606	1	1	1
WeinellEntry5519	0.994	1	1	1
WeinellEntry5520	1	1	1	1
WeinellEntry5521	0.7219	0.9765	1	1
WeinellEntry5522	0.8026	0.9836	1	1
WeinellEntry5523	0.9329	1	1	1
WeinellEntry5524	0.9876	1	1	1
WeinellEntry5525	0.9916	1	1	1
WeinellEntry5526	0.9198	1	1	1
WeinellEntry5527	1	1	1	1
WeinellEntry5528	0.7881	0.8985	1	1
WeinellEntry5529	1	1	1	1
WeinellEntry5530	0.8448	1	1	1
WeinellEntry5531	0.9243	1	1	1
WeinellEntry5532	0.9327	1	1	1
WeinellEntry5533	0.8565	1	1	1
WeinellEntry5534	1	1	1	1
WeinellEntry5535	0.9306	1	1	1
WeinellEntry5536	0.8667	1	1	1
WeinellEntry5537	0.6377	0.8547	1	1
