supergroup1	WeinellEntry2195	sample66_0000001716_group1
supergroup29655	NA	NA
supergroup29656	NA	NA
supergroup29657	NA	NA
supergroup29658	NA	NA
supergroup29659	NA	NA
supergroup29660	NA	NA
supergroup29661	NA	NA
supergroup29662	NA	NA
supergroup29663	NA	NA
supergroup29664	NA	NA
supergroup29665	NA	NA
supergroup29666	NA	NA
supergroup29667	NA	NA
supergroup29668	NA	NA
supergroup29669	NA	NA
supergroup29670	NA	NA
supergroup29671	NA	NA
supergroup29672	NA	NA
supergroup29673	NA	NA
supergroup29674	NA	NA
supergroup29675	NA	NA
supergroup29676	NA	NA
supergroup29677	NA	NA
supergroup29678	NA	NA
supergroup29679	NA	NA
supergroup29680	NA	NA
supergroup29681	NA	NA
supergroup29682	NA	NA
supergroup29683	NA	NA
supergroup29684	NA	NA
supergroup29685	NA	NA
supergroup29686	NA	NA
supergroup29687	NA	NA
supergroup29688	NA	NA
supergroup29689	NA	NA
supergroup29691	NA	NA
supergroup29692	NA	NA
supergroup29693	NA	NA
supergroup29694	NA	NA
supergroup29696	NA	NA
supergroup29697	NA	NA
supergroup29698	NA	NA
supergroup29699	NA	NA
supergroup29700	NA	NA
supergroup29701	NA	NA
supergroup29702	NA	NA
supergroup29703	NA	NA
supergroup29704	NA	NA
supergroup29705	NA	NA
supergroup29706	NA	NA
supergroup29707	NA	NA
supergroup29708	NA	NA
supergroup29709	NA	NA
supergroup29710	NA	NA
supergroup29712	NA	NA
supergroup29713	NA	NA
supergroup29714	NA	NA
supergroup29715	NA	NA
supergroup29716	NA	NA
supergroup29718	NA	NA
supergroup29719	NA	NA
supergroup29720	NA	NA
supergroup29721	NA	NA
supergroup29722	NA	NA
supergroup29723	NA	NA
supergroup29724	NA	NA
supergroup29725	NA	NA
supergroup29726	NA	NA
supergroup29727	NA	NA
supergroup29728	NA	NA
supergroup29729	NA	NA
supergroup29730	NA	NA
supergroup29731	NA	NA
supergroup29732	NA	NA
supergroup29733	NA	NA
supergroup29734	NA	NA
supergroup29735	NA	NA
supergroup29736	NA	NA
supergroup29737	NA	NA
supergroup29738	NA	NA
supergroup29739	NA	NA
supergroup29740	NA	NA
supergroup29741	NA	NA
supergroup29742	NA	NA
supergroup29743	NA	NA
supergroup29744	NA	NA
supergroup29745	NA	NA
supergroup29746	NA	NA
supergroup29747	NA	NA
supergroup29748	NA	NA
supergroup29749	NA	NA
supergroup29750	NA	NA
supergroup29751	NA	NA
supergroup29752	NA	NA
supergroup29753	NA	NA
supergroup29754	NA	NA
supergroup29755	NA	NA
supergroup29756	NA	NA
supergroup29757	NA	NA
supergroup29759	NA	NA
supergroup29760	NA	NA
supergroup29761	NA	NA
supergroup29762	NA	NA
supergroup29763	NA	NA
supergroup29764	NA	NA
supergroup29765	NA	NA
supergroup29766	NA	NA
supergroup29767	NA	NA
supergroup29768	NA	NA
supergroup29769	NA	NA
supergroup29770	NA	NA
supergroup29772	NA	NA
supergroup29773	NA	NA
supergroup29774	NA	NA
supergroup29775	NA	NA
supergroup29776	NA	NA
supergroup29777	NA	NA
supergroup29778	NA	NA
supergroup29779	NA	NA
supergroup29780	NA	NA
supergroup29781	NA	NA
supergroup29782	NA	NA
supergroup29783	NA	NA
supergroup29784	NA	NA
supergroup29785	NA	NA
supergroup29786	NA	NA
supergroup29787	NA	NA
supergroup29788	NA	NA
supergroup29789	NA	NA
supergroup29790	NA	NA
supergroup29791	NA	NA
supergroup29792	NA	NA
supergroup29793	NA	NA
supergroup29794	NA	NA
supergroup29795	NA	NA
supergroup29796	NA	NA
supergroup29797	NA	NA
supergroup29798	NA	NA
supergroup29799	NA	NA
supergroup29800	NA	NA
supergroup29801	NA	NA
supergroup29802	NA	NA
supergroup29804	NA	NA
supergroup29805	NA	NA
supergroup29806	NA	NA
supergroup29807	NA	NA
supergroup29808	NA	NA
supergroup29810	NA	NA
supergroup29811	NA	NA
supergroup29812	NA	NA
supergroup29813	NA	NA
supergroup29814	NA	NA
supergroup29815	NA	NA
supergroup29816	NA	NA
supergroup29817	NA	NA
supergroup29818	NA	NA
supergroup29819	NA	NA
supergroup29820	NA	NA
supergroup29821	NA	NA
supergroup29822	NA	NA
supergroup29823	NA	NA
supergroup29824	NA	NA
supergroup29825	NA	NA
supergroup29826	NA	NA
supergroup29827	NA	NA
supergroup29828	NA	NA
supergroup29829	NA	NA
supergroup29830	NA	NA
supergroup29831	NA	NA
supergroup29832	NA	NA
supergroup29833	NA	NA
supergroup29834	NA	NA
supergroup29835	NA	NA
supergroup29836	NA	NA
supergroup29837	NA	NA
supergroup29838	NA	NA
supergroup29839	NA	NA
supergroup29840	NA	NA
supergroup29841	NA	NA
supergroup29842	NA	NA
supergroup29843	NA	NA
supergroup29844	NA	NA
supergroup29845	NA	NA
supergroup29846	NA	NA
supergroup29847	NA	NA
supergroup29849	NA	NA
supergroup29850	NA	NA
supergroup29851	NA	NA
supergroup29852	NA	NA
supergroup29853	NA	NA
supergroup29854	NA	NA
supergroup29855	NA	NA
supergroup29856	NA	NA
supergroup29857	NA	NA
supergroup29858	NA	NA
supergroup29861	NA	NA
supergroup29862	NA	NA
supergroup29863	NA	NA
supergroup29864	NA	NA
supergroup29865	NA	NA
supergroup29866	NA	NA
supergroup29867	NA	NA
supergroup29868	NA	NA
supergroup29869	NA	NA
supergroup29870	NA	NA
supergroup29871	NA	NA
supergroup29873	NA	NA
supergroup29874	NA	NA
supergroup29876	NA	NA
supergroup29877	NA	NA
supergroup29878	NA	NA
supergroup29879	NA	NA
supergroup29880	NA	NA
supergroup29881	NA	NA
supergroup29882	NA	NA
supergroup29883	NA	NA
supergroup29884	NA	NA
supergroup29885	NA	NA
supergroup29886	NA	NA
supergroup29887	NA	NA
supergroup29888	NA	NA
supergroup29889	NA	NA
supergroup29890	NA	NA
supergroup29891	NA	NA
supergroup29892	NA	NA
supergroup29893	NA	NA
supergroup29894	NA	NA
supergroup29895	NA	NA
supergroup29896	NA	NA
supergroup29897	NA	NA
supergroup29899	NA	NA
supergroup29900	NA	NA
supergroup29901	NA	NA
supergroup29902	NA	NA
supergroup29903	NA	NA
supergroup29904	NA	NA
supergroup29905	NA	NA
supergroup29906	NA	NA
supergroup29907	NA	NA
supergroup29909	NA	NA
supergroup29910	NA	NA
supergroup29911	NA	NA
supergroup29913	NA	NA
supergroup29914	NA	NA
supergroup29915	NA	NA
supergroup29916	NA	NA
supergroup29917	NA	NA
supergroup29918	NA	NA
supergroup29919	NA	NA
supergroup29920	NA	NA
supergroup29921	NA	NA
supergroup29922	NA	NA
supergroup29923	NA	NA
supergroup29924	NA	NA
supergroup29925	NA	NA
supergroup29926	NA	NA
supergroup29927	NA	NA
supergroup29928	NA	NA
supergroup29929	NA	NA
supergroup29930	NA	NA
supergroup29931	NA	NA
supergroup29933	NA	NA
supergroup29934	NA	NA
supergroup29935	NA	NA
supergroup29936	NA	NA
supergroup29937	NA	NA
supergroup29938	NA	NA
supergroup29939	NA	NA
supergroup29940	NA	NA
supergroup29943	NA	NA
supergroup29944	NA	NA
supergroup29945	NA	NA
supergroup29946	NA	NA
supergroup29947	NA	NA
supergroup29948	NA	NA
supergroup29949	NA	NA
supergroup29950	NA	NA
supergroup29951	NA	NA
supergroup29953	NA	NA
supergroup29954	NA	NA
supergroup29955	NA	NA
supergroup29956	NA	NA
supergroup29957	NA	NA
supergroup29958	NA	NA
supergroup29959	NA	NA
supergroup29960	NA	NA
supergroup29961	NA	NA
supergroup29962	NA	NA
supergroup29963	NA	NA
supergroup29964	NA	NA
supergroup29965	NA	NA
supergroup29966	NA	NA
supergroup29967	NA	NA
supergroup29968	NA	NA
supergroup29969	NA	NA
supergroup29970	NA	NA
supergroup29971	NA	NA
supergroup29972	NA	NA
supergroup29973	NA	NA
supergroup29975	NA	NA
supergroup29976	NA	NA
supergroup29977	NA	NA
supergroup29978	NA	NA
supergroup29979	NA	NA
supergroup29980	NA	NA
supergroup29981	NA	NA
supergroup29982	NA	NA
supergroup29983	NA	NA
supergroup29985	NA	NA
supergroup29986	NA	NA
supergroup29987	NA	NA
supergroup29989	NA	NA
supergroup29990	NA	NA
supergroup29991	NA	NA
supergroup29992	NA	NA
supergroup29993	NA	NA
supergroup29994	NA	NA
supergroup29995	NA	NA
supergroup29996	NA	NA
supergroup29997	NA	NA
supergroup29998	NA	NA
supergroup29999	NA	NA
supergroup30000	NA	NA
supergroup30001	NA	NA
supergroup30002	NA	NA
supergroup30003	NA	NA
supergroup30004	NA	NA
supergroup30005	NA	NA
supergroup30007	NA	NA
supergroup30008	NA	NA
supergroup30009	NA	NA
supergroup30010	NA	NA
supergroup30011	NA	NA
supergroup30012	NA	NA
supergroup30013	NA	NA
supergroup30014	NA	NA
supergroup30015	NA	NA
supergroup30016	NA	NA
supergroup30017	NA	NA
supergroup30018	NA	NA
supergroup30019	NA	NA
supergroup30020	NA	NA
supergroup30021	NA	NA
supergroup30023	NA	NA
supergroup30024	NA	NA
supergroup30025	NA	NA
supergroup30026	NA	NA
supergroup30027	NA	NA
supergroup30028	NA	NA
supergroup30029	NA	NA
supergroup30030	NA	NA
supergroup30031	NA	NA
supergroup30032	NA	NA
supergroup30033	NA	NA
supergroup30034	NA	NA
supergroup30035	NA	NA
supergroup30036	NA	NA
supergroup30037	NA	NA
supergroup30038	NA	NA
supergroup30039	NA	NA
supergroup30040	NA	NA
supergroup30041	NA	NA
supergroup30042	NA	NA
supergroup30043	NA	NA
supergroup30044	NA	NA
supergroup30045	NA	NA
supergroup30046	NA	NA
supergroup30047	NA	NA
supergroup30048	NA	NA
supergroup30049	NA	NA
supergroup30050	NA	NA
supergroup30051	NA	NA
supergroup30052	NA	NA
supergroup30053	NA	NA
supergroup30054	NA	NA
supergroup30056	NA	NA
supergroup30057	NA	NA
supergroup30058	NA	NA
supergroup30059	NA	NA
supergroup30060	NA	NA
supergroup30061	NA	NA
supergroup30062	NA	NA
supergroup30063	NA	NA
supergroup30064	NA	NA
supergroup30065	NA	NA
supergroup30066	NA	NA
supergroup30067	NA	NA
supergroup30068	NA	NA
supergroup30069	NA	NA
supergroup30070	NA	NA
supergroup30071	NA	NA
supergroup30072	NA	NA
supergroup30074	NA	NA
supergroup30075	NA	NA
supergroup30076	NA	NA
supergroup30077	NA	NA
supergroup30078	NA	NA
supergroup30079	NA	NA
supergroup30080	NA	NA
supergroup30081	NA	NA
supergroup30082	NA	NA
supergroup30083	NA	NA
supergroup30084	NA	NA
supergroup30085	NA	NA
supergroup30087	NA	NA
supergroup30088	NA	NA
supergroup30089	NA	NA
supergroup30090	NA	NA
supergroup30091	NA	NA
supergroup30092	NA	NA
supergroup30093	NA	NA
supergroup30094	NA	NA
supergroup30095	NA	NA
supergroup30096	NA	NA
supergroup30097	NA	NA
supergroup30098	NA	NA
supergroup30099	NA	NA
supergroup30100	NA	NA
supergroup30102	NA	NA
supergroup30103	NA	NA
supergroup30104	NA	NA
supergroup30105	NA	NA
supergroup30106	NA	NA
supergroup30107	NA	NA
supergroup30108	NA	NA
supergroup30109	NA	NA
supergroup30110	NA	NA
supergroup30111	NA	NA
supergroup30112	NA	NA
supergroup30113	NA	NA
supergroup30114	NA	NA
supergroup30115	NA	NA
supergroup30116	NA	NA
supergroup30117	NA	NA
supergroup30118	NA	NA
supergroup30119	NA	NA
supergroup30120	NA	NA
supergroup30121	NA	NA
supergroup30122	NA	NA
supergroup30124	NA	NA
supergroup30125	NA	NA
supergroup30126	NA	NA
supergroup30127	NA	NA
supergroup30128	NA	NA
supergroup30129	NA	NA
supergroup30130	NA	NA
supergroup30131	WeinellEntry5356	sample66_0000002756_group30131
supergroup30132	NA	NA
supergroup30133	NA	NA
supergroup30134	NA	NA
supergroup30135	NA	NA
supergroup30136	NA	NA
supergroup30137	NA	NA
supergroup30138	NA	NA
supergroup30139	NA	NA
supergroup30140	NA	NA
supergroup30141	NA	NA
supergroup30142	NA	NA
supergroup30143	NA	NA
supergroup30144	NA	NA
supergroup30146	NA	NA
supergroup30147	NA	NA
supergroup30148	NA	NA
supergroup30149	NA	NA
supergroup30150	NA	NA
supergroup30151	NA	NA
supergroup30152	NA	NA
supergroup30153	NA	NA
supergroup30155	NA	NA
supergroup30156	NA	NA
supergroup30157	NA	NA
supergroup30159	NA	NA
supergroup30160	NA	NA
supergroup30161	NA	NA
supergroup30162	NA	NA
supergroup30164	NA	NA
supergroup30165	NA	NA
supergroup30166	NA	NA
supergroup30167	NA	NA
supergroup30168	NA	NA
supergroup30169	NA	NA
supergroup30170	NA	NA
supergroup30171	NA	NA
supergroup30172	NA	NA
supergroup30174	NA	NA
supergroup30175	NA	NA
supergroup30176	NA	NA
supergroup30177	NA	NA
supergroup30178	NA	NA
supergroup30180	NA	NA
supergroup30181	NA	NA
supergroup30182	NA	NA
supergroup30183	NA	NA
supergroup30184	NA	NA
supergroup30185	NA	NA
supergroup30186	NA	NA
supergroup30187	NA	NA
supergroup30189	NA	NA
supergroup30190	NA	NA
supergroup30191	NA	NA
supergroup30192	NA	NA
supergroup30193	NA	NA
supergroup30194	NA	NA
supergroup30195	NA	NA
supergroup30196	NA	NA
supergroup30197	NA	NA
supergroup30198	NA	NA
supergroup30199	NA	NA
supergroup30200	NA	NA
supergroup30201	NA	NA
supergroup30202	NA	NA
supergroup30203	NA	NA
supergroup30204	NA	NA
supergroup30205	NA	NA
supergroup30206	NA	NA
supergroup30207	NA	NA
supergroup30208	NA	NA
supergroup30209	NA	NA
supergroup30210	NA	NA
supergroup30211	NA	NA
supergroup30212	NA	NA
supergroup30213	NA	NA
supergroup30214	NA	NA
supergroup30215	NA	NA
supergroup30216	NA	NA
supergroup30217	NA	NA
supergroup30218	NA	NA
supergroup30219	NA	NA
supergroup30220	NA	NA
supergroup30221	NA	NA
supergroup30222	NA	NA
supergroup30223	NA	NA
supergroup30224	NA	NA
supergroup30225	NA	NA
supergroup30226	NA	NA
supergroup30227	NA	NA
supergroup30228	NA	NA
supergroup30230	NA	NA
supergroup30231	NA	NA
supergroup30232	NA	NA
supergroup30233	NA	NA
supergroup30234	NA	NA
supergroup30235	NA	NA
supergroup30236	NA	NA
supergroup30237	NA	NA
supergroup30238	NA	NA
supergroup30239	NA	NA
supergroup30240	NA	NA
supergroup30241	NA	NA
supergroup30242	NA	NA
supergroup30243	NA	NA
supergroup30244	NA	NA
supergroup30245	NA	NA
supergroup30246	NA	NA
supergroup30247	NA	NA
supergroup30248	NA	NA
supergroup30249	NA	NA
supergroup30250	NA	NA
supergroup30251	NA	NA
supergroup30252	NA	NA
supergroup30253	NA	NA
supergroup30254	NA	NA
supergroup30255	NA	NA
supergroup30256	NA	NA
supergroup30257	NA	NA
supergroup30258	NA	NA
supergroup30259	NA	NA
supergroup30260	NA	NA
supergroup30261	NA	NA
supergroup30262	NA	NA
supergroup30263	NA	NA
supergroup30265	NA	NA
supergroup30266	NA	NA
supergroup30267	NA	NA
supergroup30268	NA	NA
supergroup30269	NA	NA
supergroup30270	NA	NA
supergroup30271	NA	NA
supergroup30272	NA	NA
supergroup30273	NA	NA
supergroup30274	NA	NA
supergroup30275	NA	NA
supergroup30276	NA	NA
supergroup30277	NA	NA
supergroup30278	NA	NA
supergroup30279	NA	NA
supergroup30280	NA	NA
supergroup30281	NA	NA
supergroup30282	NA	NA
supergroup30283	NA	NA
supergroup30284	NA	NA
supergroup30285	NA	NA
supergroup30286	NA	NA
supergroup30287	NA	NA
supergroup30288	NA	NA
supergroup30289	NA	NA
supergroup30290	NA	NA
supergroup30291	NA	NA
supergroup30292	NA	NA
supergroup30293	NA	NA
supergroup30294	NA	NA
supergroup30295	NA	NA
supergroup30296	NA	NA
supergroup30297	NA	NA
supergroup30298	NA	NA
supergroup30299	NA	NA
supergroup30300	NA	NA
supergroup30302	NA	NA
supergroup30303	NA	NA
supergroup30304	NA	NA
supergroup30305	NA	NA
supergroup30306	NA	NA
supergroup30307	NA	NA
supergroup30308	NA	NA
supergroup30309	NA	NA
supergroup30311	NA	NA
supergroup30312	NA	NA
supergroup30313	NA	NA
supergroup30314	NA	NA
supergroup30315	NA	NA
supergroup30316	NA	NA
supergroup30317	NA	NA
supergroup30318	NA	NA
supergroup30319	NA	NA
supergroup30320	NA	NA
supergroup30321	NA	NA
supergroup30322	NA	NA
supergroup30323	NA	NA
supergroup30325	NA	NA
supergroup30326	NA	NA
supergroup30327	NA	NA
supergroup30329	NA	NA
supergroup30330	NA	NA
supergroup30331	NA	NA
supergroup30332	NA	NA
supergroup30333	NA	NA
supergroup30334	NA	NA
supergroup30335	NA	NA
supergroup30336	NA	NA
supergroup30337	NA	NA
supergroup30338	NA	NA
supergroup30339	NA	NA
supergroup30340	NA	NA
supergroup30341	NA	NA
supergroup30343	NA	NA
supergroup30344	NA	NA
supergroup30345	NA	NA
supergroup30346	NA	NA
supergroup30347	NA	NA
supergroup30348	NA	NA
supergroup30349	NA	NA
supergroup30351	NA	NA
supergroup30352	NA	NA
supergroup30353	NA	NA
supergroup30354	NA	NA
supergroup30355	NA	NA
supergroup30356	NA	NA
supergroup30357	NA	NA
supergroup30359	NA	NA
supergroup30360	NA	NA
supergroup30361	NA	NA
supergroup30362	NA	NA
supergroup30365	NA	NA
supergroup30367	NA	NA
supergroup30368	NA	NA
supergroup30369	NA	NA
supergroup30370	NA	NA
supergroup30371	NA	NA
supergroup30372	NA	NA
supergroup30373	NA	NA
supergroup30374	NA	NA
supergroup30375	NA	NA
supergroup30376	NA	NA
supergroup30377	NA	NA
supergroup30378	NA	NA
supergroup30379	NA	NA
supergroup30380	NA	NA
supergroup30381	NA	NA
supergroup30382	NA	NA
supergroup30383	NA	NA
supergroup30384	NA	NA
supergroup30385	NA	NA
supergroup30386	NA	NA
supergroup30387	NA	NA
supergroup30388	NA	NA
supergroup30389	NA	NA
supergroup30390	NA	NA
supergroup30391	NA	NA
supergroup30392	NA	NA
supergroup30393	NA	NA
supergroup30394	NA	NA
supergroup30395	NA	NA
supergroup30397	NA	NA
supergroup30398	NA	NA
supergroup30399	NA	NA
supergroup30400	NA	NA
supergroup30401	NA	NA
supergroup30402	NA	NA
supergroup30403	NA	NA
supergroup30404	NA	NA
supergroup30405	NA	NA
supergroup30406	NA	NA
supergroup30407	NA	NA
supergroup30408	NA	NA
supergroup30409	NA	NA
supergroup30411	NA	NA
supergroup30412	NA	NA
supergroup30413	NA	NA
supergroup30415	NA	NA
supergroup30416	NA	NA
supergroup30418	NA	NA
supergroup30420	NA	NA
supergroup30421	NA	NA
supergroup30422	NA	NA
supergroup30423	NA	NA
supergroup30424	NA	NA
supergroup30425	NA	NA
supergroup30426	NA	NA
supergroup30427	NA	NA
supergroup30428	WeinellEntry5559	sample66_0000002952_group30428
supergroup30429	NA	NA
supergroup30430	NA	NA
supergroup30432	NA	NA
supergroup30433	NA	NA
supergroup30435	NA	NA
supergroup30436	NA	NA
supergroup30437	NA	NA
supergroup30438	NA	NA
supergroup30439	NA	NA
supergroup30440	NA	NA
supergroup30441	NA	NA
supergroup30442	NA	NA
supergroup30444	NA	NA
supergroup30445	NA	NA
supergroup30446	NA	NA
supergroup30449	NA	NA
supergroup30450	NA	NA
supergroup30451	NA	NA
supergroup30452	NA	NA
supergroup30453	NA	NA
supergroup30454	NA	NA
supergroup30455	NA	NA
supergroup30456	NA	NA
supergroup30457	NA	NA
supergroup30458	NA	NA
supergroup30459	NA	NA
supergroup30461	NA	NA
supergroup30462	NA	NA
supergroup30463	NA	NA
supergroup30464	NA	NA
supergroup30465	NA	NA
supergroup30466	NA	NA
supergroup30467	NA	NA
supergroup30468	NA	NA
supergroup30469	NA	NA
supergroup30470	NA	NA
supergroup30471	NA	NA
supergroup30472	NA	NA
supergroup30473	NA	NA
supergroup30474	NA	NA
supergroup30475	NA	NA
supergroup30476	NA	NA
supergroup30477	NA	NA
supergroup30478	NA	NA
supergroup30479	NA	NA
supergroup30480	NA	NA
supergroup30481	NA	NA
supergroup30482	NA	NA
supergroup30483	NA	NA
supergroup30484	NA	NA
supergroup30485	NA	NA
supergroup30486	NA	NA
supergroup30487	NA	NA
supergroup30488	NA	NA
supergroup30489	NA	NA
supergroup30490	NA	NA
supergroup30491	NA	NA
supergroup30493	NA	NA
supergroup30494	NA	NA
supergroup30495	NA	NA
supergroup30496	NA	NA
supergroup30498	NA	NA
supergroup30499	NA	NA
supergroup30500	NA	NA
supergroup30501	NA	NA
supergroup30502	NA	NA
supergroup30503	NA	NA
supergroup30504	NA	NA
supergroup30505	NA	NA
supergroup30507	NA	NA
supergroup30508	NA	NA
supergroup30509	NA	NA
supergroup30510	NA	NA
supergroup30511	NA	NA
supergroup30513	NA	NA
supergroup30514	NA	NA
supergroup30516	NA	NA
supergroup30517	NA	NA
supergroup30518	NA	NA
supergroup30519	NA	NA
supergroup30520	NA	NA
supergroup30521	NA	NA
supergroup30522	NA	NA
supergroup30523	NA	NA
supergroup30524	NA	NA
supergroup30525	NA	NA
supergroup30526	NA	NA
supergroup30527	NA	NA
supergroup30528	NA	NA
supergroup30529	NA	NA
supergroup30530	NA	NA
supergroup30531	NA	NA
supergroup30532	NA	NA
supergroup30533	WeinellEntry5614	sample66_0000003007_group30533
supergroup30534	NA	NA
supergroup30535	NA	NA
supergroup30536	NA	NA
supergroup30537	NA	NA
supergroup30539	NA	NA
supergroup30540	NA	NA
supergroup30541	NA	NA
supergroup30542	NA	NA
supergroup30543	NA	NA
supergroup30544	NA	NA
supergroup30545	NA	NA
supergroup30546	NA	NA
supergroup30547	NA	NA
supergroup30548	NA	NA
supergroup30549	NA	NA
supergroup30550	NA	NA
supergroup30552	NA	NA
supergroup30553	NA	NA
supergroup30554	NA	NA
supergroup30555	NA	NA
supergroup30556	NA	NA
supergroup30557	NA	NA
supergroup30558	NA	NA
supergroup30559	NA	NA
supergroup30560	NA	NA
supergroup30561	NA	NA
supergroup30563	NA	NA
supergroup30564	NA	NA
supergroup30565	NA	NA
supergroup30566	NA	NA
supergroup30567	NA	NA
supergroup30568	NA	NA
supergroup30569	NA	NA
supergroup30570	NA	NA
supergroup30571	NA	NA
supergroup30572	NA	NA
supergroup30573	NA	NA
supergroup30575	NA	NA
supergroup30576	NA	NA
supergroup30577	NA	NA
supergroup30578	NA	NA
supergroup30579	NA	NA
supergroup30580	NA	NA
supergroup30581	NA	NA
supergroup30582	NA	NA
supergroup30583	NA	NA
supergroup30584	NA	NA
supergroup30585	NA	NA
supergroup30586	NA	NA
supergroup30587	NA	NA
supergroup30588	NA	NA
supergroup30589	NA	NA
supergroup30590	NA	NA
supergroup30591	NA	NA
supergroup30592	NA	NA
supergroup30593	NA	NA
supergroup30594	NA	NA
supergroup30595	NA	NA
supergroup30596	NA	NA
supergroup30597	NA	NA
supergroup30598	NA	NA
supergroup30599	NA	NA
supergroup30600	NA	NA
supergroup30601	NA	NA
supergroup30602	NA	NA
supergroup30603	NA	NA
supergroup30604	NA	NA
supergroup30605	NA	NA
supergroup30606	NA	NA
supergroup30607	NA	NA
supergroup30608	NA	NA
supergroup30609	NA	NA
supergroup30610	NA	NA
supergroup30611	NA	NA
supergroup30612	NA	NA
supergroup30613	NA	NA
supergroup30614	NA	NA
supergroup30615	NA	NA
supergroup30616	NA	NA
supergroup30617	NA	NA
supergroup30618	NA	NA
supergroup30619	NA	NA
supergroup30620	NA	NA
supergroup30621	NA	NA
supergroup30623	NA	NA
supergroup30624	NA	NA
supergroup30625	NA	NA
supergroup30626	NA	NA
supergroup30627	NA	NA
supergroup30628	NA	NA
supergroup30629	NA	NA
supergroup30630	NA	NA
supergroup30631	NA	NA
supergroup30632	NA	NA
supergroup30633	NA	NA
supergroup30634	NA	NA
supergroup30635	NA	NA
supergroup30636	NA	NA
supergroup30637	NA	NA
supergroup30638	NA	NA
supergroup30639	NA	NA
supergroup30640	NA	NA
supergroup30641	NA	NA
supergroup30642	NA	NA
supergroup30643	NA	NA
supergroup30644	NA	NA
supergroup30645	NA	NA
supergroup30646	NA	NA
supergroup30647	NA	NA
supergroup30648	NA	NA
supergroup30649	NA	NA
supergroup30650	NA	NA
supergroup30651	NA	NA
supergroup30652	NA	NA
supergroup30653	NA	NA
supergroup30654	NA	NA
supergroup30655	NA	NA
supergroup30657	NA	NA
supergroup30658	NA	NA
supergroup30659	NA	NA
supergroup30660	NA	NA
supergroup30661	NA	NA
supergroup30662	NA	NA
supergroup30663	NA	NA
supergroup30664	NA	NA
supergroup30665	NA	NA
supergroup30666	NA	NA
supergroup30667	NA	NA
supergroup30668	NA	NA
supergroup30669	NA	NA
supergroup30670	NA	NA
supergroup30671	NA	NA
supergroup30672	NA	NA
supergroup30673	NA	NA
supergroup30674	NA	NA
supergroup30675	NA	NA
supergroup30676	NA	NA
supergroup30677	NA	NA
supergroup30678	NA	NA
supergroup30679	NA	NA
supergroup30680	NA	NA
supergroup30681	NA	NA
supergroup30682	NA	NA
supergroup30683	NA	NA
supergroup30684	NA	NA
supergroup30685	NA	NA
supergroup30686	NA	NA
supergroup30687	NA	NA
supergroup30688	NA	NA
supergroup30689	NA	NA
supergroup30690	NA	NA
supergroup30691	NA	NA
supergroup30692	NA	NA
supergroup30693	NA	NA
supergroup30694	NA	NA
supergroup30695	NA	NA
supergroup30696	NA	NA
supergroup30697	NA	NA
supergroup30698	NA	NA
supergroup30699	NA	NA
supergroup30700	NA	NA
supergroup30701	NA	NA
supergroup30702	NA	NA
supergroup30703	NA	NA
supergroup30705	NA	NA
supergroup30706	NA	NA
supergroup30707	NA	NA
supergroup30708	NA	NA
supergroup30709	NA	NA
supergroup30710	NA	NA
supergroup30711	NA	NA
supergroup30712	NA	NA
supergroup30713	NA	NA
supergroup30714	NA	NA
supergroup30715	NA	NA
supergroup30716	NA	NA
supergroup30717	NA	NA
supergroup30718	NA	NA
supergroup30719	NA	NA
supergroup30720	NA	NA
supergroup30721	NA	NA
supergroup30722	NA	NA
supergroup30723	NA	NA
supergroup30724	NA	NA
supergroup30725	NA	NA
supergroup30726	NA	NA
supergroup30727	NA	NA
supergroup30728	NA	NA
supergroup30729	NA	NA
supergroup30730	NA	NA
supergroup30731	NA	NA
supergroup30732	NA	NA
supergroup30733	NA	NA
supergroup30734	NA	NA
supergroup30735	NA	NA
supergroup30736	NA	NA
supergroup30737	NA	NA
supergroup30738	NA	NA
supergroup30739	NA	NA
supergroup30740	NA	NA
supergroup30741	NA	NA
supergroup30743	NA	NA
supergroup30744	NA	NA
supergroup30745	NA	NA
supergroup30746	NA	NA
supergroup30747	NA	NA
supergroup30748	NA	NA
supergroup30749	NA	NA
supergroup30750	NA	NA
supergroup30751	NA	NA
supergroup30752	NA	NA
supergroup30753	NA	NA
supergroup30754	NA	NA
supergroup30755	NA	NA
supergroup30756	NA	NA
supergroup30757	NA	NA
supergroup30758	NA	NA
supergroup30759	NA	NA
supergroup30760	NA	NA
supergroup30761	NA	NA
supergroup30762	NA	NA
supergroup30763	NA	NA
supergroup30764	NA	NA
supergroup30765	NA	NA
supergroup30766	NA	NA
supergroup30767	NA	NA
supergroup30768	NA	NA
supergroup30769	NA	NA
supergroup30770	NA	NA
supergroup30771	NA	NA
supergroup30772	NA	NA
supergroup30773	NA	NA
supergroup30774	NA	NA
supergroup30775	NA	NA
supergroup30776	NA	NA
supergroup30777	NA	NA
supergroup30778	NA	NA
supergroup30779	NA	NA
supergroup30780	NA	NA
supergroup30781	NA	NA
supergroup30782	NA	NA
supergroup30783	NA	NA
supergroup30784	NA	NA
supergroup30785	NA	NA
supergroup30786	NA	NA
supergroup30787	NA	NA
supergroup30789	NA	NA
supergroup30791	NA	NA
supergroup30792	NA	NA
supergroup30793	NA	NA
supergroup30794	NA	NA
supergroup30795	NA	NA
supergroup30796	NA	NA
supergroup30797	NA	NA
supergroup30798	NA	NA
supergroup30799	NA	NA
