locus	blockname	blockname_genespace
group205	chr4block13	naja_thamnophis_naja_thamnophis_4_9_1_5_0
group211	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group216	chr4block4	naja_thamnophis_naja_thamnophis_4_15_1_5_0
group221	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group225	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group237	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group244	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group253	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group262	chr4block5	naja_thamnophis_naja_thamnophis_4_15_1_6_0
group306	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group308	chr4block2	naja_thamnophis_naja_thamnophis_4_15_1_2_0
group318	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group378	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group384	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group396	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group421	chr4block4	naja_thamnophis_naja_thamnophis_4_15_1_5_0
group446	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group469	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group513	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group532	chr4block11	naja_thamnophis_naja_thamnophis_4_9_1_1_0
group584	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group598	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group602	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group640	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group642	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group644	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group645	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group657	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group674	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group696	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group710	chr4block7	naja_thamnophis_naja_thamnophis_4_9_1_4_0
group715	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group716	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group718	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group734	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group744	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group748	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group761	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group773	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group784	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group785	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group787	chr4block3	naja_thamnophis_naja_thamnophis_4_15_1_3_0
group792	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group803	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group809	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group814	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group815	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group821	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group826	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group831	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group839	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group840	chr4block3	naja_thamnophis_naja_thamnophis_4_15_1_3_0
group857	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group880	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group883	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group885	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group886	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group903	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group936	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group942	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group943	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group951	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group958	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group961	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group992	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group994	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group998	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1001	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group1003	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1015	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1046	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1047	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1049	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1050	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1052	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1068	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group1080	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1088	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group1142	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1146	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1152	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1155	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1160	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1177	chr4block5	naja_thamnophis_naja_thamnophis_4_15_1_6_0
group1184	chr4block5	naja_thamnophis_naja_thamnophis_4_15_1_6_0
group1193	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1197	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1199	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group1207	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1208	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1215	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1219	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1233	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1260	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1269	chr4block11	naja_thamnophis_naja_thamnophis_4_9_1_1_0
group1276	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1318	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1323	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group1335	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1347	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1355	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1360	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group1370	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1381	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1390	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1393	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1406	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1410	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1427	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1445	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1448	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1451	chr4block3	naja_thamnophis_naja_thamnophis_4_15_1_3_0
group1452	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1454	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1460	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1463	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1467	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1476	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1515	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1533	chr4block5	naja_thamnophis_naja_thamnophis_4_15_1_6_0
group1547	chr4block4	naja_thamnophis_naja_thamnophis_4_15_1_5_0
group1556	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1558	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1562	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1564	chr4block11	naja_thamnophis_naja_thamnophis_4_9_1_1_0
group1586	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1609	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1633	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1668	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1722	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1761	chr4block15	naja_thamnophis_naja_thamnophis_4_9_1_8_0
group1764	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group1784	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1788	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1830	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group1844	chr4block3	naja_thamnophis_naja_thamnophis_4_15_1_3_0
group1848	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1852	chr4block11	naja_thamnophis_naja_thamnophis_4_9_1_1_0
group1859	chr4block5	naja_thamnophis_naja_thamnophis_4_15_1_6_0
group1891	chr4block13	naja_thamnophis_naja_thamnophis_4_9_1_5_0
group1911	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group1921	chr4block11	naja_thamnophis_naja_thamnophis_4_9_1_1_0
group1925	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group1953	chr4block5	naja_thamnophis_naja_thamnophis_4_15_1_6_0
group2006	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2031	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group2032	chr4block5	naja_thamnophis_naja_thamnophis_4_15_1_6_0
group2056	chr4block2	naja_thamnophis_naja_thamnophis_4_15_1_2_0
group2070	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group2077	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2082	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2084	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group2118	chr4block15	naja_thamnophis_naja_thamnophis_4_9_1_8_0
group2127	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2133	chr4block12	naja_thamnophis_naja_thamnophis_4_9_1_3_0
group2135	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group2142	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2194	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group2199	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group2226	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group2227	chr4block4	naja_thamnophis_naja_thamnophis_4_15_1_5_0
group2233	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2243	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2244	chr4block11	naja_thamnophis_naja_thamnophis_4_9_1_1_0
group2254	chr4block7	naja_thamnophis_naja_thamnophis_4_9_1_4_0
group2264	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2297	chr4block2	naja_thamnophis_naja_thamnophis_4_15_1_2_0
group2302	chr4block13	naja_thamnophis_naja_thamnophis_4_9_1_5_0
group2320	chr4block4	naja_thamnophis_naja_thamnophis_4_15_1_5_0
group2329	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2361	chr4block11	naja_thamnophis_naja_thamnophis_4_9_1_1_0
group2382	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group2409	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2412	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group2422	chr4block8	naja_thamnophis_naja_thamnophis_4_9_1_6_0
group2428	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group2500	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group2527	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group2542	chr4block15	naja_thamnophis_naja_thamnophis_4_9_1_8_0
group2549	chr4block12	naja_thamnophis_naja_thamnophis_4_9_1_3_0
group2567	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group2583	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2608	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2613	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2634	chr4block12	naja_thamnophis_naja_thamnophis_4_9_1_3_0
group2653	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2702	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2712	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group2717	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2799	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group2810	chr4block5	naja_thamnophis_naja_thamnophis_4_15_1_6_0
group2842	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2845	chr4block13	naja_thamnophis_naja_thamnophis_4_9_1_5_0
group2890	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group2910	chr4block9	naja_thamnophis_naja_thamnophis_4_15_1_1_0
group2940	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group2960	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group2998	chr4block10	naja_thamnophis_naja_thamnophis_4_15_1_4_0
group3017	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group3054	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group3073	chr4block9	naja_thamnophis_naja_thamnophis_4_15_1_1_0
group3102	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group9	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group50	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group59	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group102	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group112	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group118	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group121	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group141	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group158	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group161	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group234	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group364	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group412	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group439	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group468	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group493	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group524	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group619	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group684	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group690	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group749	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group751	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group891	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1011	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1043	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1059	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1085	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1169	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1185	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1204	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1280	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1289	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1431	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1462	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1512	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1516	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1551	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1572	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1603	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1626	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1648	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1715	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1757	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1790	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1791	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1835	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1896	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group1977	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2136	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2140	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2209	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2234	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2266	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2288	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2293	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2339	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2348	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2354	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2369	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2473	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2516	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2587	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2590	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2643	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2656	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2699	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2715	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2734	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2856	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2904	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group2952	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group3025	chr5block1	naja_thamnophis_naja_thamnophis_5_6_1_1_0
group16	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group21	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group99	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group115	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group390	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group420	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group689	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group774	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group850	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group882	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group884	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group924	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group934	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group935	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group941	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group971	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1020	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1025	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1065	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1103	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1123	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1158	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1161	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1181	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1288	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1298	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1303	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1367	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1382	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1424	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1434	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1485	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1557	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1569	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1584	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1605	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1621	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1622	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1733	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1900	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group1916	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2019	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2096	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2232	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2258	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2360	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2371	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2452	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2555	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2561	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2614	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2626	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2726	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2749	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2772	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2822	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2839	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2840	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2879	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2919	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group2966	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group3009	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group3020	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group3085	chr6block1	naja_thamnophis_naja_thamnophis_6_11_1_1_0
group40	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group73	chr7block1	naja_thamnophis_naja_thamnophis_7_7_1_2_0
group167	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group174	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group178	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group195	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group218	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group339	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group369	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group403	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group456	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group472	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group514	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group583	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group741	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group766	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group817	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group899	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group913	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group985	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1010	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1138	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1159	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1171	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1246	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1256	chr7block1	naja_thamnophis_naja_thamnophis_7_7_1_2_0
group1351	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1412	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1456	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1457	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1528	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1579	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1619	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
