Thamnophis_sirtalis.locus	num.Species	CountCover	absolutePIS	percentPIS	mean.pident	pident.Thamnophis_sirtalis	pident.Anolis_carolinensis	pident.Gekko_japonicus	pident.Pogona_vitticeps	pident.Crotalus_horridus	pident.Crotalus_mitchellii	pident.Ophiophagus_hannah	pident.Pantherophis_guttatus	pident.Protobothrops_mucrosquamatus	pident.Python_bivittatus	pident.Vipera_berus	gene.name	locus.length.Thamnophis_sirtalis	mean.variable.sites	min.pident.all	min.pident.subgroup
NW_013657965.1:647325-647519	11	194	53	27.32	82.91	100	58.97	65.57	72.38	87.69	87.78	88.02	93.65	91.53	76.41	89.95	LOC106540428	194	0.17	58.97	76.41
NW_013658369.1:103624-104689	11	654	116	17.74	82.91	100	44.58	76.47	78.31	87.61	87.31	90.19	91.9	88.07	80.43	87.11	LOC106544879	1065	0.17	44.58	80.43
NW_013658127.1:417737-417875	11	138	27	19.57	82.91	100	73.33	69.17	70.54	84.06	84.06	84.09	89.39	84.78	86.05	86.51	BRCA1	138	0.17	69.17	84.06
NW_013659912.1:34830-35789	11	960	321	33.44	82.91	100	65.24	65.69	66.01	91.04	90.94	92.61	79.04	90.62	80.61	90.21	LOC106553240	959	0.17	65.24	79.04
NW_013660216.1:41136-41262	11	126	36	28.57	82.91	100	71.54	66.67	70.63	84.92	84.92	90.48	88.89	85.71	81.75	86.51	TMC4	126	0.17	66.67	81.75
NW_013658203.1:8485-9267	11	701	82	11.7	82.91	100	62.35	64.04	67.31	83.1	90.86	91.23	91.42	92.04	77.95	91.74	LOC106543304	782	0.17	62.35	77.95
NW_013659908.1:117741-118010	11	267	79	29.59	82.91	100	62.84	73.66	72.73	85.02	85.77	90	92.13	84.64	82.11	83.15	LOC106553225	269	0.17	62.84	82.11
NW_013659429.1:154281-154496	11	214	74	34.58	82.92	100	52.05	62.05	60.32	92.49	92.49	95.31	95.31	93.9	85.65	82.56	LOC106551539	215	0.17	52.05	82.56
NW_013659462.1:131919-132097	11	177	51	28.81	82.92	100	62.71	64.41	67.82	85.71	87.8	91.53	90	89.27	82.49	90.4	IGFBP1	178	0.17	62.71	82.49
NW_013659728.1:34552-35314	11	485	105	21.65	82.92	100	63.33	69.7	48.59	97.22	86.97	93.18	92.21	87.4	85.07	88.49	PHF12	762	0.17	48.59	85.07
NW_013658191.1:681829-682010	11	177	45	25.42	82.92	100	68.94	62.96	65.93	84.5	84.5	92.66	93.57	86.05	87.13	85.93	LOC106543193	181	0.17	62.96	84.5
NW_013657961.1:550838-550976	11	99	39	39.39	82.92	100	68.69	65.66	69.7	78.79	91.03	93.48	94.2	91.03	77.78	81.82	LOC106540392	138	0.17	65.66	77.78
NW_013658016.1:244070-244234	11	159	49	30.82	82.92	100	70.59	69.87	72.44	86.93	86.93	87.42	86.54	85.26	79.01	87.18	SPINT2	164	0.17	69.87	79.01
NW_013658282.1:421684-421913	11	228	87	38.16	82.92	100	54.82	56.61	55.56	92.54	92.98	93.42	92.54	92.98	88.16	92.54	LOC106544080	229	0.17	54.82	88.16
NW_013659564.1:244906-245209	11	302	67	22.19	82.93	100	66.67	70.37	59.09	90.24	87.54	90.24	90.24	86.87	82.83	88.12	LOC106552092	303	0.17	59.09	82.83
NW_013657847.1:331764-332095	11	219	64	29.22	82.93	100	66.67	65.32	73.33	87.22	87.22	88.18	90	88.51	80.37	85.38	IBA57	331	0.17	65.32	80.37
NW_013658010.1:150057-150640	11	438	103	23.52	82.93	100	60.94	71.31	72.26	87.9	87.9	86.99	88.43	87.21	82.98	86.3	LOC106540987	583	0.17	60.94	82.98
NW_013658189.1:338869-340667	11	1110	194	17.48	82.93	100	65.93	56.71	62.84	89.62	89.42	92.17	91.81	90.82	82.76	90.16	LOC106543174	1798	0.17	56.71	82.76
NW_013660584.1:86804-87009	11	204	67	32.84	82.93	100	73.04	71.57	71.08	84.31	83.82	91.18	91.67	84.31	78.43	82.84	LOC106554871	205	0.17	71.08	78.43
NW_013658742.1:125183-125410	11	228	83	36.4	82.93	100	57.89	71.49	60.53	85.96	88.16	93.86	94.3	87.28	85.96	86.84	LOC106547883	227	0.17	57.89	85.96
NW_013658131.1:45726-45886	11	159	45	28.3	82.93	100	69.79	66.67	68.59	86.79	86.79	86.79	90.57	86.16	83.33	86.79	LOC106542548	160	0.17	66.67	83.33
NW_013658589.1:146969-147196	11	171	47	27.49	82.94	100	75.89	71.7	73.05	83.04	83.04	84.7	90.64	84.8	82.1	83.33	AP5Z1	227	0.17	71.7	82.1
NW_013658270.1:617136-617279	11	141	45	31.91	82.94	100	57.45	74.24	65.96	87.23	87.23	90.07	89.86	86.52	86.52	87.23	LOC106543987	143	0.17	57.45	86.52
NW_013659376.1:205297-205683	11	360	102	28.33	82.95	100	71.38	78.37	63.23	83.63	83.93	87.34	88.03	85.71	87.01	83.79	LOC106551312	386	0.17	63.23	83.63
NW_013658188.1:369269-375855	11	2788	367	13.16	82.95	100	62.39	54.68	56.24	91.56	91.88	93.34	93.84	91.56	87.07	89.92	SPEN	6586	0.17	54.68	87.07
NW_013659658.1:23913-24922	11	900	96	10.67	82.95	100	63.79	37.78	68.6	91.67	91.67	93.42	96.42	92.38	86.1	90.67	ZC3H12D	1009	0.17	37.78	86.1
NW_013661037.1:23525-23648	11	123	38	30.89	82.95	100	72.5	74.17	68.33	84.55	86.18	91.87	88.33	86.18	75.83	84.55	GUF1	123	0.17	68.33	75.83
NW_013659846.1:74060-74279	11	219	52	23.74	82.95	100	51.02	64.24	74.55	89.95	89.5	90.28	93.06	90.41	80	89.5	ITGB2	219	0.17	51.02	80
NW_013659526.1:124137-126563	11	2094	733	35	82.96	100	76.83	74.31	77.44	84.19	94.02	87.13	73.51	94.26	75.64	75.19	LOC106551927	2426	0.17	73.51	73.51
NW_013658214.1:350613-350978	11	222	58	26.13	82.96	100	54.41	70.73	74.77	86.04	86.49	88.26	91.38	86.94	85.24	88.29	GPR83	365	0.17	54.41	85.24
NW_013657956.1:93212-93873	11	660	135	20.45	82.96	100	62.63	68.84	62.3	88.18	88.18	92.42	93.48	86.82	82.73	86.97	TTI2	661	0.17	62.3	82.73
NW_013660612.1:35974-36190	11	213	54	25.35	82.96	100	69.44	73.33	68.33	83.57	84.04	91.49	93.59	83.57	83.33	81.88	ADGRA3	216	0.17	68.33	81.88
NW_013661958.1:819-967	11	147	40	27.21	82.96	100	78.91	73.81	75.51	80.95	80.95	87.07	89.8	80.95	83.67	80.95	SMIM14	148	0.17	73.81	80.95
NW_013659888.1:7991-8981	11	602	83	13.79	82.96	100	64.23	73.68	92.98	84.55	84.15	84.06	89.7	81.51	78.38	79.35	LOC106553164	990	0.17	64.23	78.38
NW_013658478.1:197621-197757	11	135	44	32.59	82.96	100	70.37	63.7	66.67	86.67	87.41	85.19	93.33	88.15	84.44	86.67	LOC106545781	136	0.17	63.7	84.44
NW_013657856.1:1119073-1119306	11	234	68	29.06	82.97	100	68.12	65.22	68.6	86.15	86.58	90.6	93.51	88.74	81.78	83.33	LOC106538656	233	0.17	65.22	81.78
NW_013657945.1:978257-978413	11	128	39	30.47	82.97	100	74.77	71.17	68.15	83.33	84.13	89.15	88.1	86.51	80.85	86.51	CDA	156	0.17	68.15	80.85
NW_013660430.1:57057-57936	11	567	46	8.11	82.97	100	66.67	57.58	74.01	86.82	87.76	88.06	90.1	88.06	84.62	89.01	LOC106554616	879	0.17	57.58	84.62
NW_013659010.1:45303-45520	11	216	69	31.94	82.97	100	65.67	63.68	69.27	87.04	86.11	91.23	90.74	87.96	87.18	83.8	COLCA2	217	0.17	63.68	83.8
NW_013661066.1:43105-43294	11	189	84	44.44	82.97	100	57.67	57.14	58.73	91.53	91.53	93.65	94.18	89.95	88.89	89.42	EME2	189	0.17	57.14	88.89
NW_013658771.1:391764-391897	11	132	39	29.55	82.97	100	79.07	81.06	79.84	75	75	95.45	94.7	72.73	84.85	75	LOC106548084	133	0.17	72.73	72.73
NW_013657804.1:759035-759976	11	942	303	32.17	82.97	100	62.37	72.61	71.23	91.67	91.67	80.98	83.76	92.41	82.48	83.55	LOC106537658	941	0.17	62.37	80.98
NW_013658014.1:796873-797014	11	141	49	34.75	82.98	100	73.05	65.96	73.05	85.82	84.4	88.65	90.78	85.11	82.98	82.98	LOC106541036	141	0.17	65.96	82.98
NW_013658188.1:331253-331435	11	180	39	21.67	82.98	100	78.33	72.22	79.44	76.67	76.67	95	92.78	76.67	89.44	75.56	FAM131C	182	0.17	72.22	75.56
NW_013660427.1:55277-55893	11	567	204	35.98	82.98	100	66.49	74.13	72.86	89.77	84.59	92.77	70.35	89.77	88.18	83.87	LOC106554604	616	0.17	66.49	70.35
NW_013657734.1:1738101-1738263	11	159	49	30.82	82.98	100	71.15	60.38	72.79	85.53	85.53	89.51	90.74	86.16	83.65	87.33	LOC106550466	162	0.17	60.38	83.65
NW_013658252.1:616382-617323	11	909	385	42.35	82.98	100	59.19	63.92	62.6	95.16	96.47	95.49	95.6	76.35	92.74	75.3	LOC106543797	941	0.17	59.19	75.3
NW_013660092.1:15558-16160	11	489	153	31.29	82.98	100	61.95	59.43	61.32	89.37	88.96	91.19	94.24	90.29	87.93	88.14	LOC106553793	602	0.17	59.43	87.93
NW_013660209.1:73393-73593	11	198	76	38.38	82.99	100	82.05	78.97	80.51	66.67	84.34	67.69	95.93	84.34	86.98	85.35	FXR2	200	0.17	66.67	66.67
NW_013658380.1:196583-196746	11	162	56	34.57	82.99	100	65.43	69.75	66.05	84.57	86.42	90.12	90.09	90.67	83.95	85.8	P4HA3	163	0.17	65.43	83.95
NW_013660974.1:16117-17000	11	828	87	10.51	82.99	100	75.14	72.5	73.08	83.12	82.92	90.62	91.3	82.92	79.17	82.08	ARHGAP29	883	0.17	72.5	79.17
NW_013657900.1:445738-445908	11	171	43	25.15	82.99	100	76.02	74.85	73.68	82.46	83.04	86.55	89.47	84.21	79.53	83.04	HECTD4	170	0.17	73.68	79.53
NW_013659041.1:85880-86096	11	217	70	32.26	82.99	100	62.8	65.81	62.96	87.5	88.89	91.67	90.28	89.81	85.65	87.5	RNF213	216	0.17	62.8	85.65
NW_013661234.1:43227-43571	11	345	103	29.86	82.99	100	76.03	72.05	79.17	81.74	75.98	87.96	91.15	81.16	85.22	82.42	LOC106555913	344	0.17	72.05	75.98
NW_013658305.1:121831-122017	11	183	53	28.96	82.99	100	58.05	72.13	73.77	87.98	87.98	87.43	87.63	87.43	83.61	86.89	LOC106544312	186	0.17	58.05	83.61
NW_013661251.1:16337-16494	11	156	39	25	83	100	36.72	74.36	73.08	89.74	90.38	89.1	93.59	91.03	83.33	91.67	KLHL36	157	0.17	36.72	83.33
NW_013658527.1:619339-619742	11	267	57	21.35	83	100	60.54	63.96	64.63	87.45	87.45	93.03	93.03	89.02	85.49	88.39	SLC23A3	403	0.17	60.54	85.49
NW_013659570.1:140327-140455	11	129	43	33.33	83	100	68.29	64.86	68.99	87.6	87.6	89.43	87.8	86.99	83.76	87.72	LOC106552142	128	0.17	64.86	83.76
NW_013658730.1:222170-222341	11	171	56	32.75	83.01	100	60.95	66.67	63.33	89.47	89.29	88.69	92.26	91.23	81.29	89.88	FUK	171	0.17	60.95	81.29
NW_013658014.1:836719-837005	11	285	94	32.98	83.01	100	66.67	67.72	68.42	85.82	85.46	88.65	89.36	87.23	84.4	89.36	LOC106541037	286	0.17	66.67	84.4
NW_013659681.1:134329-134508	11	177	64	36.16	83.02	100	60.45	64.29	68.45	88.7	89.83	89.83	90.6	90.4	81.92	88.7	LOC106552540	179	0.17	60.45	81.92
NW_013659795.1:51039-52418	11	1083	193	17.82	83.02	100	68.87	69.25	66.89	86.36	87.03	88.51	91.46	87.12	83.53	84.18	LOC106552863	1379	0.17	66.89	83.53
NW_013658042.1:41134-41323	11	188	51	27.13	83.02	100	65.91	70.63	65.83	85.71	91.3	87.3	87.83	89.86	78.26	90.58	LOC106541420	189	0.17	65.83	78.26
NW_013658315.1:29668-30237	11	570	198	34.74	83.02	100	68.46	63.44	66.13	89.65	90.13	85.09	84.04	90.53	85.26	90.53	LOC106544415	569	0.17	63.44	84.04
NW_013658326.1:363106-364567	11	1056	145	13.73	83.02	100	65.13	59.8	59.91	89.92	89.7	91.38	92.27	89.81	86.48	88.85	MCM9	1461	0.17	59.8	86.48
NW_013657808.1:920589-920791	11	201	56	27.86	83.02	100	72.14	69.15	70.65	85.57	85.57	88.06	92.86	86.57	78.11	84.58	FAM13C	202	0.17	69.15	78.11
NW_013657960.1:575292-575472	11	180	47	26.11	83.02	100	72.78	70	72.22	84.44	83.89	82.76	84.4	89.44	83.33	90	LOC106540356	180	0.17	70	82.76
NW_013657862.1:890379-890750	11	369	101	27.37	83.02	100	67.31	69.15	63.14	82.78	86.72	92.41	91.87	86.25	86.45	87.18	AGRN	371	0.17	63.14	82.78
NW_013658274.1:568360-569202	11	363	89	24.52	83.02	100	67.51	65.78	67.51	86.23	86.5	89.44	90.38	86.78	85.54	87.6	EVI2B	842	0.17	65.78	85.54
NW_013660185.1:125919-126277	11	357	55	15.41	83.03	100	66.67	72.09	68.45	86.46	86.56	85.43	91.04	86.46	81.23	88.89	LOC106554020	358	0.17	66.67	81.23
NW_013657787.1:217041-217399	11	357	55	15.41	83.03	100	66.67	72.09	68.45	86.46	86.56	85.43	91.04	86.46	81.23	88.89	PDCD2L	358	0.17	66.67	81.23
NW_013658480.1:342643-342790	11	147	39	26.53	83.03	100	67.39	67.39	74.36	86.39	86.39	87.76	89.12	87.72	80.43	86.32	NCMAP	147	0.17	67.39	80.43
NW_013659475.1:204141-205241	11	1101	307	27.88	83.03	100	57.1	70.75	66.58	89.01	88.92	88.05	91.92	89.46	84.56	87.01	LOC106551737	1100	0.17	57.1	84.56
NW_013658359.1:586510-586712	11	201	64	31.84	83.03	100	68.66	68.45	73.13	86.57	86.07	85.07	90.2	86.57	83.08	85.57	LGALS4	202	0.17	68.45	83.08
NW_013658041.1:572811-572998	11	186	44	23.66	83.03	100	72.22	62.84	71.3	87.04	86.11	82.8	91.4	88.71	83.87	87.1	NCAPG2	187	0.17	62.84	82.8
NW_013660188.1:93961-94106	11	144	43	29.86	83.04	100	69.63	74.75	63.7	83.33	82.64	93.48	94.44	84.06	84.06	83.33	LOC106554027	145	0.17	63.7	82.64
NW_013660041.1:88964-89450	11	222	65	29.28	83.04	100	70.48	66.67	66.67	86.39	86.04	90.99	93.69	84.23	84.23	84.04	LOC106553628	486	0.17	66.67	84.04
NW_013657739.1:1130275-1130444	11	168	58	34.52	83.04	100	60	62.5	59.39	88.69	89.88	93.45	94.05	90.48	83.33	91.67	SLX4	169	0.17	59.39	83.33
NW_013658065.1:165404-165548	11	145	37	25.52	83.04	100	71.79	66.67	66.67	86.11	86.11	88.89	93.75	84.03	84.03	85.42	XRCC4	144	0.17	66.67	84.03
NW_013659584.1:144103-144272	11	165	56	33.94	83.04	100	67.9	66.67	72.84	87.88	87.88	88.48	79.39	87.88	86.67	87.88	LOC106552186	169	0.17	66.67	79.39
NW_013657967.1:10237-10428	11	192	75	39.06	83.04	100	56.67	58.33	58.89	92.71	92.19	93.75	92.71	92.71	85.42	90.1	CARD9	191	0.17	56.67	85.42
NW_013657847.1:743100-743254	11	153	51	33.33	83.04	100	66.01	66.01	68	87.33	88	90.85	88.24	87.33	81.7	90	CCDC13	154	0.17	66.01	81.7
NW_013658748.1:411175-412058	11	882	237	26.87	83.04	100	71.76	73.74	70.44	69.29	92.12	71.92	92.43	92.04	89.31	90.44	LOC106547917	883	0.17	69.29	69.29
NW_013659012.1:86586-86712	11	127	46	36.22	83.04	100	65.08	67.46	73.81	75.4	88.1	89.68	92.06	89.68	84.92	87.3	LOC106549527	126	0.17	65.08	75.4
NW_013660679.1:50549-51798	11	1248	339	27.16	83.05	100	72.01	72.44	74.68	83.79	84	87.18	87.98	85.03	82.37	84.05	TOR4A	1249	0.17	72.01	82.37
NW_013660037.1:103168-103416	11	219	43	19.63	83.05	100	69.11	66.67	73.17	84.47	84.93	90.74	89.43	86.3	83.33	85.39	LOC106553620	248	0.17	66.67	83.33
NW_013658787.1:376906-377133	11	228	49	21.49	83.05	100	64.34	68.89	64.49	87.25	85.96	91.23	90.22	88.16	84.85	88.16	LOC106548179	227	0.17	64.34	84.85
NW_013657690.1:1815824-1816354	11	243	45	18.52	83.05	100	62.12	67.59	67.38	90.95	91.36	71.63	95.61	91.36	84.21	91.36	APBB1IP	530	0.17	62.12	71.63
NW_013661604.1:7563-7702	11	135	42	31.11	83.05	100	72.59	68.15	63.7	88.89	88.89	89.13	90.37	88.89	80	82.96	LOC106556277	139	0.17	63.7	80
NW_013658324.1:402862-403014	11	150	40	26.67	83.05	100	65.08	35.29	65.89	92.67	92.67	93.33	92.67	93.33	90	92.67	LOC106544513	152	0.17	35.29	90
NW_013659327.1:74184-74960	11	534	112	20.97	83.05	100	67.45	72.06	69.8	84.93	84.75	89.08	89.68	85.33	85.39	85.12	LOC106551099	776	0.17	67.45	84.75
NW_013657739.1:1099483-1099649	11	165	67	40.61	83.06	100	50.34	61.26	51.7	92.73	92.12	93.94	95.15	91.52	91.52	93.33	LOC106551590	166	0.17	50.34	91.52
NW_013658252.1:356419-357360	11	927	306	33.01	83.06	100	57.62	68.68	56.15	91.59	91.48	92.33	87.39	92.02	84.54	91.83	LOC106543779	941	0.17	56.15	84.54
NW_013659173.1:296786-296911	11	123	33	26.83	83.06	100	65.85	69.92	72.36	85.83	85.83	85.37	91.06	86.99	83.74	86.67	LOC106550352	125	0.17	65.85	83.74
NW_013658525.1:472877-473824	11	816	241	29.53	83.06	100	58.12	79.93	76.84	85.61	84.01	89.34	82.97	85.49	85.01	86.35	LOC106546201	947	0.17	58.12	82.97
NW_013658548.1:448151-448271	11	120	35	29.17	83.06	100	69.23	73.5	75	87.18	86.32	87.18	85.83	86.67	76.07	86.67	LOC106546419	120	0.17	69.23	76.07
NW_013660165.1:104317-104494	11	177	57	32.2	83.06	100	74.58	67.8	71.19	84.75	85.31	85.88	93.33	85.88	79.1	85.88	TRAF1	177	0.17	67.8	79.1
NW_013658186.1:24346-25557	11	1203	400	33.25	83.06	100	77.81	71.93	75.74	87.61	87.61	85.79	76.61	88.03	75.19	87.36	LOC106543134	1211	0.17	71.93	75.19
NW_013662380.1:5976-6356	11	339	109	32.15	83.07	100	72.02	77.06	71.47	84.66	83.78	87.99	84.07	84.53	84.37	83.78	LOC106556637	380	0.17	71.47	83.78
NW_013659012.1:111979-112392	11	405	138	34.07	83.07	100	64.2	70.37	72.1	88.64	69.14	92.1	91.36	89.05	88.64	88.15	LOC106549528	413	0.17	64.2	69.14
NW_013657715.1:1183713-1183892	11	177	54	30.51	83.07	100	63.28	31.64	69.14	93.79	93.22	91.53	93.79	93.79	89.27	94.35	ADGRF5	179	0.17	31.64	89.27
NW_013657831.1:263311-264012	11	439	83	18.91	83.07	100	72.11	67.01	75	83.33	84.13	89.49	90.31	82.94	85.37	84.1	LOC106538206	701	0.17	67.01	82.94
NW_013659183.1:13329-14068	11	414	97	23.43	83.07	100	83.54	39.22	40.25	91.54	93.83	95.4	94.29	93	90.74	91.97	TOX4	739	0.17	39.22	90.74
NW_013659328.1:159664-159951	11	288	78	27.08	83.07	100	67.95	68.52	60.56	86.46	87.15	92.31	92.36	87.15	83.15	88.19	LOC106551101	287	0.17	60.56	83.15
NW_013657875.1:570129-570450	11	219	44	20.09	83.07	100	71.7	36.46	67.52	89.04	88.58	92.73	94.52	90.41	92.73	90.12	LOC106538976	321	0.17	36.46	88.58
NW_013659809.1:122565-122688	11	123	44	35.77	83.07	100	66.67	65.85	69.92	86.18	85.37	89.43	93.5	88.62	83.74	84.55	TRIP4	123	0.17	65.85	83.74
NW_013657804.1:809476-810054	11	561	186	33.16	83.08	100	60.15	61.11	49.73	92.65	92.65	94.98	95.51	91.76	82.81	92.47	LOC106537663	578	0.17	49.73	82.81
NW_013658354.1:354203-355462	11	888	136	15.32	83.08	100	39.6	41.46	88	93.05	92.46	93.69	94.65	92.23	87.47	91.22	CLMN	1259	0.17	39.6	87.47
NW_013659154.1:72530-73151	11	258	85	32.95	83.08	100	71.71	71.14	68.63	85.94	85.54	86.2	93.02	85.32	79.84	86.51	FGL2	621	0.17	68.63	79.84
NW_013658631.1:146083-146335	11	252	87	34.52	83.08	100	52.66	56.32	69.17	91.27	90.48	90.48	93.65	90.87	87.7	91.27	ZNF683	252	0.17	52.66	87.7
NW_013659744.1:189483-191465	11	561	152	27.09	83.08	100	67.98	67.53	70.32	87.34	86.53	88.54	90.21	87.52	80.29	87.59	TICAM1	1982	0.17	67.53	80.29
NW_013658071.1:6203-7073	11	870	189	21.72	83.08	100	65.08	68.39	69.35	86.55	87.01	89.66	90.67	86.32	83.97	86.9	LOC106541801	870	0.17	65.08	83.97
NW_013661254.1:39703-40289	11	309	92	29.77	83.08	100	64.94	66.67	65.8	87.38	86.73	90.94	93.85	87.7	82.2	87.7	ZNF619	586	0.17	64.94	82.2
NW_013657893.1:711785-711933	11	148	39	26.35	83.08	100	66.67	61.81	69.44	85.71	85.71	92.52	92.52	87.76	84.03	87.76	PTPN20	148	0.17	61.81	84.03
NW_013660584.1:28081-28230	11	150	46	30.67	83.08	100	68.18	61.9	70.67	86.67	86.67	91.84	90.67	88.67	79.33	89.33	LOC106554870	149	0.17	61.9	79.33
NW_013658515.1:97686-97856	11	162	47	29.01	83.08	100	65.31	68.03	66.05	87.65	88.27	89.86	90.74	87.65	84.57	85.8	LOC106546120	170	0.17	65.31	84.57
NW_013657804.1:885319-886188	11	870	307	35.29	83.09	100	57.38	72.87	61.21	91.03	90.69	92.5	84.48	90.31	82.07	91.38	LOC106537674	869	0.17	57.38	82.07
NW_013660147.1:98184-98441	11	258	71	27.52	83.09	100	74.03	70.93	72.87	84.11	83.33	87.6	89.15	84.5	83.72	83.72	LOC106553930	257	0.17	70.93	83.33
NW_013658692.1:103209-103336	11	126	38	30.16	83.09	100	76.19	77.78	78.05	80.49	80.49	90.48	93.65	80.16	76.19	80.49	NCAPH2	127	0.17	76.19	76.19
NW_013661104.1:34911-35219	11	267	56	20.97	83.09	100	63.95	68.03	73.87	89.51	90	90.26	91.39	90.26	69.11	87.64	LOC106555732	308	0.17	63.95	69.11
NW_013659404.1:89709-89899	11	183	63	34.43	83.09	100	72.49	73.22	68.31	85.25	85.25	90.71	90.71	85.79	75.41	86.89	SPR	190	0.17	68.31	75.41
NW_013659578.1:147672-147944	11	270	62	22.96	83.1	100	61.71	63.52	66.04	88.89	89.26	90.82	92.02	90	83.76	88.1	MDM1	272	0.17	61.71	83.76
NW_013659584.1:211396-211551	11	153	39	25.49	83.1	100	65.91	71.79	68.15	84.92	84.09	90.85	90.85	87.12	81.05	89.39	LOC106552182	155	0.17	65.91	81.05
NW_013658763.1:378611-378789	11	177	57	32.2	83.1	100	70.62	59.89	70.06	88.7	88.7	89.83	91.53	88.14	80.79	85.88	SCARB2	178	0.17	59.89	80.79
NW_013659971.1:101809-102765	11	930	175	18.82	83.1	100	56.32	75.49	58.67	89.14	86.53	90.43	91.75	89.46	87.41	88.92	LOC106553385	956	0.17	56.32	86.53
NW_013659942.1:102355-102554	11	198	64	32.32	83.1	100	55.9	71.28	73.33	87.88	87.37	91.41	91.92	87.37	80.81	86.87	LOC106553315	199	0.17	55.9	80.81
NW_013657752.1:644877-645081	11	192	72	37.5	83.11	100	62.96	58.06	61.75	90.62	90.62	92.71	93.14	89.58	82.51	92.19	LOC106555157	204	0.17	58.06	82.51
NW_013661505.1:18660-19334	11	654	153	23.39	83.11	100	68.42	67.39	66.67	86.85	87	90.03	90.18	87.77	81.94	87.92	TREX2	674	0.17	66.67	81.94
NW_013658300.1:359401-359887	11	486	160	32.92	83.11	100	65.01	64.61	58.64	89.3	89.3	90.74	91.36	89.71	86.21	89.3	FASTKD1	486	0.17	58.64	86.21
NW_013659850.1:42481-42678	11	195	47	24.1	83.11	100	72.36	68.23	72.11	84.4	84.4	88.38	89.39	84.4	86.15	84.4	KIF7	197	0.17	68.23	84.4
NW_013657984.1:853160-853686	11	396	75	18.94	83.11	100	72.09	64.07	64.2	87.88	86.62	89.54	87.59	88.13	86.77	87.37	CLSPN	526	0.17	64.07	86.62
NW_013657805.1:140646-140801	11	156	47	30.13	83.12	100	74	74.07	70.37	83.33	83.97	91.03	92.95	84.35	78.85	81.41	SAMHD1	155	0.17	70.37	78.85
NW_013660855.1:12972-13593	11	549	68	12.39	83.12	100	57.07	66.67	57.94	90.52	90.2	90.91	93.72	87.46	89.47	90.38	HOXD11	621	0.17	57.07	87.46
NW_013659476.1:210000-210941	11	939	318	33.87	83.12	100	73.62	74.56	76.54	73.94	87.43	87.65	75.73	90.42	84.62	89.88	LOC106551738	941	0.17	73.62	73.94
NW_013659816.1:37798-37956	11	159	37	23.27	83.13	100	69.17	72.44	30.88	90.57	91.19	94.97	96.23	91.82	87.18	89.94	LOC106552942	158	0.17	30.88	87.18
NW_013658409.1:536819-537094	11	276	67	24.28	83.13	100	67.36	63.89	73.12	86.59	86.59	87.32	88.7	88.04	84.42	88.41	LOC106545229	275	0.17	63.89	84.42
NW_013658027.1:299092-299304	11	210	59	28.1	83.14	100	68.45	61.02	69.05	87.62	87.62	90.78	95.37	85.71	83.64	85.24	MARCO	212	0.17	61.02	83.64
NW_013660024.1:78889-82166	11	2451	572	23.34	83.14	100	67.62	56.15	68.12	89.6	89.56	90.61	92	89.5	83.37	88	LOC106553565	3277	0.17	56.15	83.37
NW_013659020.1:74417-75043	11	627	161	25.68	83.14	100	74.58	74.8	61.86	85.17	85.33	86.4	88.52	85.96	85.65	86.28	LOC106549570	626	0.17	61.86	85.17
NW_013658467.1:177965-178909	11	924	325	35.17	83.14	100	69.11	69.54	70.83	78.14	77.6	84.16	93.95	93.06	85.5	92.68	LOC106545706	944	0.17	69.11	77.6
NW_013659263.1:116650-116835	11	125	36	28.8	83.14	100	69.52	74.29	72.65	84.13	84.92	88.89	86.99	85.37	82.46	85.37	LOC106550782	185	0.17	69.52	82.46
NW_013659432.1:44647-44875	11	228	65	28.51	83.14	100	74.67	75	73.25	86.4	85.53	85.96	85.53	85.96	78.51	83.77	LOC106551552	228	0.17	73.25	78.51
NW_013657804.1:670561-671499	11	936	296	31.62	83.15	100	64.87	73.55	65.14	83	83	81.95	94.76	92.63	84.08	91.67	LOC106537649	938	0.17	64.87	81.95
NW_013663253.1:70-1419	11	462	135	29.22	83.15	100	71.14	58.71	71.59	87.9	87.26	88.59	91.39	90.16	80.54	87.42	LOC106556688	1349	0.17	58.71	80.54
NW_013657838.1:1045364-1045498	11	132	36	27.27	83.16	100	68.94	60.47	69.7	86.36	86.36	90.91	91.67	85.61	86.82	87.88	LOC106538319	134	0.17	60.47	85.61
NW_013657756.1:110989-111155	11	165	47	28.48	83.16	100	53.79	76.54	80	87.88	87.27	83.64	86.81	88.48	84.85	85.45	ACHE	166	0.17	53.79	83.64
NW_013659667.1:51504-51692	11	189	44	23.28	83.16	100	62.96	66.67	75	91.01	90.48	90.48	95.16	89.95	87.3	65.74	SLC38A8	188	0.17	62.96	65.74
NW_013660611.1:40155-41399	11	1029	344	33.43	83.16	100	57.97	59.06	67.94	89.29	89.28	93.64	93.88	89.77	84.26	89.67	LOC106554916	1244	0.17	57.97	84.26
NW_013657720.1:608509-609851	11	515	116	22.52	83.16	100	49.57	74.65	47.86	92.79	93.57	90.61	93.75	92.79	86.59	92.59	LOC106546883	1342	0.17	47.86	86.59
NW_013658256.1:839438-839604	11	166	49	29.52	83.16	100	63.58	67.97	78.38	86.06	86.06	86.06	89.7	84.24	84.85	87.88	MIS18BP1	166	0.17	63.58	84.24
