,,%Identity,,,,,,,,,
QLTV01003677.1:171130-172102,LFLD01047250.1,92.063,63,5,0,899,961,2410,2472,3.04E-16,92.4
QLTV01003677.1:171130-172102,LFLD01047246.1,100,27,0,0,1,27,3775,3801,0.001,50
QLTV01003677.1:171130-172102,LFLD01046818.1,93.333,30,2,0,634,663,4744,4715,0.011,46.4
QLTV01003677.1:171130-172102,LFLD01051373.1,75,64,16,0,820,883,7135,7072,0.04,44.6
QLTV01003677.1:171130-172102,LFLD01154054.1,85,40,5,1,820,858,2035,2074,0.14,42.8
QLTV01003677.1:171130-172102,LFLD01041561.1,90,30,3,0,562,591,7671,7700,0.48,41.9
QLTV01003677.1:171130-172102,LFLD01134142.1,92.593,27,2,0,500,526,18608,18634,0.48,41
QLTV01003677.1:171130-172102,LFLD01042493.1,82.927,41,5,1,257,297,590,552,0.48,41
QLTV01003677.1:171130-172102,LFLD01034381.1,77.049,61,12,2,798,858,713,655,0.48,41
QLTV01003677.1:171130-172102,LFLD01109723.1,96.154,26,0,1,637,662,19351,19375,1.7,40.1
QLTV01003690.1:1664629-1665567,LFLD01047752.1,92.887,942,54,6,1,939,4494,5425,0,1382
QLTV01003690.1:1664629-1665567,LFLD01015606.1,75.325,77,17,1,258,334,2758,2832,2.67E-04,51.8
QLTV01003690.1:1664629-1665567,LFLD01015606.1,96,25,1,0,165,189,2759,2783,0.48,41.9
QLTV01003690.1:1664629-1665567,LFLD01104715.1,71.845,103,27,2,224,324,535,637,0.003,49.1
QLTV01003690.1:1664629-1665567,LFLD01133794.1,100,26,0,0,162,187,1650,1625,0.003,48.2
QLTV01003690.1:1664629-1665567,LFLD01162536.1,96.429,28,1,0,160,187,10995,10968,0.011,47.3
QLTV01003690.1:1664629-1665567,LFLD01091163.1,96.429,28,1,0,160,187,632,605,0.011,47.3
QLTV01003690.1:1664629-1665567,LFLD01091163.1,78.846,52,10,1,145,195,593,644,0.48,41.9
QLTV01003690.1:1664629-1665567,LFLD01129407.1,93.333,30,2,0,160,189,31134,31105,0.011,46.4
QLTV01003690.1:1664629-1665567,LFLD01129407.1,80,40,8,0,252,291,31136,31097,5.9,37.4
QLTV01003690.1:1664629-1665567,LFLD01121610.1,85,40,6,0,242,281,1922,1883,0.011,46.4
QLTV01003690.1:1664629-1665567,LFLD01023396.1,69.748,119,29,3,306,421,12322,12208,0.011,46.4
QLTV01003690.1:1664629-1665567,LFLD01164403.1,90.625,32,3,0,580,611,237,206,0.04,45.5
QLTV01003690.1:2161335-2162240,LFLD01060485.1,90.78,846,67,6,1,843,4466,3629,0,1158
QLTV01003690.1:2161335-2162240,LFLD01060936.1,70,150,44,1,7,156,3185,3037,4.22E-08,65.3
QLTV01003690.1:2161335-2162240,LFLD01134129.1,79.221,77,12,3,43,119,358,430,6.27E-06,58.1
QLTV01003690.1:2161335-2162240,LFLD01052709.1,85.417,48,7,0,22,69,10480,10433,2.19E-05,56.3
QLTV01003690.1:2161335-2162240,LFLD01099852.1,75,84,14,2,38,121,1864,1788,2.19E-05,55.4
QLTV01003690.1:2161335-2162240,LFLD01167605.1,75.362,69,17,0,34,102,7848,7780,0.003,49.1
QLTV01003690.1:2161335-2162240,LFLD01140443.1,73.077,78,15,1,35,112,3957,4028,0.003,48.2
QLTV01003690.1:2161335-2162240,LFLD01107870.1,77.049,61,14,0,38,98,7599,7659,0.003,48.2
QLTV01003690.1:2161335-2162240,LFLD01049956.1,70.968,93,16,2,38,121,57373,57463,0.003,48.2
QLTV01003690.1:2161335-2162240,LFLD01088654.1,73.118,93,15,4,22,110,3775,3861,0.011,47.3
QLTV01003760.1:841880-842808,LFLD01132210.1,95.717,934,31,4,1,929,6303,7232,0,1495
QLTV01003760.1:841880-842808,LFLD01136871.1,79.63,54,9,1,572,625,11706,11757,0.011,46.4
QLTV01003760.1:841880-842808,LFLD01114599.1,90,30,3,0,785,814,2527,2498,0.48,41.9
QLTV01003760.1:841880-842808,LFLD01010669.1,96,25,1,0,453,477,3901,3925,0.48,41.9
QLTV01003760.1:841880-842808,LFLD01034753.1,93.103,29,1,1,107,134,12190,12218,0.48,41
QLTV01003760.1:841880-842808,LFLD01091812.1,80.435,46,8,1,54,98,21849,21804,1.7,40.1
QLTV01003760.1:841880-842808,LFLD01066406.1,89.655,29,3,0,325,353,6895,6923,1.7,40.1
QLTV01003760.1:841880-842808,LFLD01027562.1,90.323,31,2,1,898,928,7958,7929,1.7,40.1
QLTV01003760.1:841880-842808,LFLD01023074.1,95.833,24,1,0,298,321,5814,5791,1.7,40.1
QLTV01003760.1:841880-842808,LFLD01129472.1,92.308,26,2,0,112,137,3625,3650,1.7,39.2
QLTV01003771.1:2630430-2631357,LFLD01143037.1,87.364,918,53,11,2,914,4692,5551,0,1141
QLTV01003771.1:2630430-2631357,LFLD01135485.1,86.486,37,5,0,404,440,308,344,0.04,45.5
QLTV01003771.1:2630430-2631357,LFLD01110030.1,96.296,27,1,0,264,290,5105,5131,0.04,45.5
QLTV01003771.1:2630430-2631357,LFLD01135619.1,85.714,42,3,2,824,862,10734,10693,0.14,43.7
QLTV01003771.1:2630430-2631357,LFLD01123829.1,82.927,41,7,0,339,379,18359,18399,0.14,43.7
QLTV01003771.1:2630430-2631357,LFLD01022389.1,87.5,40,3,2,546,584,9351,9389,0.14,43.7
QLTV01003771.1:2630430-2631357,LFLD01166418.1,88.571,35,3,1,715,748,5743,5709,0.14,42.8
QLTV01003771.1:2630430-2631357,LFLD01160895.1,86.486,37,3,1,220,254,5421,5385,0.14,42.8
QLTV01003771.1:2630430-2631357,LFLD01117935.1,89.189,37,2,2,712,746,53365,53401,0.14,42.8
QLTV01003771.1:2630430-2631357,LFLD01065182.1,76.667,60,13,1,546,605,969,911,0.14,42.8
QLTV01003771.1:3545667-3546617,LFLD01071799.1,87.071,990,63,15,1,951,6608,5645,0,1200
QLTV01003771.1:3545667-3546617,LFLD01033307.1,71,200,30,8,456,651,1197,1372,1.06E-15,89.7
QLTV01003771.1:3545667-3546617,LFLD01030278.1,70,160,30,4,441,589,3351,3503,2.85E-10,71.6
QLTV01003771.1:3545667-3546617,LFLD01108233.1,75.701,107,20,3,485,589,10832,10934,3.47E-09,68.9
QLTV01003771.1:3545667-3546617,LFLD01052078.1,75,116,21,4,485,595,4200,4088,3.47E-09,68.9
QLTV01003771.1:3545667-3546617,LFLD01022935.1,75.701,107,20,3,485,589,19601,19703,3.47E-09,68.9
QLTV01003771.1:3545667-3546617,LFLD01035434.1,71.429,147,34,4,449,590,2922,3065,1.21E-08,66.2
QLTV01003771.1:3545667-3546617,LFLD01097209.1,71.622,148,22,7,451,584,27912,27771,4.22E-08,65.3
QLTV01003771.1:3545667-3546617,LFLD01093511.1,73.043,115,26,2,401,515,1871,1762,4.22E-08,64.4
QLTV01003771.1:3545667-3546617,LFLD01055444.1,82.812,64,10,1,532,595,57195,57257,1.47E-07,63.5
QLTV01003783.1:360262-361241,LFLD01007873.1,94.433,988,40,6,1,980,12053,11073,0,1521
QLTV01003783.1:360262-361241,LFLD01057687.1,80.851,47,9,0,263,309,5486,5440,0.04,45.5
QLTV01003783.1:360262-361241,LFLD01153015.1,79.245,53,10,1,93,145,1949,1898,0.14,43.7
QLTV01003783.1:360262-361241,LFLD01035394.1,92.857,28,2,0,59,86,21077,21050,0.14,42.8
QLTV01003783.1:360262-361241,LFLD01023499.1,90.625,32,2,1,229,260,10490,10520,0.48,41.9
QLTV01003783.1:360262-361241,LFLD01022550.1,85.714,35,5,0,247,281,4395,4361,0.48,41.9
QLTV01003783.1:360262-361241,LFLD01022549.1,85.714,35,5,0,247,281,14556,14522,0.48,41.9
QLTV01003783.1:360262-361241,LFLD01004003.1,78.846,52,5,2,690,735,6500,6449,0.48,41.9
QLTV01003783.1:360262-361241,LFLD01133247.1,84.615,39,5,1,838,876,6090,6053,0.48,41
QLTV01003783.1:360262-361241,LFLD01060683.1,93.103,29,1,1,743,770,372,400,0.48,41
QLTV01003783.1:973950-974897,LFLD01108805.1,94.427,951,40,9,1,948,30553,31493,0,1448
QLTV01003783.1:973950-974897,LFLD01135771.1,89.189,37,3,1,673,708,9836,9800,0.011,46.4
QLTV01003783.1:973950-974897,LFLD01035619.1,82.353,51,7,2,659,708,1263,1214,0.04,45.5
QLTV01003783.1:973950-974897,LFLD01102587.1,86.842,38,4,1,762,799,6218,6254,0.14,43.7
QLTV01003783.1:973950-974897,LFLD01013026.1,90.323,31,3,0,732,762,13297,13267,0.14,43.7
QLTV01003783.1:973950-974897,LFLD01075218.1,92.857,28,2,0,654,681,3228,3255,0.14,42.8
QLTV01003783.1:973950-974897,LFLD01039461.1,92.857,28,2,0,444,471,12295,12322,0.14,42.8
QLTV01003783.1:973950-974897,LFLD01039461.1,82.857,35,6,0,444,478,12251,12217,5.9,37.4
QLTV01003783.1:973950-974897,LFLD01098270.1,90.625,32,2,1,136,166,10331,10300,0.48,41.9
QLTV01003783.1:973950-974897,LFLD01084341.1,90,30,3,0,444,473,2353,2382,0.48,41.9
QLTV01003783.1:973950-974897,LFLD01079127.1,96,25,1,0,178,202,4023,4047,0.48,41.9
QLTV01003789.1:299634-300579,LFLD01019562.1,80.107,563,83,7,394,946,961,418,4.20E-141,506
QLTV01003789.1:299634-300579,LFLD01019562.1,78.082,365,42,6,1,345,1284,938,7.61E-81,306
QLTV01003789.1:299634-300579,LFLD01055238.1,88.571,35,4,0,829,863,813,779,0.011,46.4
QLTV01003789.1:299634-300579,LFLD01092109.1,87.5,40,3,2,607,644,3476,3515,0.14,43.7
QLTV01003789.1:299634-300579,LFLD01033143.1,86.111,36,5,0,72,107,3045,3010,0.14,43.7
QLTV01003789.1:299634-300579,LFLD01172415.1,85.714,35,5,0,67,101,1913,1947,0.48,41.9
QLTV01003789.1:299634-300579,LFLD01137204.1,92.593,27,2,0,67,93,3726,3700,0.48,41
QLTV01003789.1:299634-300579,LFLD01003141.1,92.593,27,2,0,67,93,1148,1174,0.48,41
QLTV01003789.1:299634-300579,LFLD01124171.1,95.833,24,1,0,416,439,9918,9941,1.7,40.1
QLTV01003789.1:299634-300579,LFLD01099026.1,89.655,29,3,0,68,96,10106,10134,1.7,40.1
QLTV01003789.1:299634-300579,LFLD01147269.1,92.308,26,2,0,68,93,1772,1747,1.7,39.2
QLTV01003900.1:1993756-1994749,LFLD01161399.1,94.567,994,45,3,1,994,6830,7814,0,1544
QLTV01003900.1:1993756-1994749,LFLD01002916.1,80,50,9,1,825,874,1133,1181,0.14,42.8
QLTV01003900.1:1993756-1994749,LFLD01119237.1,96,25,1,0,78,102,1766,1790,0.48,41.9
QLTV01003900.1:1993756-1994749,LFLD01099097.1,87.5,32,4,0,487,518,791,760,0.48,41
QLTV01003900.1:1993756-1994749,LFLD01067195.1,87.5,32,4,0,859,890,5780,5811,0.48,41
QLTV01003900.1:1993756-1994749,LFLD01071407.1,95.833,24,1,0,545,568,2732,2755,1.7,40.1
QLTV01003900.1:1993756-1994749,LFLD01055618.1,96.154,26,0,1,941,965,4165,4140,1.7,40.1
QLTV01003900.1:1993756-1994749,LFLD01172996.1,93.333,30,0,2,906,933,277,248,1.7,39.2
QLTV01003900.1:1993756-1994749,LFLD01124164.1,84.211,38,5,1,437,474,3620,3656,1.7,39.2
QLTV01003900.1:1993756-1994749,LFLD01064683.1,100,21,0,0,845,865,12016,11996,1.7,39.2
QLTV01003962.1:386473-387462,LFLD01081118.1,95.879,995,30,5,1,990,16867,15879,0,1598
QLTV01003962.1:386473-387462,LFLD01055430.1,75.806,62,12,1,500,561,818,760,0.14,43.7
QLTV01003962.1:386473-387462,LFLD01172745.1,92.857,28,2,0,389,416,3826,3799,0.14,42.8
QLTV01003962.1:386473-387462,LFLD01087553.1,84.211,38,6,0,415,452,31518,31555,0.14,42.8
QLTV01003962.1:386473-387462,LFLD01040654.1,81.132,53,5,3,342,392,14270,14221,0.14,42.8
QLTV01003962.1:386473-387462,LFLD01007479.1,78.182,55,11,1,504,557,14226,14280,0.14,42.8
QLTV01003962.1:386473-387462,LFLD01163596.1,90,30,3,0,495,524,601,630,0.48,41.9
QLTV01003962.1:386473-387462,LFLD01113744.1,96,25,1,0,575,599,3789,3765,0.48,41.9
QLTV01003962.1:386473-387462,LFLD01050320.1,83.333,42,6,1,488,528,6972,7013,0.48,41.9
QLTV01003962.1:386473-387462,LFLD01164471.1,84.211,38,3,1,501,535,2923,2960,0.48,41
QLTV01003964.1:171777-172753,LFLD01116414.1,90.66,985,59,11,1,969,10184,9217,0,1342
QLTV01003964.1:171777-172753,LFLD01150869.1,87.5,40,3,1,137,176,19343,19380,0.003,48.2
QLTV01003964.1:171777-172753,LFLD01063067.1,100,25,0,0,754,778,15864,15840,0.011,46.4
QLTV01003964.1:171777-172753,LFLD01086901.1,75.362,69,16,1,133,200,10445,10377,0.04,45.5
QLTV01003964.1:171777-172753,LFLD01031885.1,82.692,52,4,3,142,191,21852,21900,0.04,45.5
QLTV01003964.1:171777-172753,LFLD01058233.1,100,24,0,0,450,473,2532,2555,0.04,44.6
QLTV01003964.1:171777-172753,LFLD01051366.1,86.047,43,4,2,862,902,8172,8214,0.04,44.6
QLTV01003964.1:171777-172753,LFLD01048964.1,84.615,39,6,0,173,211,6018,5980,0.04,44.6
QLTV01003964.1:171777-172753,LFLD01005349.1,80.392,51,9,1,140,190,14457,14506,0.04,44.6
QLTV01003964.1:171777-172753,LFLD01005348.1,80.392,51,9,1,140,190,85292,85341,0.04,44.6
QLTV01003982.1:392677-393598,LFLD01143141.1,86.395,147,9,4,542,678,8013,7868,4.81E-39,168
QLTV01003982.1:392677-393598,LFLD01018594.1,86.014,143,9,4,558,689,1,143,7.14E-37,160
QLTV01003982.1:392677-393598,LFLD01136790.1,82.53,166,16,6,558,713,15010,14848,3.04E-35,154
QLTV01003982.1:392677-393598,LFLD01031719.1,85.821,134,14,2,550,678,1551,1418,1.06E-34,152
QLTV01003982.1:392677-393598,LFLD01061790.1,83.688,141,13,5,557,689,3993,3855,2.33E-30,138
QLTV01003982.1:392677-393598,LFLD01059472.1,81.295,139,12,3,553,679,1721,1857,9.92E-29,133
QLTV01003982.1:392677-393598,LFLD01077226.1,83.621,116,9,2,573,678,1356,1241,5.14E-26,124
QLTV01003982.1:392677-393598,LFLD01048447.1,86.538,104,10,2,586,689,410,311,6.26E-25,120
QLTV01003982.1:392677-393598,LFLD01086752.1,79.769,173,22,11,526,686,9937,9766,7.63E-24,117
QLTV01003982.1:392677-393598,LFLD01069800.1,88.172,93,6,3,588,679,12735,12823,1.13E-21,110
QLTV01003983.1:316948-317891,LFLD01046016.1,85.064,944,81,7,3,944,8520,7635,0,1090
QLTV01003983.1:316948-317891,LFLD01014170.1,82.609,46,6,1,461,506,42362,42405,0.04,45.5
QLTV01003983.1:316948-317891,LFLD01153763.1,75,80,17,3,448,526,7297,7374,0.04,44.6
QLTV01003983.1:316948-317891,LFLD01075126.1,87.5,40,2,2,498,535,457,419,0.04,44.6
QLTV01003983.1:316948-317891,LFLD01010444.1,82.692,52,5,3,460,510,7952,7904,0.04,44.6
QLTV01003983.1:316948-317891,LFLD01144292.1,86.486,37,3,1,502,538,1327,1293,0.14,42.8
QLTV01003983.1:316948-317891,LFLD01145191.1,81.818,44,6,1,461,504,2119,2160,0.48,41.9
QLTV01003983.1:316948-317891,LFLD01049129.1,96,25,1,0,384,408,1442,1466,0.48,41.9
QLTV01003983.1:316948-317891,LFLD01157278.1,83.784,37,6,0,82,118,11779,11743,0.48,41
QLTV01003983.1:316948-317891,LFLD01048410.1,92.593,27,2,0,384,410,14,40,0.48,41
QLTV01003984.1:665732-666680,LFLD01023065.1,90.986,943,56,4,12,949,1186,2104,0,1326
QLTV01003984.1:665732-666680,LFLD01002517.1,86.957,46,4,2,726,769,17129,17174,0.001,50
QLTV01003984.1:665732-666680,LFLD01133544.1,90.323,31,3,0,747,777,7669,7699,0.14,43.7
QLTV01003984.1:665732-666680,LFLD01081631.1,77.612,67,12,3,244,309,17745,17809,0.14,43.7
QLTV01003984.1:665732-666680,LFLD01098344.1,87.879,33,4,0,595,627,6503,6535,0.14,42.8
QLTV01003984.1:665732-666680,LFLD01090675.1,90.625,32,2,1,767,797,633,602,0.48,41.9
QLTV01003984.1:665732-666680,LFLD01038671.1,96,25,1,0,767,791,1145,1169,0.48,41.9
QLTV01003984.1:665732-666680,LFLD01016825.1,85.366,41,3,2,457,496,1482,1444,0.48,41.9
QLTV01003984.1:665732-666680,LFLD01117936.1,79.592,49,9,1,574,621,22822,22870,0.48,41
QLTV01003984.1:665732-666680,LFLD01052435.1,85.366,41,4,2,752,791,980,941,0.48,41
QLTV01004007.1:1152482-1153414,LFLD01164730.1,80.357,56,6,2,260,315,3866,3916,0.003,48.2
QLTV01004007.1:1152482-1153414,LFLD01064396.1,90.909,33,3,0,20,52,5239,5271,0.011,47.3
QLTV01004007.1:1152482-1153414,LFLD01001616.1,79.032,62,6,3,288,344,20853,20794,0.011,47.3
QLTV01004007.1:1152482-1153414,LFLD01135273.1,79.31,58,8,2,258,313,2965,2910,0.011,46.4
QLTV01004007.1:1152482-1153414,LFLD01105072.1,75,76,16,2,325,397,1285,1360,0.011,46.4
QLTV01004007.1:1152482-1153414,LFLD01074156.1,85.714,42,5,1,882,923,10404,10364,0.011,46.4
QLTV01004007.1:1152482-1153414,LFLD01077754.1,76.471,68,13,2,146,210,7841,7774,0.04,45.5
QLTV01004007.1:1152482-1153414,LFLD01011900.1,74.118,85,18,3,152,233,7397,7314,0.04,45.5
QLTV01004007.1:1152482-1153414,LFLD01114546.1,93.103,29,2,0,257,285,9630,9602,0.04,44.6
QLTV01004007.1:1152482-1153414,LFLD01110036.1,84.444,45,4,2,11,52,11447,11491,0.04,44.6
QLTV01004082.1:6189833-6190760,LFLD01150345.1,85.763,295,27,2,337,616,1779,1485,2.49E-93,348
QLTV01004082.1:6189833-6190760,LFLD01150345.1,90.4,125,8,2,804,928,1487,1367,4.81E-39,167
QLTV01004082.1:6189833-6190760,LFLD01150345.1,93.069,101,7,0,1,101,1882,1782,3.70E-34,151
QLTV01004082.1:6189833-6190760,LFLD01152587.1,76.415,106,18,3,763,861,27025,26920,2.85E-10,72.5
QLTV01004082.1:6189833-6190760,LFLD01153653.1,86.667,60,7,1,803,861,2071,2012,9.93E-10,69.8
QLTV01004082.1:6189833-6190760,LFLD01065919.1,80,80,11,3,786,861,5718,5640,4.22E-08,64.4
QLTV01004082.1:6189833-6190760,LFLD01041570.1,78.75,80,14,2,786,862,12618,12539,1.47E-07,62.6
QLTV01004082.1:6189833-6190760,LFLD01161421.1,73.874,111,20,4,762,864,1203,1312,5.15E-07,60.8
QLTV01004082.1:6189833-6190760,LFLD01161421.1,89.655,29,3,0,737,765,1159,1187,1.7,40.1
QLTV01004082.1:6189833-6190760,LFLD01079637.1,73.214,112,23,3,762,866,3933,3822,5.15E-07,60.8
QLTV01004082.1:6189833-6190760,LFLD01002318.1,73.148,108,19,3,762,864,577,679,5.15E-07,60.8
QLTV01004082.1:6189833-6190760,LFLD01018544.1,80.303,66,12,1,797,861,8135,8070,6.27E-06,58.1
QLTV01004082.1:6189833-6190760,LFLD01139943.1,80,60,12,0,865,924,2991,3050,2.19E-05,55.4
QLTV01004083.1:1746589-1747497,LFLD01124369.1,91.017,924,52,10,1,909,9396,10303,0,1276
QLTV01004083.1:1746589-1747497,LFLD01055910.1,85,40,6,0,232,271,2346,2307,0.011,46.4
QLTV01004083.1:1746589-1747497,LFLD01144641.1,82.222,45,4,1,216,256,6944,6900,0.04,45.5
QLTV01004083.1:1746589-1747497,LFLD01109235.1,86.486,37,5,0,427,463,2422,2458,0.04,45.5
QLTV01004083.1:1746589-1747497,LFLD01151266.1,68.8,125,31,3,114,232,44600,44722,0.04,44.6
QLTV01004083.1:1746589-1747497,LFLD01145185.1,85.366,41,5,1,245,285,13357,13318,0.04,44.6
QLTV01004083.1:1746589-1747497,LFLD01104486.1,84.091,44,2,2,428,468,8315,8274,0.04,44.6
QLTV01004083.1:1746589-1747497,LFLD01069342.1,77.419,62,10,2,224,285,5257,5314,0.04,44.6
QLTV01004083.1:1746589-1747497,LFLD01009991.1,88.235,34,4,0,675,708,502,469,0.04,44.6
QLTV01004083.1:1746589-1747497,LFLD01150438.1,90.323,31,3,0,438,468,1005,1035,0.14,43.7
QLTV01004095.1:551642-552638,LFLD01118640.1,76.923,52,9,1,249,297,4607,4556,1.7,39.2
QLTV01004095.1:551642-552638,LFLD01111740.1,100,21,0,0,28,48,18395,18415,1.7,39.2
QLTV01004095.1:551642-552638,LFLD01042424.1,95.652,23,1,0,64,86,25511,25533,5.9,38.3
QLTV01004095.1:551642-552638,LFLD01156485.1,87.5,32,3,1,138,168,2561,2592,5.9,37.4
QLTV01004095.1:551642-552638,LFLD01120154.1,100,20,0,0,814,833,25410,25391,5.9,37.4
QLTV01004095.1:551642-552638,LFLD01107868.1,100,20,0,0,413,432,1160,1179,5.9,37.4
QLTV01004095.1:551642-552638,LFLD01107733.1,86.111,36,2,2,591,623,2839,2874,5.9,37.4
QLTV01004096.1:621766-622703,LFLD01137228.1,80.612,686,59,8,272,938,3935,3305,0,669
QLTV01004096.1:621766-622703,LFLD01137228.1,90.182,275,16,3,1,264,4272,3998,2.18E-100,371
QLTV01004096.1:621766-622703,LFLD01017484.1,93.548,31,1,1,410,439,1938,1908,0.04,44.6
QLTV01004096.1:621766-622703,LFLD01139710.1,78.333,60,9,3,201,256,4685,4744,0.48,41
QLTV01004096.1:621766-622703,LFLD01078984.1,93.103,29,1,1,88,115,2627,2655,0.48,41
QLTV01004096.1:621766-622703,LFLD01078984.1,93.103,29,1,1,88,115,2682,2710,0.48,41
QLTV01004096.1:621766-622703,LFLD01168209.1,95.833,24,1,0,22,45,1318,1295,1.7,40.1
QLTV01004096.1:621766-622703,LFLD01038650.1,90.323,31,2,1,203,232,1153,1183,1.7,40.1
QLTV01004096.1:621766-622703,LFLD01028749.1,95.833,24,1,0,87,110,1582,1605,1.7,40.1
QLTV01004096.1:621766-622703,LFLD01026874.1,95.833,24,1,0,202,225,255,278,1.7,40.1
QLTV01004096.1:621766-622703,LFLD01147150.1,92.308,26,2,0,794,819,323,298,1.7,39.2
QLTV01004096.1:621766-622703,LFLD01084146.1,92.308,26,2,0,207,232,6135,6160,1.7,39.2
QLTV01004097.1:2251738-2252724,LFLD01079939.1,84.846,1036,100,5,1,987,8447,7420,0,1190
QLTV01004097.1:2251738-2252724,LFLD01125261.1,96.154,26,1,0,906,931,10814,10839,0.14,43.7
QLTV01004097.1:2251738-2252724,LFLD01104756.1,90.323,31,3,0,657,687,2438,2468,0.14,43.7
QLTV01004097.1:2251738-2252724,LFLD01104068.1,79.245,53,10,1,455,506,697,749,0.14,43.7
QLTV01004097.1:2251738-2252724,LFLD01050296.1,80.392,51,5,2,134,184,13734,13689,0.14,43.7
QLTV01004097.1:2251738-2252724,LFLD01066111.1,92.857,28,2,0,336,363,12399,12426,0.14,42.8
QLTV01004097.1:2251738-2252724,LFLD01017876.1,81.818,44,5,1,144,187,2908,2868,0.14,42.8
QLTV01004097.1:2251738-2252724,LFLD01105227.1,78.431,51,9,1,269,319,6649,6697,0.48,41
QLTV01004097.1:2251738-2252724,LFLD01082278.1,87.5,32,4,0,42,73,19381,19412,0.48,41
QLTV01004097.1:2251738-2252724,LFLD01059177.1,88.235,34,3,1,116,148,289,322,0.48,41
QLTV01004100.1:2660610-2661588,LFLD01158304.1,90.447,649,47,7,337,979,4966,4327,0,874
QLTV01004100.1:2660610-2661588,LFLD01158304.1,89.941,338,27,3,8,344,5433,5102,2.83E-124,450
QLTV01004100.1:2660610-2661588,LFLD01168202.1,96.154,26,1,0,800,825,13805,13830,0.14,43.7
QLTV01004100.1:2660610-2661588,LFLD01052904.1,84.615,39,2,1,585,619,12582,12620,0.14,43.7
QLTV01004100.1:2660610-2661588,LFLD01111946.1,92.857,28,2,0,429,456,17906,17933,0.14,42.8
QLTV01004100.1:2660610-2661588,LFLD01062285.1,90.625,32,2,1,477,508,8849,8819,0.48,41.9
QLTV01004100.1:2660610-2661588,LFLD01041985.1,96,25,1,0,349,373,43599,43575,0.48,41.9
QLTV01004100.1:2660610-2661588,LFLD01040708.1,78,50,11,0,608,657,2796,2747,0.48,41.9
QLTV01004100.1:2660610-2661588,LFLD01019894.1,90,30,3,0,517,546,711,682,0.48,41.9
QLTV01004100.1:2660610-2661588,LFLD01150367.1,88.235,34,3,1,633,665,7178,7145,0.48,41
QLTV01004100.1:2660610-2661588,LFLD01149965.1,90.323,31,1,1,500,530,365,393,0.48,41
QLTV01004146.1:2881941-2882930,LFLD01033724.1,93.581,997,46,4,1,990,13328,12343,0,1508
QLTV01004146.1:2881941-2882930,LFLD01040962.1,88.571,35,3,1,357,391,7082,7115,0.14,42.8
QLTV01004146.1:2881941-2882930,LFLD01005176.1,87.879,33,4,0,663,695,9627,9659,0.14,42.8
QLTV01004146.1:2881941-2882930,LFLD01147926.1,80,45,9,0,667,711,4530,4486,0.48,41.9
QLTV01004146.1:2881941-2882930,LFLD01135143.1,96,25,1,0,251,275,947,923,0.48,41.9
QLTV01004146.1:2881941-2882930,LFLD01074251.1,84.615,39,4,1,651,687,503,465,0.48,41.9
QLTV01004146.1:2881941-2882930,LFLD01012022.1,82.5,40,7,0,538,577,3491,3452,0.48,41.9
QLTV01004146.1:2881941-2882930,LFLD01002699.1,82.609,46,5,2,664,706,3711,3666,0.48,41.9
QLTV01004146.1:2881941-2882930,LFLD01117161.1,92.593,27,2,0,221,247,24855,24881,0.48,41
QLTV01004146.1:2881941-2882930,LFLD01109478.1,83.784,37,6,0,433,469,3177,3141,0.48,41
QLTV01004222.1:2396980-2397957,LFLD01056800.1,75.502,996,117,17,1,973,892,1,0,735
QLTV01004222.1:2396980-2397957,LFLD01056799.1,72.449,98,15,2,891,976,1379,1282,6.27E-06,58.1
QLTV01004222.1:2396980-2397957,LFLD01108480.1,96.154,26,1,0,260,285,646,621,0.14,43.7
QLTV01004222.1:2396980-2397957,LFLD01133669.1,96,25,1,0,462,486,157,133,0.48,41.9
QLTV01004222.1:2396980-2397957,LFLD01018881.1,82.5,40,7,0,269,308,4653,4692,0.48,41.9
QLTV01004222.1:2396980-2397957,LFLD01079089.1,95.833,24,1,0,217,240,694,671,1.7,40.1
QLTV01004222.1:2396980-2397957,LFLD01154902.1,77.358,53,11,1,378,430,10342,10291,1.7,39.2
QLTV01004222.1:2396980-2397957,LFLD01122568.1,87.879,33,3,1,315,347,2034,2065,1.7,39.2
QLTV01004222.1:2396980-2397957,LFLD01089187.1,100,21,0,0,405,425,504,484,1.7,39.2
QLTV01004222.1:2396980-2397957,LFLD01070449.1,75,64,12,2,53,112,7679,7742,1.7,39.2
QLTV01004222.1:2397032-2397957,LFLD01056800.1,74.576,944,113,17,1,921,840,1,0,659
QLTV01004222.1:2397032-2397957,LFLD01056799.1,72.449,98,15,2,839,924,1379,1282,6.27E-06,58.1
QLTV01004222.1:2397032-2397957,LFLD01108480.1,96.154,26,1,0,208,233,646,621,0.14,43.7
QLTV01004222.1:2397032-2397957,LFLD01133669.1,96,25,1,0,410,434,157,133,0.48,41.9
QLTV01004222.1:2397032-2397957,LFLD01018881.1,82.5,40,7,0,217,256,4653,4692,0.48,41.9
QLTV01004222.1:2397032-2397957,LFLD01079089.1,95.833,24,1,0,165,188,694,671,1.7,40.1
QLTV01004222.1:2397032-2397957,LFLD01154902.1,77.358,53,11,1,326,378,10342,10291,1.7,39.2
QLTV01004222.1:2397032-2397957,LFLD01122568.1,87.879,33,3,1,263,295,2034,2065,1.7,39.2
QLTV01004222.1:2397032-2397957,LFLD01089187.1,100,21,0,0,353,373,504,484,1.7,39.2
