coordinates	ContigAccession	StartPosition	EndPosition	TargetLength
QLTV01002530.1:1246868-1247813	QLTV01002530.1	1246868	1247813	946
QLTV01002530.1:1246868-1247852	QLTV01002530.1	1246868	1247852	985
QLTV01002530.1:c1889608-1888698	QLTV01002530.1	1888698	1889608	911
QLTV01002530.1:c2713654-2712696	QLTV01002530.1	2712696	2713654	959
QLTV01002530.1:3848134-3849053	QLTV01002530.1	3848134	3849053	920
QLTV01002530.1:3924623-3925561	QLTV01002530.1	3924623	3925561	939
QLTV01002530.1:4037005-4037963	QLTV01002530.1	4037005	4037963	959
QLTV01002530.1:4518902-4519887	QLTV01002530.1	4518902	4519887	986
QLTV01002534.1:667274-668183	QLTV01002534.1	667274	668183	910
QLTV01002534.1:c1072713-1071755	QLTV01002534.1	1071755	1072713	959
QLTV01002534.1:c1072713-1071784	QLTV01002534.1	1071784	1072713	930
QLTV01002534.1:c1240454-1239479	QLTV01002534.1	1239479	1240454	976
QLTV01002534.1:c1530966-1529975	QLTV01002534.1	1529975	1530966	992
QLTV01002534.1:2003010-2004005	QLTV01002534.1	2003010	2004005	996
QLTV01002534.1:c2219408-2218475	QLTV01002534.1	2218475	2219408	934
QLTV01002534.1:c2302821-2301916	QLTV01002534.1	2301916	2302821	906
QLTV01002537.1:c416596-415654	QLTV01002537.1	415654	416596	943
QLTV01002537.1:523183-524087	QLTV01002537.1	523183	524087	905
QLTV01002537.1:523183-524147	QLTV01002537.1	523183	524147	965
QLTV01002537.1:573014-574008	QLTV01002537.1	573014	574008	995
QLTV01002537.1:c2402210-2401239	QLTV01002537.1	2401239	2402210	972
QLTV01002537.1:2415680-2416604	QLTV01002537.1	2415680	2416604	925
QLTV01002538.1:34682-35590	QLTV01002538.1	34682	35590	909
QLTV01002543.1:c337473-336548	QLTV01002543.1	336548	337473	926
QLTV01002544.1:75765-76730	QLTV01002544.1	75765	76730	966
QLTV01002544.1:c585347-584403	QLTV01002544.1	584403	585347	945
QLTV01002544.1:c585347-584443	QLTV01002544.1	584443	585347	905
QLTV01002544.1:c844398-843413	QLTV01002544.1	843413	844398	986
QLTV01002544.1:c844398-843443	QLTV01002544.1	843443	844398	956
QLTV01002544.1:c897086-896156	QLTV01002544.1	896156	897086	931
QLTV01002544.1:1011361-1012268	QLTV01002544.1	1011361	1012268	908
QLTV01002544.1:c1072376-1071416	QLTV01002544.1	1071416	1072376	961
QLTV01002545.1:429602-430598	QLTV01002545.1	429602	430598	997
QLTV01002545.1:c656632-655672	QLTV01002545.1	655672	656632	961
QLTV01002548.1:c817876-816887	QLTV01002548.1	816887	817876	990
QLTV01002550.1:c1458861-1457919	QLTV01002550.1	1457919	1458861	943
QLTV01002551.1:c492284-491329	QLTV01002551.1	491329	492284	956
QLTV01002551.1:c547254-546340	QLTV01002551.1	546340	547254	915
QLTV01002551.1:886048-886996	QLTV01002551.1	886048	886996	949
QLTV01002551.1:916581-917528	QLTV01002551.1	916581	917528	948
QLTV01002552.1:c655746-654846	QLTV01002552.1	654846	655746	901
QLTV01002552.1:c1184883-1183948	QLTV01002552.1	1183948	1184883	936
QLTV01002552.1:c1184883-1183979	QLTV01002552.1	1183979	1184883	905
QLTV01002552.1:c1516260-1515343	QLTV01002552.1	1515343	1516260	918
QLTV01002552.1:c1616103-1615119	QLTV01002552.1	1615119	1616103	985
QLTV01002553.1:c200782-199861	QLTV01002553.1	199861	200782	922
QLTV01002553.1:626462-627365	QLTV01002553.1	626462	627365	904
QLTV01002554.1:c589362-588419	QLTV01002554.1	588419	589362	944
QLTV01002554.1:705287-706252	QLTV01002554.1	705287	706252	966
QLTV01002555.1:c135958-135052	QLTV01002555.1	135052	135958	907
QLTV01002555.1:c210641-209661	QLTV01002555.1	209661	210641	981
QLTV01002555.1:484089-485083	QLTV01002555.1	484089	485083	995
QLTV01002555.1:692792-693717	QLTV01002555.1	692792	693717	926
QLTV01002557.1:500839-501767	QLTV01002557.1	500839	501767	929
QLTV01002558.1:c166283-165320	QLTV01002558.1	165320	166283	964
QLTV01002558.1:166276-167267	QLTV01002558.1	166276	167267	992
QLTV01002564.1:c511502-510560	QLTV01002564.1	510560	511502	943
QLTV01002564.1:c709875-708976	QLTV01002564.1	708976	709875	900
QLTV01002566.1:c247580-246647	QLTV01002566.1	246647	247580	934
QLTV01002567.1:c79354-78416	QLTV01002567.1	78416	79354	939
QLTV01002567.1:161317-162262	QLTV01002567.1	161317	162262	946
QLTV01002567.1:c468162-467263	QLTV01002567.1	467263	468162	900
QLTV01002567.1:c923826-922902	QLTV01002567.1	922902	923826	925
QLTV01002567.1:1394125-1395082	QLTV01002567.1	1394125	1395082	958
QLTV01002567.1:c2384516-2383522	QLTV01002567.1	2383522	2384516	995
QLTV01002567.1:3229305-3230223	QLTV01002567.1	3229305	3230223	919
QLTV01002567.1:c3679036-3678134	QLTV01002567.1	3678134	3679036	903
QLTV01002568.1:c945432-944457	QLTV01002568.1	944457	945432	976
QLTV01002568.1:c4005313-4004342	QLTV01002568.1	4004342	4005313	972
QLTV01002569.1:c6474-5493	QLTV01002569.1	5493	6474	982
QLTV01002571.1:c676866-675901	QLTV01002571.1	675901	676866	966
QLTV01002571.1:c1050070-1049091	QLTV01002571.1	1049091	1050070	980
QLTV01002571.1:c1127123-1126138	QLTV01002571.1	1126138	1127123	986
QLTV01002576.1:43647-44602	QLTV01002576.1	43647	44602	956
QLTV01002577.1:c1044776-1043840	QLTV01002577.1	1043840	1044776	937
QLTV01002577.1:c1044832-1043840	QLTV01002577.1	1043840	1044832	993
QLTV01002577.1:c1070577-1069594	QLTV01002577.1	1069594	1070577	984
QLTV01002579.1:c612508-611545	QLTV01002579.1	611545	612508	964
QLTV01002579.1:c612539-611545	QLTV01002579.1	611545	612539	995
QLTV01002580.1:c747047-746059	QLTV01002580.1	746059	747047	989
QLTV01002580.1:1155586-1156541	QLTV01002580.1	1155586	1156541	956
QLTV01002580.1:1176192-1177127	QLTV01002580.1	1176192	1177127	936
QLTV01002580.1:1301341-1302319	QLTV01002580.1	1301341	1302319	979
QLTV01002580.1:2380843-2381778	QLTV01002580.1	2380843	2381778	936
QLTV01002580.1:2380843-2381806	QLTV01002580.1	2380843	2381806	964
QLTV01002584.1:c49417-48500	QLTV01002584.1	48500	49417	918
QLTV01002584.1:267626-268537	QLTV01002584.1	267626	268537	912
QLTV01002593.1:c57346-56358	QLTV01002593.1	56358	57346	989
QLTV01002619.1:c88674-87722	QLTV01002619.1	87722	88674	953
QLTV01002619.1:c146905-145967	QLTV01002619.1	145967	146905	939
QLTV01002619.1:177396-178355	QLTV01002619.1	177396	178355	960
QLTV01002628.1:c30358-29424	QLTV01002628.1	29424	30358	935
QLTV01002658.1:c356227-355252	QLTV01002658.1	355252	356227	976
QLTV01002660.1:c69232-68300	QLTV01002660.1	68300	69232	933
QLTV01002660.1:c81242-80302	QLTV01002660.1	80302	81242	941
QLTV01002661.1:c361479-360509	QLTV01002661.1	360509	361479	971
QLTV01002661.1:c361479-360577	QLTV01002661.1	360577	361479	903
QLTV01002663.1:c444248-443290	QLTV01002663.1	443290	444248	959
QLTV01002663.1:c1203673-1202740	QLTV01002663.1	1202740	1203673	934
QLTV01002664.1:806935-807923	QLTV01002664.1	806935	807923	989
QLTV01002664.1:c823186-822278	QLTV01002664.1	822278	823186	909
QLTV01002664.1:c2819554-2818611	QLTV01002664.1	2818611	2819554	944
QLTV01002664.1:c3488374-3487396	QLTV01002664.1	3487396	3488374	979
QLTV01002664.1:3914182-3915156	QLTV01002664.1	3914182	3915156	975
QLTV01002666.1:341414-342338	QLTV01002666.1	341414	342338	925
QLTV01002666.1:c537447-536471	QLTV01002666.1	536471	537447	977
QLTV01002667.1:9463-10422	QLTV01002667.1	9463	10422	960
QLTV01002667.1:c1080995-1080071	QLTV01002667.1	1080071	1080995	925
QLTV01002667.1:c1253302-1252305	QLTV01002667.1	1252305	1253302	998
QLTV01002667.1:c1998837-1997906	QLTV01002667.1	1997906	1998837	932
QLTV01002667.1:c3023048-3022069	QLTV01002667.1	3022069	3023048	980
QLTV01002668.1:c39081-38152	QLTV01002668.1	38152	39081	930
QLTV01002669.1:c359214-358258	QLTV01002669.1	358258	359214	957
QLTV01002669.1:484455-485415	QLTV01002669.1	484455	485415	961
QLTV01002670.1:498329-499257	QLTV01002670.1	498329	499257	929
QLTV01002671.1:c700631-699712	QLTV01002671.1	699712	700631	920
QLTV01002673.1:83141-84085	QLTV01002673.1	83141	84085	945
QLTV01002673.1:340052-340977	QLTV01002673.1	340052	340977	926
QLTV01002677.1:2568062-2569013	QLTV01002677.1	2568062	2569013	952
QLTV01002677.1:c3146308-3145378	QLTV01002677.1	3145378	3146308	931
QLTV01002677.1:c3291502-3290597	QLTV01002677.1	3290597	3291502	906
QLTV01002678.1:239966-240919	QLTV01002678.1	239966	240919	954
QLTV01002680.1:1226828-1227825	QLTV01002680.1	1226828	1227825	998
QLTV01002680.1:1376133-1377068	QLTV01002680.1	1376133	1377068	936
QLTV01002680.1:1523174-1524129	QLTV01002680.1	1523174	1524129	956
QLTV01002680.1:c1744083-1743161	QLTV01002680.1	1743161	1744083	923
QLTV01002681.1:c537469-536491	QLTV01002681.1	536491	537469	979
QLTV01002686.1:c1100464-1099564	QLTV01002686.1	1099564	1100464	901
QLTV01002689.1:c109881-108884	QLTV01002689.1	108884	109881	998
QLTV01002691.1:853242-854203	QLTV01002691.1	853242	854203	962
QLTV01002691.1:2343073-2344047	QLTV01002691.1	2343073	2344047	975
QLTV01002691.1:c2630335-2629344	QLTV01002691.1	2629344	2630335	992
QLTV01002691.1:c2665640-2664734	QLTV01002691.1	2664734	2665640	907
QLTV01002691.1:2665633-2666566	QLTV01002691.1	2665633	2666566	934
QLTV01002691.1:c2697103-2696168	QLTV01002691.1	2696168	2697103	936
QLTV01002693.1:c35041-34051	QLTV01002693.1	34051	35041	991
QLTV01002693.1:1933158-1934073	QLTV01002693.1	1933158	1934073	916
QLTV01002693.1:c2498602-2497701	QLTV01002693.1	2497701	2498602	902
QLTV01002693.1:c2546172-2545183	QLTV01002693.1	2545183	2546172	990
QLTV01002693.1:3403770-3404736	QLTV01002693.1	3403770	3404736	967
QLTV01002693.1:3632946-3633864	QLTV01002693.1	3632946	3633864	919
QLTV01002693.1:c3769862-3768907	QLTV01002693.1	3768907	3769862	956
QLTV01002694.1:1245944-1246894	QLTV01002694.1	1245944	1246894	951
QLTV01002694.1:c2175701-2174729	QLTV01002694.1	2174729	2175701	973
QLTV01002694.1:2175694-2176652	QLTV01002694.1	2175694	2176652	959
QLTV01002694.1:2560030-2560981	QLTV01002694.1	2560030	2560981	952
QLTV01002694.1:c3563291-3562390	QLTV01002694.1	3562390	3563291	902
QLTV01002694.1:c4092429-4091515	QLTV01002694.1	4091515	4092429	915
QLTV01002694.1:c4450163-4449167	QLTV01002694.1	4449167	4450163	997
QLTV01002694.1:4461932-4462902	QLTV01002694.1	4461932	4462902	971
QLTV01002695.1:290878-291796	QLTV01002695.1	290878	291796	919
QLTV01002698.1:1671930-1672881	QLTV01002698.1	1671930	1672881	952
QLTV01002699.1:c22437-21504	QLTV01002699.1	21504	22437	934
QLTV01002702.1:4135720-4136626	QLTV01002702.1	4135720	4136626	907
QLTV01002702.1:c4636109-4635208	QLTV01002702.1	4635208	4636109	902
QLTV01002702.1:5721237-5722231	QLTV01002702.1	5721237	5722231	995
QLTV01002702.1:6980732-6981713	QLTV01002702.1	6980732	6981713	982
QLTV01002703.1:c348883-347933	QLTV01002703.1	347933	348883	951
QLTV01002705.1:c123731-122808	QLTV01002705.1	122808	123731	924
QLTV01002713.1:63442-64400	QLTV01002713.1	63442	64400	959
QLTV01002715.1:c153568-152605	QLTV01002715.1	152605	153568	964
QLTV01002716.1:312472-313427	QLTV01002716.1	312472	313427	956
QLTV01002718.1:222777-223774	QLTV01002718.1	222777	223774	998
QLTV01002718.1:229914-230864	QLTV01002718.1	229914	230864	951
QLTV01002718.1:2336898-2337817	QLTV01002718.1	2336898	2337817	920
QLTV01002718.1:c2686256-2685323	QLTV01002718.1	2685323	2686256	934
QLTV01002718.1:3423701-3424624	QLTV01002718.1	3423701	3424624	924
QLTV01002718.1:c3513374-3512447	QLTV01002718.1	3512447	3513374	928
QLTV01002718.1:4018807-4019754	QLTV01002718.1	4018807	4019754	948
QLTV01002718.1:c4088370-4087426	QLTV01002718.1	4087426	4088370	945
QLTV01002719.1:c101385-100468	QLTV01002719.1	100468	101385	918
QLTV01002719.1:131043-131944	QLTV01002719.1	131043	131944	902
QLTV01002719.1:c1724898-1723950	QLTV01002719.1	1723950	1724898	949
QLTV01002719.1:1878242-1879193	QLTV01002719.1	1878242	1879193	952
QLTV01002719.1:1983898-1984868	QLTV01002719.1	1983898	1984868	971
QLTV01002723.1:c17474-16489	QLTV01002723.1	16489	17474	986
QLTV01002730.1:c42989-42025	QLTV01002730.1	42025	42989	965
QLTV01002737.1:c3909-2925	QLTV01002737.1	2925	3909	985
QLTV01002738.1:c41147-40170	QLTV01002738.1	40170	41147	978
QLTV01002818.1:84050-84989	QLTV01002818.1	84050	84989	940
QLTV01002819.1:198374-199275	QLTV01002819.1	198374	199275	902
QLTV01002819.1:c296820-295900	QLTV01002819.1	295900	296820	921
QLTV01002820.1:c716099-715103	QLTV01002820.1	715103	716099	997
QLTV01002820.1:c1254709-1253737	QLTV01002820.1	1253737	1254709	973
QLTV01002824.1:32613-33556	QLTV01002824.1	32613	33556	944
QLTV01002824.1:422772-423748	QLTV01002824.1	422772	423748	977
QLTV01002824.1:c914207-913231	QLTV01002824.1	913231	914207	977
QLTV01002824.1:1113955-1114879	QLTV01002824.1	1113955	1114879	925
QLTV01002824.1:1137777-1138734	QLTV01002824.1	1137777	1138734	958
QLTV01002826.1:c679510-678598	QLTV01002826.1	678598	679510	913
QLTV01002827.1:75782-76746	QLTV01002827.1	75782	76746	965
QLTV01002827.1:106879-107823	QLTV01002827.1	106879	107823	945
QLTV01002829.1:c782191-781242	QLTV01002829.1	781242	782191	950
QLTV01002833.1:c240496-239543	QLTV01002833.1	239543	240496	954
QLTV01002833.1:356069-357029	QLTV01002833.1	356069	357029	961
QLTV01002835.1:c5165-4215	QLTV01002835.1	4215	5165	951
QLTV01002835.1:c164462-163558	QLTV01002835.1	163558	164462	905
QLTV01002835.1:1366979-1367951	QLTV01002835.1	1366979	1367951	973
QLTV01002835.1:1695621-1696601	QLTV01002835.1	1695621	1696601	981
QLTV01002835.1:2041533-2042514	QLTV01002835.1	2041533	2042514	982
QLTV01002836.1:c2120-1200	QLTV01002836.1	1200	2120	921
QLTV01002836.1:c262168-261226	QLTV01002836.1	261226	262168	943
QLTV01002839.1:22090-23023	QLTV01002839.1	22090	23023	934
QLTV01002840.1:277428-278369	QLTV01002840.1	277428	278369	942
QLTV01002840.1:795451-796399	QLTV01002840.1	795451	796399	949
QLTV01002840.1:1276333-1277300	QLTV01002840.1	1276333	1277300	968
QLTV01002840.1:1682690-1683637	QLTV01002840.1	1682690	1683637	948
QLTV01002840.1:c1992070-1991079	QLTV01002840.1	1991079	1992070	992
QLTV01002840.1:2546579-2547539	QLTV01002840.1	2546579	2547539	961
QLTV01002845.1:c207994-207020	QLTV01002845.1	207020	207994	975
QLTV01002845.1:c224271-223298	QLTV01002845.1	223298	224271	974
QLTV01002845.1:1095273-1096219	QLTV01002845.1	1095273	1096219	947
QLTV01002845.1:c1180967-1180020	QLTV01002845.1	1180020	1180967	948
QLTV01002845.1:2107424-2108414	QLTV01002845.1	2107424	2108414	991
QLTV01002845.1:c2151777-2150846	QLTV01002845.1	2150846	2151777	932
QLTV01002845.1:2302780-2303722	QLTV01002845.1	2302780	2303722	943
QLTV01002845.1:2471374-2472282	QLTV01002845.1	2471374	2472282	909
QLTV01002845.1:c2646563-2645617	QLTV01002845.1	2645617	2646563	947
QLTV01002845.1:c2690843-2689860	QLTV01002845.1	2689860	2690843	984
QLTV01002845.1:c3680662-3679753	QLTV01002845.1	3679753	3680662	910
QLTV01002845.1:3972073-3973070	QLTV01002845.1	3972073	3973070	998
QLTV01002845.1:4905855-4906796	QLTV01002845.1	4905855	4906796	942
QLTV01002845.1:c5679405-5678475	QLTV01002845.1	5678475	5679405	931
QLTV01002850.1:c1367369-1366414	QLTV01002850.1	1366414	1367369	956
QLTV01002850.1:c1447425-1446461	QLTV01002850.1	1446461	1447425	965
QLTV01002850.1:2002717-2003618	QLTV01002850.1	2002717	2003618	902
QLTV01002850.1:c2925913-2924992	QLTV01002850.1	2924992	2925913	922
QLTV01002853.1:c5857-4901	QLTV01002853.1	4901	5857	957
QLTV01002853.1:455082-456002	QLTV01002853.1	455082	456002	921
QLTV01002855.1:c47118-46182	QLTV01002855.1	46182	47118	937
QLTV01002863.1:133352-134323	QLTV01002863.1	133352	134323	972
QLTV01002867.1:c682602-681670	QLTV01002867.1	681670	682602	933
QLTV01002867.1:802093-803078	QLTV01002867.1	802093	803078	986
QLTV01002867.1:1650931-1651875	QLTV01002867.1	1650931	1651875	945
QLTV01002867.1:1831135-1832041	QLTV01002867.1	1831135	1832041	907
QLTV01002867.1:1836881-1837810	QLTV01002867.1	1836881	1837810	930
QLTV01002873.1:c372087-371184	QLTV01002873.1	371184	372087	904
QLTV01002878.1:249609-250593	QLTV01002878.1	249609	250593	985
QLTV01002878.1:389516-390420	QLTV01002878.1	389516	390420	905
QLTV01002878.1:c1142530-1141571	QLTV01002878.1	1141571	1142530	960
QLTV01002922.1:60796-61697	QLTV01002922.1	60796	61697	902
QLTV01002922.1:c106077-105155	QLTV01002922.1	105155	106077	923
QLTV01002925.1:724207-725168	QLTV01002925.1	724207	725168	962
QLTV01002925.1:c878259-877312	QLTV01002925.1	877312	878259	948
QLTV01002925.1:1621165-1622109	QLTV01002925.1	1621165	1622109	945
QLTV01002925.1:c1655155-1654177	QLTV01002925.1	1654177	1655155	979
QLTV01002925.1:c1655155-1654206	QLTV01002925.1	1654206	1655155	950
QLTV01002925.1:c1918527-1917597	QLTV01002925.1	1917597	1918527	931
QLTV01002925.1:3361327-3362246	QLTV01002925.1	3361327	3362246	920
QLTV01002925.1:3933505-3934429	QLTV01002925.1	3933505	3934429	925
QLTV01002927.1:140628-141615	QLTV01002927.1	140628	141615	988
QLTV01002927.1:987112-988072	QLTV01002927.1	987112	988072	961
QLTV01002930.1:c705843-704942	QLTV01002930.1	704942	705843	902
QLTV01002931.1:211368-212330	QLTV01002931.1	211368	212330	963
QLTV01002931.1:c730245-729301	QLTV01002931.1	729301	730245	945
QLTV01002931.1:c841610-840638	QLTV01002931.1	840638	841610	973
QLTV01002931.1:c1154408-1153508	QLTV01002931.1	1153508	1154408	901
QLTV01002931.1:c2840780-2839848	QLTV01002931.1	2839848	2840780	933
QLTV01002937.1:c168260-167345	QLTV01002937.1	167345	168260	916
QLTV01002937.1:c497019-496077	QLTV01002937.1	496077	497019	943
QLTV01002937.1:c497019-496103	QLTV01002937.1	496103	497019	917
QLTV01002938.1:256778-257776	QLTV01002938.1	256778	257776	999
QLTV01002938.1:301936-302881	QLTV01002938.1	301936	302881	946
QLTV01002938.1:1286591-1287511	QLTV01002938.1	1286591	1287511	921
QLTV01002938.1:c1295620-1294642	QLTV01002938.1	1294642	1295620	979
QLTV01002943.1:769410-770366	QLTV01002943.1	769410	770366	957
QLTV01002944.1:239980-240934	QLTV01002944.1	239980	240934	955
QLTV01002944.1:c242561-241597	QLTV01002944.1	241597	242561	965
QLTV01002944.1:c243430-242473	QLTV01002944.1	242473	243430	958
QLTV01002945.1:c178437-177511	QLTV01002945.1	177511	178437	927
QLTV01002945.1:178430-179340	QLTV01002945.1	178430	179340	911
QLTV01002945.1:c208325-207414	QLTV01002945.1	207414	208325	912
QLTV01002947.1:c212216-211305	QLTV01002947.1	211305	212216	912
QLTV01002951.1:8542-9464	QLTV01002951.1	8542	9464	923
QLTV01002952.1:65626-66564	QLTV01002952.1	65626	66564	939
QLTV01002954.1:c251510-250580	QLTV01002954.1	250580	251510	931
QLTV01002954.1:c354701-353744	QLTV01002954.1	353744	354701	958
QLTV01002955.1:160839-161835	QLTV01002955.1	160839	161835	997
QLTV01002955.1:245226-246176	QLTV01002955.1	245226	246176	951
QLTV01002959.1:150726-151717	QLTV01002959.1	150726	151717	992
QLTV01002959.1:c152762-151838	QLTV01002959.1	151838	152762	925
QLTV01002964.1:c204902-203916	QLTV01002964.1	203916	204902	987
QLTV01002973.1:550909-551896	QLTV01002973.1	550909	551896	988
QLTV01002974.1:31170-32156	QLTV01002974.1	31170	32156	987
QLTV01002974.1:43609-44600	QLTV01002974.1	43609	44600	992
QLTV01002975.1:2636707-2637690	QLTV01002975.1	2636707	2637690	984
QLTV01002975.1:3441227-3442135	QLTV01002975.1	3441227	3442135	909
QLTV01002975.1:4123447-4124433	QLTV01002975.1	4123447	4124433	987
QLTV01002975.1:c4607055-4606095	QLTV01002975.1	4606095	4607055	961
QLTV01002982.1:185703-186604	QLTV01002982.1	185703	186604	902
QLTV01002991.1:c245629-244686	QLTV01002991.1	244686	245629	944
QLTV01002996.1:c212142-211235	QLTV01002996.1	211235	212142	908
QLTV01002996.1:c1346216-1345270	QLTV01002996.1	1345270	1346216	947
QLTV01002996.1:c1745239-1744295	QLTV01002996.1	1744295	1745239	945
QLTV01003012.1:41788-42711	QLTV01003012.1	41788	42711	924
QLTV01003012.1:52138-53070	QLTV01003012.1	52138	53070	933
QLTV01003047.1:c888852-887909	QLTV01003047.1	887909	888852	944
QLTV01003047.1:c912184-911212	QLTV01003047.1	911212	912184	973
QLTV01003047.1:c912184-911241	QLTV01003047.1	911241	912184	944
QLTV01003047.1:1516003-1516983	QLTV01003047.1	1516003	1516983	981
QLTV01003047.1:c1543084-1542169	QLTV01003047.1	1542169	1543084	916
QLTV01003047.1:2474891-2475885	QLTV01003047.1	2474891	2475885	995
QLTV01003095.1:618815-619726	QLTV01003095.1	618815	619726	912
QLTV01003095.1:c689351-688430	QLTV01003095.1	688430	689351	922
QLTV01003095.1:836050-836986	QLTV01003095.1	836050	836986	937
QLTV01003095.1:1118115-1119031	QLTV01003095.1	1118115	1119031	917
QLTV01003097.1:c580546-579643	QLTV01003097.1	579643	580546	904
QLTV01003097.1:734567-735562	QLTV01003097.1	734567	735562	996
QLTV01003097.1:c1243323-1242414	QLTV01003097.1	1242414	1243323	910
QLTV01003097.1:2009040-2010002	QLTV01003097.1	2009040	2010002	963
QLTV01003097.1:c3495763-3494843	QLTV01003097.1	3494843	3495763	921
QLTV01003097.1:c4348031-4347049	QLTV01003097.1	4347049	4348031	983
QLTV01003100.1:c46561-45600	QLTV01003100.1	45600	46561	962
QLTV01003100.1:729218-730146	QLTV01003100.1	729218	730146	929
QLTV01003100.1:729218-730193	QLTV01003100.1	729218	730193	976
QLTV01003100.1:730793-731695	QLTV01003100.1	730793	731695	903
QLTV01003100.1:730793-731722	QLTV01003100.1	730793	731722	930
QLTV01003100.1:730793-731749	QLTV01003100.1	730793	731749	957
QLTV01003100.1:730793-731776	QLTV01003100.1	730793	731776	984
QLTV01003103.1:c84304-83347	QLTV01003103.1	83347	84304	958
QLTV01003103.1:c624210-623217	QLTV01003103.1	623217	624210	994
QLTV01003103.1:785908-786843	QLTV01003103.1	785908	786843	936
QLTV01003103.1:785908-786872	QLTV01003103.1	785908	786872	965
QLTV01003103.1:c964640-963725	QLTV01003103.1	963725	964640	916
QLTV01003103.1:2232160-2233156	QLTV01003103.1	2232160	2233156	997
QLTV01003104.1:814750-815672	QLTV01003104.1	814750	815672	923
QLTV01003107.1:c675627-674689	QLTV01003107.1	674689	675627	939
QLTV01003107.1:c892448-891521	QLTV01003107.1	891521	892448	928
QLTV01003107.1:1443084-1443990	QLTV01003107.1	1443084	1443990	907
QLTV01003107.1:1443084-1444039	QLTV01003107.1	1443084	1444039	956
QLTV01003107.1:c2130267-2129332	QLTV01003107.1	2129332	2130267	936
QLTV01003107.1:c2706127-2705185	QLTV01003107.1	2705185	2706127	943
QLTV01003107.1:c2779881-2778982	QLTV01003107.1	2778982	2779881	900
QLTV01003108.1:c359390-358428	QLTV01003108.1	358428	359390	963
QLTV01003108.1:1021644-1022616	QLTV01003108.1	1021644	1022616	973
QLTV01003108.1:2535446-2536436	QLTV01003108.1	2535446	2536436	991
QLTV01003108.1:3158621-3159547	QLTV01003108.1	3158621	3159547	927
QLTV01003108.1:3335346-3336270	QLTV01003108.1	3335346	3336270	925
QLTV01003108.1:3335346-3336290	QLTV01003108.1	3335346	3336290	945
QLTV01003109.1:c1130469-1129478	QLTV01003109.1	1129478	1130469	992
QLTV01003110.1:c205809-204863	QLTV01003110.1	204863	205809	947
QLTV01003110.1:c1798514-1797561	QLTV01003110.1	1797561	1798514	954
QLTV01003111.1:32676-33673	QLTV01003111.1	32676	33673	998
QLTV01003111.1:128974-129899	QLTV01003111.1	128974	129899	926
QLTV01003111.1:c236253-235334	QLTV01003111.1	235334	236253	920
QLTV01003111.1:388910-389868	QLTV01003111.1	388910	389868	959
QLTV01003112.1:590182-591154	QLTV01003112.1	590182	591154	973
QLTV01003114.1:c493546-492602	QLTV01003114.1	492602	493546	945
QLTV01003121.1:c301019-300034	QLTV01003121.1	300034	301019	986
QLTV01003121.1:1326288-1327195	QLTV01003121.1	1326288	1327195	908
QLTV01003122.1:c947083-946112	QLTV01003122.1	946112	947083	972
QLTV01003123.1:c182922-181937	QLTV01003123.1	181937	182922	986
QLTV01003123.1:c422766-421790	QLTV01003123.1	421790	422766	977
QLTV01003123.1:c522512-521555	QLTV01003123.1	521555	522512	958
QLTV01003123.1:c632146-631194	QLTV01003123.1	631194	632146	953
QLTV01003123.1:c794212-793254	QLTV01003123.1	793254	794212	959
QLTV01003123.1:1101521-1102462	QLTV01003123.1	1101521	1102462	942
QLTV01003123.1:c1460735-1459828	QLTV01003123.1	1459828	1460735	908
QLTV01003123.1:1459484-1460434	QLTV01003123.1	1459484	1460434	951
QLTV01003123.1:c1474737-1473740	QLTV01003123.1	1473740	1474737	998
QLTV01003124.1:c697369-696422	QLTV01003124.1	696422	697369	948
QLTV01003124.1:769450-770367	QLTV01003124.1	769450	770367	918
QLTV01003124.1:c1190723-1189788	QLTV01003124.1	1189788	1190723	936
QLTV01003124.1:c1412979-1411992	QLTV01003124.1	1411992	1412979	988
QLTV01003124.1:c2301385-2300427	QLTV01003124.1	2300427	2301385	959
QLTV01003124.1:2301378-2302299	QLTV01003124.1	2301378	2302299	922
QLTV01003124.1:c3187789-3186824	QLTV01003124.1	3186824	3187789	966
QLTV01003126.1:c444696-443705	QLTV01003126.1	443705	444696	992
QLTV01003127.1:c47731-46789	QLTV01003127.1	46789	47731	943
QLTV01003127.1:47335-48289	QLTV01003127.1	47335	48289	955
QLTV01003127.1:47335-48311	QLTV01003127.1	47335	48311	977
QLTV01003127.1:135121-136047	QLTV01003127.1	135121	136047	927
QLTV01003127.1:281894-282812	QLTV01003127.1	281894	282812	919
QLTV01003127.1:c304000-303053	QLTV01003127.1	303053	304000	948
QLTV01003131.1:521572-522471	QLTV01003131.1	521572	522471	900
QLTV01003131.1:650663-651632	QLTV01003131.1	650663	651632	970
QLTV01003131.1:c1468622-1467636	QLTV01003131.1	1467636	1468622	987
QLTV01003131.1:1468615-1469547	QLTV01003131.1	1468615	1469547	933
QLTV01003131.1:1468615-1469582	QLTV01003131.1	1468615	1469582	968
QLTV01003132.1:624182-625098	QLTV01003132.1	624182	625098	917
QLTV01003132.1:c1574708-1573729	QLTV01003132.1	1573729	1574708	980
QLTV01003132.1:c4199432-4198499	QLTV01003132.1	4198499	4199432	934
QLTV01003132.1:c6239912-6238998	QLTV01003132.1	6238998	6239912	915
QLTV01003134.1:270198-271121	QLTV01003134.1	270198	271121	924
