coordinates	ContigAccession	StartPosition	EndPosition	TargetLength
QLTV01000248.1:c405238-404290	QLTV01000248.1	404290	405238	948
QLTV01000280.1:c106675-105761	QLTV01000280.1	105761	106675	914
QLTV01000331.1:c806902-805924	QLTV01000331.1	805924	806902	978
QLTV01000331.1:c1412896-1411951	QLTV01000331.1	1411951	1412896	945
QLTV01000331.1:c1489479-1488504	QLTV01000331.1	1488504	1489479	975
QLTV01000331.1:c1514525-1513611	QLTV01000331.1	1513611	1514525	914
QLTV01000331.1:c1563856-1562939	QLTV01000331.1	1562939	1563856	917
QLTV01000373.1:c95435-94487	QLTV01000373.1	94487	95435	948
QLTV01000373.1:c1866714-1865799	QLTV01000373.1	1865799	1866714	915
QLTV01000373.1:c2199560-2198660	QLTV01000373.1	2198660	2199560	900
QLTV01000374.1:c785857-784861	QLTV01000374.1	784861	785857	996
QLTV01000374.1:c1220932-1219975	QLTV01000374.1	1219975	1220932	957
QLTV01000374.1:c1291604-1290703	QLTV01000374.1	1290703	1291604	901
QLTV01000377.1:c355954-354989	QLTV01000377.1	354989	355954	965
QLTV01000377.1:c1033563-1032576	QLTV01000377.1	1032576	1033563	987
QLTV01000377.1:c1033563-1032617	QLTV01000377.1	1032617	1033563	946
QLTV01000380.1:c1148361-1147450	QLTV01000380.1	1147450	1148361	911
QLTV01000382.1:c410488-409513	QLTV01000382.1	409513	410488	975
QLTV01000383.1:c784045-783084	QLTV01000383.1	783084	784045	961
QLTV01000383.1:c1152932-1151959	QLTV01000383.1	1151959	1152932	973
QLTV01000387.1:c1023415-1022466	QLTV01000387.1	1022466	1023415	949
QLTV01000389.1:c412218-411219	QLTV01000389.1	411219	412218	999
QLTV01000389.1:c412218-411249	QLTV01000389.1	411249	412218	969
QLTV01000392.1:c562869-561932	QLTV01000392.1	561932	562869	937
QLTV01000392.1:c2449999-2449029	QLTV01000392.1	2449029	2449999	970
QLTV01000394.1:c324442-323472	QLTV01000394.1	323472	324442	970
QLTV01000399.1:c82193-81279	QLTV01000399.1	81279	82193	914
QLTV01000399.1:c154278-153343	QLTV01000399.1	153343	154278	935
QLTV01000419.1:c1499961-1498976	QLTV01000419.1	1498976	1499961	985
QLTV01000419.1:c2917995-2917004	QLTV01000419.1	2917004	2917995	991
QLTV01000419.1:c3761031-3760125	QLTV01000419.1	3760125	3761031	906
QLTV01000427.1:c70371-69411	QLTV01000427.1	69411	70371	960
QLTV01000427.1:c70371-69441	QLTV01000427.1	69441	70371	930
QLTV01000431.1:c634091-633163	QLTV01000431.1	633163	634091	928
QLTV01000433.1:c414521-413523	QLTV01000433.1	413523	414521	998
QLTV01000433.1:c415538-414583	QLTV01000433.1	414583	415538	955
QLTV01000437.1:c827576-826596	QLTV01000437.1	826596	827576	980
QLTV01000437.1:c1250374-1249408	QLTV01000437.1	1249408	1250374	966
QLTV01000437.1:c1250374-1249426	QLTV01000437.1	1249426	1250374	948
QLTV01000443.1:c234089-233098	QLTV01000443.1	233098	234089	991
QLTV01000443.1:c234089-233159	QLTV01000443.1	233159	234089	930
QLTV01000443.1:c234089-233188	QLTV01000443.1	233188	234089	901
QLTV01000448.1:c1442828-1441859	QLTV01000448.1	1441859	1442828	969
QLTV01000462.1:c9778-8792	QLTV01000462.1	8792	9778	986
QLTV01000472.1:c58667-57766	QLTV01000472.1	57766	58667	901
QLTV01000472.1:c165327-164358	QLTV01000472.1	164358	165327	969
QLTV01000472.1:c182753-181818	QLTV01000472.1	181818	182753	935
QLTV01000472.1:c545058-544151	QLTV01000472.1	544151	545058	907
QLTV01000472.1:c687850-686951	QLTV01000472.1	686951	687850	899
QLTV01000489.1:c51442-50481	QLTV01000489.1	50481	51442	961
QLTV01000548.1:c1010484-1009518	QLTV01000548.1	1009518	1010484	966
QLTV01000548.1:c3481854-3480911	QLTV01000548.1	3480911	3481854	943
QLTV01000548.1:c3495691-3494787	QLTV01000548.1	3494787	3495691	904
QLTV01000548.1:c5686130-5685185	QLTV01000548.1	5685185	5686130	945
QLTV01000549.1:c499901-498991	QLTV01000549.1	498991	499901	910
QLTV01000556.1:c161471-160515	QLTV01000556.1	160515	161471	956
QLTV01000556.1:c161471-160540	QLTV01000556.1	160540	161471	931
QLTV01000556.1:c590362-589432	QLTV01000556.1	589432	590362	930
QLTV01000556.1:c667725-666768	QLTV01000556.1	666768	667725	957
QLTV01000560.1:c369477-368486	QLTV01000560.1	368486	369477	991
QLTV01000574.1:c363456-362539	QLTV01000574.1	362539	363456	917
QLTV01000576.1:c81247-80319	QLTV01000576.1	80319	81247	928
QLTV01000577.1:c640975-640041	QLTV01000577.1	640041	640975	934
QLTV01000577.1:c2937029-2936036	QLTV01000577.1	2936036	2937029	993
QLTV01000582.1:c389865-388925	QLTV01000582.1	388925	389865	940
QLTV01000585.1:c313639-312718	QLTV01000585.1	312718	313639	921
QLTV01000586.1:c114932-113977	QLTV01000586.1	113977	114932	955
QLTV01000589.1:c291550-290556	QLTV01000589.1	290556	291550	994
QLTV01000589.1:c291550-290585	QLTV01000589.1	290585	291550	965
QLTV01000591.1:c187934-186937	QLTV01000591.1	186937	187934	997
QLTV01000592.1:c105982-105082	QLTV01000592.1	105082	105982	900
QLTV01000597.1:c489212-488302	QLTV01000597.1	488302	489212	910
QLTV01000597.1:c2130713-2129748	QLTV01000597.1	2129748	2130713	965
QLTV01000598.1:c396584-395649	QLTV01000598.1	395649	396584	935
QLTV01000598.1:c2316923-2315998	QLTV01000598.1	2315998	2316923	925
QLTV01000598.1:c2344838-2343842	QLTV01000598.1	2343842	2344838	996
QLTV01000599.1:c5351-4371	QLTV01000599.1	4371	5351	980
QLTV01000601.1:c4262972-4261994	QLTV01000601.1	4261994	4262972	978
QLTV01000601.1:c4437984-4436997	QLTV01000601.1	4436997	4437984	987
QLTV01000601.1:c4717219-4716269	QLTV01000601.1	4716269	4717219	950
QLTV01000602.1:c297056-296125	QLTV01000602.1	296125	297056	931
QLTV01000612.1:c513896-512949	QLTV01000612.1	512949	513896	947
QLTV01000612.1:c1031237-1030308	QLTV01000612.1	1030308	1031237	929
QLTV01000612.1:c1031237-1030328	QLTV01000612.1	1030328	1031237	909
QLTV01000612.1:c1342862-1341926	QLTV01000612.1	1341926	1342862	936
QLTV01000612.1:c1360226-1359253	QLTV01000612.1	1359253	1360226	973
QLTV01000613.1:c2153780-2152834	QLTV01000613.1	2152834	2153780	946
QLTV01000615.1:c1289363-1288404	QLTV01000615.1	1288404	1289363	959
QLTV01000615.1:c1842281-1841285	QLTV01000615.1	1841285	1842281	996
QLTV01000619.1:c419975-419075	QLTV01000619.1	419075	419975	900
QLTV01000619.1:c1087199-1086248	QLTV01000619.1	1086248	1087199	951
QLTV01000619.1:c1629695-1628761	QLTV01000619.1	1628761	1629695	934
QLTV01000620.1:c222235-221245	QLTV01000620.1	221245	222235	990
QLTV01000629.1:c4951-4047	QLTV01000629.1	4047	4951	904
QLTV01000635.1:c763725-762732	QLTV01000635.1	762732	763725	993
QLTV01000641.1:c850756-849809	QLTV01000641.1	849809	850756	947
QLTV01000649.1:c429755-428792	QLTV01000649.1	428792	429755	963
QLTV01000657.1:c258092-257159	QLTV01000657.1	257159	258092	933
QLTV01000657.1:c258092-257183	QLTV01000657.1	257183	258092	909
QLTV01000657.1:c381003-380103	QLTV01000657.1	380103	381003	900
QLTV01000769.1:c212069-211089	QLTV01000769.1	211089	212069	980
QLTV01000769.1:c1163302-1162339	QLTV01000769.1	1162339	1163302	963
QLTV01000769.1:c1816878-1815948	QLTV01000769.1	1815948	1816878	930
QLTV01000769.1:c2580108-2579124	QLTV01000769.1	2579124	2580108	984
QLTV01000770.1:c1665366-1664423	QLTV01000770.1	1664423	1665366	943
QLTV01000773.1:c218420-217493	QLTV01000773.1	217493	218420	927
QLTV01000773.1:c912197-911229	QLTV01000773.1	911229	912197	968
QLTV01000774.1:c595344-594384	QLTV01000774.1	594384	595344	960
QLTV01000774.1:c1799752-1798778	QLTV01000774.1	1798778	1799752	974
QLTV01000775.1:c1514381-1513398	QLTV01000775.1	1513398	1514381	983
QLTV01000775.1:c2070120-2069133	QLTV01000775.1	2069133	2070120	987
QLTV01000775.1:c5008276-5007339	QLTV01000775.1	5007339	5008276	937
QLTV01000775.1:c5200659-5199690	QLTV01000775.1	5199690	5200659	969
QLTV01000775.1:c5308777-5307802	QLTV01000775.1	5307802	5308777	975
QLTV01000785.1:c126105-125201	QLTV01000785.1	125201	126105	904
QLTV01000786.1:c336782-335846	QLTV01000786.1	335846	336782	936
QLTV01000788.1:c7653-6666	QLTV01000788.1	6666	7653	987
QLTV01000788.1:c77510-76604	QLTV01000788.1	76604	77510	906
QLTV01000791.1:c584248-583249	QLTV01000791.1	583249	584248	999
QLTV01000793.1:c304815-303843	QLTV01000793.1	303843	304815	972
QLTV01000798.1:c101877-100893	QLTV01000798.1	100893	101877	984
QLTV01000800.1:c265680-264781	QLTV01000800.1	264781	265680	899
QLTV01000800.1:c652914-651927	QLTV01000800.1	651927	652914	987
QLTV01000800.1:c1945996-1945055	QLTV01000800.1	1945055	1945996	941
QLTV01000804.1:c1971591-1970632	QLTV01000804.1	1970632	1971591	959
QLTV01000804.1:c2142752-2141832	QLTV01000804.1	2141832	2142752	920
QLTV01000804.1:c5948183-5947235	QLTV01000804.1	5947235	5948183	948
QLTV01000804.1:c6000114-5999144	QLTV01000804.1	5999144	6000114	970
QLTV01000806.1:c284895-283900	QLTV01000806.1	283900	284895	995
QLTV01000806.1:c1790354-1789380	QLTV01000806.1	1789380	1790354	974
QLTV01000808.1:c118605-117622	QLTV01000808.1	117622	118605	983
QLTV01000808.1:c807209-806241	QLTV01000808.1	806241	807209	968
QLTV01000812.1:c157841-156848	QLTV01000812.1	156848	157841	993
QLTV01000812.1:c423904-422965	QLTV01000812.1	422965	423904	939
QLTV01000813.1:c69938-68953	QLTV01000813.1	68953	69938	985
QLTV01000813.1:c90480-89513	QLTV01000813.1	89513	90480	967
QLTV01000817.1:c170872-169881	QLTV01000817.1	169881	170872	991
QLTV01000817.1:c287598-286657	QLTV01000817.1	286657	287598	941
QLTV01000823.1:c52019-51057	QLTV01000823.1	51057	52019	962
QLTV01000831.1:c84969-84029	QLTV01000831.1	84029	84969	940
QLTV01000831.1:c364763-363784	QLTV01000831.1	363784	364763	979
QLTV01000867.1:c631576-630627	QLTV01000867.1	630627	631576	949
QLTV01000867.1:c1181176-1180190	QLTV01000867.1	1180190	1181176	986
QLTV01000867.1:c3497673-3496739	QLTV01000867.1	3496739	3497673	934
QLTV01000867.1:c4212453-4211516	QLTV01000867.1	4211516	4212453	937
QLTV01000867.1:c6306785-6305864	QLTV01000867.1	6305864	6306785	921
QLTV01000925.1:c3687-2700	QLTV01000925.1	2700	3687	987
QLTV01000963.1:c48233-47300	QLTV01000963.1	47300	48233	933
QLTV01000965.1:c2790523-2789585	QLTV01000965.1	2789585	2790523	938
QLTV01000965.1:c4988478-4987536	QLTV01000965.1	4987536	4988478	942
QLTV01000965.1:c5153224-5152289	QLTV01000965.1	5152289	5153224	935
QLTV01000967.1:c1677446-1676473	QLTV01000967.1	1676473	1677446	973
QLTV01000970.1:c647704-646732	QLTV01000970.1	646732	647704	972
QLTV01000971.1:c188379-187418	QLTV01000971.1	187418	188379	961
QLTV01000971.1:c188379-187446	QLTV01000971.1	187446	188379	933
QLTV01000971.1:c1009530-1008556	QLTV01000971.1	1008556	1009530	974
QLTV01000972.1:c2067960-2067047	QLTV01000972.1	2067047	2067960	913
QLTV01000972.1:c3612624-3611673	QLTV01000972.1	3611673	3612624	951
QLTV01000972.1:c5151248-5150293	QLTV01000972.1	5150293	5151248	955
QLTV01000972.1:c5874307-5873311	QLTV01000972.1	5873311	5874307	996
QLTV01000972.1:c6179103-6178187	QLTV01000972.1	6178187	6179103	916
QLTV01000972.1:c7339485-7338504	QLTV01000972.1	7338504	7339485	981
QLTV01000972.1:c7426581-7425641	QLTV01000972.1	7425641	7426581	940
QLTV01000974.1:c1876674-1875766	QLTV01000974.1	1875766	1876674	908
QLTV01000974.1:c1876730-1875766	QLTV01000974.1	1875766	1876730	964
QLTV01000974.1:c2995561-2994643	QLTV01000974.1	2994643	2995561	918
QLTV01000974.1:c3494327-3493415	QLTV01000974.1	3493415	3494327	912
QLTV01000974.1:c3897212-3896222	QLTV01000974.1	3896222	3897212	990
QLTV01000974.1:c3986955-3986031	QLTV01000974.1	3986031	3986955	924
QLTV01000974.1:c4061864-4060931	QLTV01000974.1	4060931	4061864	933
QLTV01000974.1:c5318776-5317821	QLTV01000974.1	5317821	5318776	955
QLTV01000974.1:c6209877-6208960	QLTV01000974.1	6208960	6209877	917
QLTV01000974.1:c6954153-6953178	QLTV01000974.1	6953178	6954153	975
QLTV01000974.1:c9150173-9149223	QLTV01000974.1	9149223	9150173	950
QLTV01000974.1:c9319951-9319004	QLTV01000974.1	9319004	9319951	947
QLTV01000974.1:c9599844-9598916	QLTV01000974.1	9598916	9599844	928
QLTV01000974.1:c12273763-12272784	QLTV01000974.1	12272784	12273763	979
QLTV01000981.1:c1541592-1540634	QLTV01000981.1	1540634	1541592	958
QLTV01000983.1:c336714-335771	QLTV01000983.1	335771	336714	943
QLTV01000983.1:c927596-926616	QLTV01000983.1	926616	927596	980
QLTV01000984.1:c264146-263168	QLTV01000984.1	263168	264146	978
QLTV01000988.1:c3365-2368	QLTV01000988.1	2368	3365	997
QLTV01000988.1:c2147318-2146349	QLTV01000988.1	2146349	2147318	969
QLTV01000988.1:c2147318-2146373	QLTV01000988.1	2146373	2147318	945
QLTV01000988.1:c2223383-2222467	QLTV01000988.1	2222467	2223383	916
QLTV01000994.1:c939817-938888	QLTV01000994.1	938888	939817	929
QLTV01000994.1:c1009163-1008189	QLTV01000994.1	1008189	1009163	974
QLTV01000994.1:c1182081-1181109	QLTV01000994.1	1181109	1182081	972
QLTV01000994.1:c1182081-1181166	QLTV01000994.1	1181166	1182081	915
QLTV01000995.1:c666785-665828	QLTV01000995.1	665828	666785	957
QLTV01000995.1:c718503-717524	QLTV01000995.1	717524	718503	979
QLTV01000995.1:c1238331-1237351	QLTV01000995.1	1237351	1238331	980
QLTV01001006.1:c407632-406726	QLTV01001006.1	406726	407632	906
QLTV01001007.1:c291309-290329	QLTV01001007.1	290329	291309	980
QLTV01001007.1:c3399114-3398173	QLTV01001007.1	3398173	3399114	941
QLTV01001007.1:c3611976-3611014	QLTV01001007.1	3611014	3611976	962
QLTV01001009.1:c98603-97663	QLTV01001009.1	97663	98603	940
QLTV01001009.1:c864909-863912	QLTV01001009.1	863912	864909	997
QLTV01001023.1:c672318-671361	QLTV01001023.1	671361	672318	957
QLTV01001023.1:c672318-671390	QLTV01001023.1	671390	672318	928
QLTV01001023.1:c730527-729588	QLTV01001023.1	729588	730527	939
QLTV01001023.1:c828924-828014	QLTV01001023.1	828014	828924	910
QLTV01001023.1:c969162-968163	QLTV01001023.1	968163	969162	999
QLTV01001023.1:c969162-968257	QLTV01001023.1	968257	969162	905
QLTV01001023.1:c1265039-1264118	QLTV01001023.1	1264118	1265039	921
QLTV01001023.1:c1311733-1310785	QLTV01001023.1	1310785	1311733	948
QLTV01001030.1:c122671-121733	QLTV01001030.1	121733	122671	938
QLTV01001034.1:c57731-56792	QLTV01001034.1	56792	57731	939
QLTV01001045.1:c179726-178769	QLTV01001045.1	178769	179726	957
QLTV01001115.1:c1071508-1070517	QLTV01001115.1	1070517	1071508	991
QLTV01001116.1:c1226445-1225460	QLTV01001116.1	1225460	1226445	985
QLTV01001117.1:c387812-386857	QLTV01001117.1	386857	387812	955
QLTV01001117.1:c470592-469619	QLTV01001117.1	469619	470592	973
QLTV01001117.1:c589112-588118	QLTV01001117.1	588118	589112	994
QLTV01001117.1:c827415-826416	QLTV01001117.1	826416	827415	999
QLTV01001119.1:c4650978-4650067	QLTV01001119.1	4650067	4650978	911
QLTV01001122.1:c544312-543412	QLTV01001122.1	543412	544312	900
QLTV01001126.1:c908958-908049	QLTV01001126.1	908049	908958	909
QLTV01001126.1:c1064389-1063428	QLTV01001126.1	1063428	1064389	961
QLTV01001126.1:c1355122-1354189	QLTV01001126.1	1354189	1355122	933
QLTV01001126.1:c1551940-1551010	QLTV01001126.1	1551010	1551940	930
QLTV01001126.1:c1551940-1551031	QLTV01001126.1	1551031	1551940	909
QLTV01001126.1:c2054906-2053973	QLTV01001126.1	2053973	2054906	933
QLTV01001126.1:c2122587-2121588	QLTV01001126.1	2121588	2122587	999
QLTV01001127.1:c1652484-1651571	QLTV01001127.1	1651571	1652484	913
QLTV01001128.1:c26403-25474	QLTV01001128.1	25474	26403	929
QLTV01001131.1:c155239-154263	QLTV01001131.1	154263	155239	976
QLTV01001131.1:c516873-515954	QLTV01001131.1	515954	516873	919
QLTV01001143.1:c154763-153782	QLTV01001143.1	153782	154763	981
QLTV01001143.1:c154763-153799	QLTV01001143.1	153799	154763	964
QLTV01001144.1:c209286-208301	QLTV01001144.1	208301	209286	985
QLTV01001144.1:c528269-527276	QLTV01001144.1	527276	528269	993
QLTV01001145.1:c1184578-1183638	QLTV01001145.1	1183638	1184578	940
QLTV01001145.1:c4788446-4787542	QLTV01001145.1	4787542	4788446	904
QLTV01001146.1:c2113031-2112088	QLTV01001146.1	2112088	2113031	943
QLTV01001146.1:c2138882-2137964	QLTV01001146.1	2137964	2138882	918
QLTV01001166.1:c2733912-2732963	QLTV01001166.1	2732963	2733912	949
QLTV01001177.1:c1307847-1306854	QLTV01001177.1	1306854	1307847	993
QLTV01001177.1:c1731034-1730099	QLTV01001177.1	1730099	1731034	935
QLTV01001179.1:c5654-4753	QLTV01001179.1	4753	5654	901
QLTV01001179.1:c1069612-1068685	QLTV01001179.1	1068685	1069612	927
QLTV01001179.1:c2436549-2435633	QLTV01001179.1	2435633	2436549	916
QLTV01001180.1:c218912-217977	QLTV01001180.1	217977	218912	935
QLTV01001180.1:c218912-218007	QLTV01001180.1	218007	218912	905
QLTV01001184.1:c261443-260482	QLTV01001184.1	260482	261443	961
QLTV01001195.1:c438635-437672	QLTV01001195.1	437672	438635	963
QLTV01001203.1:c259515-258526	QLTV01001203.1	258526	259515	989
QLTV01001207.1:c25390-24469	QLTV01001207.1	24469	25390	921
QLTV01001208.1:c72373-71386	QLTV01001208.1	71386	72373	987
QLTV01001208.1:c98317-97356	QLTV01001208.1	97356	98317	961
QLTV01001220.1:c168374-167441	QLTV01001220.1	167441	168374	933
QLTV01001220.1:c168374-167450	QLTV01001220.1	167450	168374	924
QLTV01001220.1:c168374-167471	QLTV01001220.1	167471	168374	903
QLTV01001233.1:c97353-96378	QLTV01001233.1	96378	97353	975
QLTV01001233.1:c323695-322784	QLTV01001233.1	322784	323695	911
QLTV01001307.1:c101971-101019	QLTV01001307.1	101019	101971	952
QLTV01001313.1:c1291771-1290851	QLTV01001313.1	1290851	1291771	920
QLTV01001314.1:c236800-235833	QLTV01001314.1	235833	236800	967
QLTV01001314.1:c316325-315398	QLTV01001314.1	315398	316325	927
QLTV01001315.1:c501499-500539	QLTV01001315.1	500539	501499	960
QLTV01001315.1:c1859393-1858485	QLTV01001315.1	1858485	1859393	908
QLTV01001315.1:c2016770-2015797	QLTV01001315.1	2015797	2016770	973
QLTV01001316.1:c162760-161794	QLTV01001316.1	161794	162760	966
QLTV01001318.1:c329370-328414	QLTV01001318.1	328414	329370	956
QLTV01001318.1:c1938474-1937558	QLTV01001318.1	1937558	1938474	916
QLTV01001318.1:c1938496-1937558	QLTV01001318.1	1937558	1938496	938
QLTV01001318.1:c3215279-3214377	QLTV01001318.1	3214377	3215279	902
QLTV01001320.1:c3606229-3605232	QLTV01001320.1	3605232	3606229	997
QLTV01001321.1:c2538-1627	QLTV01001321.1	1627	2538	911
QLTV01001321.1:c148295-147344	QLTV01001321.1	147344	148295	951
QLTV01001322.1:c3239937-3238982	QLTV01001322.1	3238982	3239937	955
QLTV01001322.1:c3263306-3262329	QLTV01001322.1	3262329	3263306	977
QLTV01001324.1:c121395-120447	QLTV01001324.1	120447	121395	948
QLTV01001324.1:c122973-121985	QLTV01001324.1	121985	122973	988
QLTV01001324.1:c126553-125601	QLTV01001324.1	125601	126553	952
QLTV01001326.1:c556865-555901	QLTV01001326.1	555901	556865	964
QLTV01001334.1:c303283-302384	QLTV01001334.1	302384	303283	899
QLTV01001335.1:c231732-230734	QLTV01001335.1	230734	231732	998
QLTV01001344.1:c116896-115953	QLTV01001344.1	115953	116896	943
QLTV01001351.1:c512142-511202	QLTV01001351.1	511202	512142	940
QLTV01001351.1:c872005-871010	QLTV01001351.1	871010	872005	995
QLTV01001351.1:c872005-871031	QLTV01001351.1	871031	872005	974
QLTV01001352.1:c3135817-3134900	QLTV01001352.1	3134900	3135817	917
QLTV01001353.1:c57751-56779	QLTV01001353.1	56779	57751	972
QLTV01001376.1:c52827-51855	QLTV01001376.1	51855	52827	972
QLTV01001394.1:c26345-25353	QLTV01001394.1	25353	26345	992
QLTV01001394.1:c29174-28235	QLTV01001394.1	28235	29174	939
QLTV01001452.1:c487801-486823	QLTV01001452.1	486823	487801	978
QLTV01001452.1:c1160917-1159986	QLTV01001452.1	1159986	1160917	931
QLTV01001458.1:c5127031-5126041	QLTV01001458.1	5126041	5127031	990
QLTV01001459.1:c1136598-1135600	QLTV01001459.1	1135600	1136598	998
QLTV01001459.1:c2830665-2829765	QLTV01001459.1	2829765	2830665	900
QLTV01001459.1:c3366761-3365827	QLTV01001459.1	3365827	3366761	934
QLTV01001465.1:c1626234-1625258	QLTV01001465.1	1625258	1626234	976
QLTV01001465.1:c2867414-2866416	QLTV01001465.1	2866416	2867414	998
QLTV01001466.1:c232275-231287	QLTV01001466.1	231287	232275	988
QLTV01001467.1:c123638-122697	QLTV01001467.1	122697	123638	941
QLTV01001468.1:c1461744-1460748	QLTV01001468.1	1460748	1461744	996
QLTV01001469.1:c2508353-2507425	QLTV01001469.1	2507425	2508353	928
QLTV01001469.1:c2508353-2507454	QLTV01001469.1	2507454	2508353	899
QLTV01001472.1:c134077-133086	QLTV01001472.1	133086	134077	991
QLTV01001472.1:c169274-168326	QLTV01001472.1	168326	169274	948
QLTV01001473.1:c134847-133913	QLTV01001473.1	133913	134847	934
QLTV01001474.1:c902315-901384	QLTV01001474.1	901384	902315	931
QLTV01001478.1:c1556265-1555352	QLTV01001478.1	1555352	1556265	913
QLTV01001483.1:c438927-437996	QLTV01001483.1	437996	438927	931
QLTV01001483.1:c1349956-1349024	QLTV01001483.1	1349024	1349956	932
QLTV01001483.1:c6034408-6033440	QLTV01001483.1	6033440	6034408	968
QLTV01001483.1:c6049204-6048245	QLTV01001483.1	6048245	6049204	959
QLTV01001483.1:c8084788-8083848	QLTV01001483.1	8083848	8084788	940
QLTV01001483.1:c10845952-10845025	QLTV01001483.1	10845025	10845952	927
QLTV01001485.1:c5001-4029	QLTV01001485.1	4029	5001	972
QLTV01001486.1:c44689-43731	QLTV01001486.1	43731	44689	958
QLTV01001487.1:c105113-104194	QLTV01001487.1	104194	105113	919
QLTV01001495.1:c2381149-2380250	QLTV01001495.1	2380250	2381149	899
QLTV01001495.1:c2614170-2613268	QLTV01001495.1	2613268	2614170	902
QLTV01001496.1:c264657-263670	QLTV01001496.1	263670	264657	987
QLTV01001496.1:c264657-263689	QLTV01001496.1	263689	264657	968
QLTV01001498.1:c102303-101310	QLTV01001498.1	101310	102303	993
QLTV01001502.1:c183111-182140	QLTV01001502.1	182140	183111	971
QLTV01001505.1:c105783-104813	QLTV01001505.1	104813	105783	970
QLTV01001510.1:c158532-157535	QLTV01001510.1	157535	158532	997
QLTV01001510.1:c632951-631956	QLTV01001510.1	631956	632951	995
QLTV01001515.1:c34884-33922	QLTV01001515.1	33922	34884	962
QLTV01001522.1:c134640-133653	QLTV01001522.1	133653	134640	987
QLTV01001522.1:c134640-133737	QLTV01001522.1	133737	134640	903
QLTV01001522.1:c268410-267423	QLTV01001522.1	267423	268410	987
QLTV01001522.1:c268410-267507	QLTV01001522.1	267507	268410	903
QLTV01001522.1:c279114-278131	QLTV01001522.1	278131	279114	983
QLTV01001522.1:c279114-278215	QLTV01001522.1	278215	279114	899
QLTV01001522.1:c288476-287517	QLTV01001522.1	287517	288476	959
QLTV01001522.1:c296900-295983	QLTV01001522.1	295983	296900	917
QLTV01001522.1:c343794-342835	QLTV01001522.1	342835	343794	959
QLTV01001525.1:c989479-988532	QLTV01001525.1	988532	989479	947
QLTV01001536.1:c245009-244023	QLTV01001536.1	244023	245009	986
QLTV01001539.1:c15981-15008	QLTV01001539.1	15008	15981	973
QLTV01001539.1:c15981-15046	QLTV01001539.1	15046	15981	935
QLTV01001540.1:c10673-9760	QLTV01001540.1	9760	10673	913
QLTV01001543.1:c566465-565504	QLTV01001543.1	565504	566465	961
QLTV01001561.1:c23732-22797	QLTV01001561.1	22797	23732	935
QLTV01001665.1:c2505-1571	QLTV01001665.1	1571	2505	934
QLTV01001680.1:c33610-32669	QLTV01001680.1	32669	33610	941
QLTV01001680.1:c175558-174596	QLTV01001680.1	174596	175558	962
QLTV01001682.1:c1334128-1333165	QLTV01001682.1	1333165	1334128	963
QLTV01001682.1:c1800090-1799100	QLTV01001682.1	1799100	1800090	990
QLTV01001682.1:c4014486-4013516	QLTV01001682.1	4013516	4014486	970
QLTV01001682.1:c4247782-4246857	QLTV01001682.1	4246857	4247782	925
QLTV01001682.1:c4522850-4521880	QLTV01001682.1	4521880	4522850	970
QLTV01001683.1:c22356-21427	QLTV01001683.1	21427	22356	929
QLTV01001684.1:c235238-234312	QLTV01001684.1	234312	235238	926
QLTV01001684.1:c989757-988768	QLTV01001684.1	988768	989757	989
QLTV01001684.1:c1994885-1993897	QLTV01001684.1	1993897	1994885	988
QLTV01001684.1:c3079781-3078857	QLTV01001684.1	3078857	3079781	924
QLTV01001685.1:c15638-14675	QLTV01001685.1	14675	15638	963
QLTV01001686.1:c113431-112462	QLTV01001686.1	112462	113431	969
QLTV01001686.1:c113431-112486	QLTV01001686.1	112486	113431	945
QLTV01001686.1:c546872-545908	QLTV01001686.1	545908	546872	964
QLTV01001686.1:c697053-696074	QLTV01001686.1	696074	697053	979
QLTV01001686.1:c1361628-1360629	QLTV01001686.1	1360629	1361628	999
QLTV01001686.1:c1361628-1360640	QLTV01001686.1	1360640	1361628	988
QLTV01001688.1:c78333-77400	QLTV01001688.1	77400	78333	933
QLTV01001688.1:c567366-566401	QLTV01001688.1	566401	567366	965
QLTV01001688.1:c567366-566421	QLTV01001688.1	566421	567366	945
QLTV01001688.1:c1525707-1524804	QLTV01001688.1	1524804	1525707	903
QLTV01001692.1:c1377829-1376908	QLTV01001692.1	1376908	1377829	921
QLTV01001693.1:c1100983-1100070	QLTV01001693.1	1100070	1100983	913
QLTV01001697.1:c430928-429954	QLTV01001697.1	429954	430928	974
QLTV01001697.1:c1875118-1874174	QLTV01001697.1	1874174	1875118	944
QLTV01001698.1:c713252-712317	QLTV01001698.1	712317	713252	935
QLTV01001698.1:c1137435-1136483	QLTV01001698.1	1136483	1137435	952
QLTV01001698.1:c5195453-5194481	QLTV01001698.1	5194481	5195453	972
QLTV01001698.1:c5326977-5326040	QLTV01001698.1	5326040	5326977	937
QLTV01001698.1:c9093860-9092893	QLTV01001698.1	9092893	9093860	967
QLTV01001698.1:c9678633-9677702	QLTV01001698.1	9677702	9678633	931
QLTV01001698.1:c10312925-10312020	QLTV01001698.1	10312020	10312925	905
QLTV01001698.1:c10839966-10838973	QLTV01001698.1	10838973	10839966	993
QLTV01001698.1:c11347175-11346262	QLTV01001698.1	11346262	11347175	913
QLTV01001698.1:c16033468-16032517	QLTV01001698.1	16032517	16033468	951
QLTV01001698.1:c16040413-16039429	QLTV01001698.1	16039429	16040413	984
